"","Phase","Camera","Camera_folder","Species","DateTimeOriginal","Date","Time","delta.time.secs","Directory","FileName","Classification","Sex","Age","BuckClass","DST","Time_DST_Corrected","Time_Decimal","Time_Scaled","Time_Radians","Time_Sun"
"7737",3,"E13","E13_031319_062019","Sheep","3/30/2019 11:58","3/30/2019","11:58:48",173575,"Reviewed Phase 3/E13_031319_062019/Sheep","IMG_0277.JPG","Sheep",NA,NA,NA,TRUE,"11H 58M 48S",11.98,0.499166667,3.136356666,2.815373696
"7740",3,"E13","E13_031319_062019","Sheep","4/8/2019 15:15","4/8/2019","15:15:27",266200,"Reviewed Phase 3/E13_031319_062019/Sheep","IMG_0436.JPG","Sheep",NA,NA,NA,TRUE,"15H 15M 27S",15.2575,0.635729167,3.994404159,3.631136576
"7743",3,"E13","E13_031319_062019","Sheep","4/21/2019 14:35","4/21/2019","14:35:01",185001,"Reviewed Phase 3/E13_031319_062019/Sheep","IMG_0622.JPG","Sheep",NA,NA,NA,TRUE,"14H 35M 1S",14.58361111,0.607650463,3.817980461,3.466988368
"7803",3,"E13","E13_090719_121819","Sheep","12/11/2019 10:24","12/11/2019","10:24:29",436614,"Reviewed Phase 3/E13_090719_121819/Sheep","IMG_0286.JPG","Sheep",NA,NA,NA,FALSE,"10H 24M 29S",10.40805556,0.433668981,2.724822573,2.583728248
"7899",3,"E13","E13_121118_031319","Sheep","12/13/2018 13:51","12/13/2018","13:51:26",0,"Reviewed Phase 3/E13_121118_031319/Sheep","IMG_0007.JPG","Sheep",NA,NA,NA,FALSE,"13H 51M 26S",13.85722222,0.577384259,3.627812294,3.721647449
"7902",3,"E13","E13_121118_031319","Sheep","12/27/2018 12:10","12/27/2018","12:10:11",685971,"Reviewed Phase 3/E13_121118_031319/Sheep","IMG_0214.JPG","Sheep",NA,NA,NA,FALSE,"12H 10M 11S",12.16972222,0.507071759,3.186025827,3.122918054
"7905",3,"E13","E13_121118_031319","Sheep","1/4/2019 10:04","1/4/2019","10:04:41",334351,"Reviewed Phase 3/E13_121118_031319/Sheep","IMG_0496.JPG","Sheep",NA,NA,NA,FALSE,"10H 4M 41S",10.07805556,0.419918981,2.638428775,2.412452877
"7908",3,"E13","E13_121118_031319","Sheep","1/17/2019 8:38","1/17/2019","8:38:11",512823,"Reviewed Phase 3/E13_121118_031319/Sheep","IMG_0709.JPG","Sheep",NA,NA,NA,FALSE,"8H 38M 11S",8.636388889,0.359849537,2.261001324,1.941406708
"7911",3,"E13","E13_121118_031319","Sheep","1/25/2019 10:31","1/25/2019","10:31:08",438381,"Reviewed Phase 3/E13_121118_031319/Sheep","IMG_1060.JPG","Sheep",NA,NA,NA,FALSE,"10H 31M 8S",10.51888889,0.438287037,2.753838671,2.547070601
"7914",3,"E13","E13_121118_031319","Sheep","2/20/2019 12:45","2/20/2019","12:45:17",1379749,"Reviewed Phase 3/E13_121118_031319/Sheep","IMG_1555.JPG","Sheep",NA,NA,NA,FALSE,"12H 45M 17S",12.75472222,0.531446759,3.339178469,3.232229803
"7917",3,"E13","E13_121118_031319","Sheep","2/26/2019 13:29","2/26/2019","13:29:27",18815,"Reviewed Phase 3/E13_121118_031319/Sheep","IMG_1639.JPG","Sheep",NA,NA,NA,FALSE,"13H 29M 27S",13.49083333,0.562118056,3.531891908,3.440500656
"7920",3,"E13","E13_121118_031319","Sheep","3/5/2019 10:04","3/5/2019","10:04:47",179888,"Reviewed Phase 3/E13_121118_031319/Sheep","IMG_1732.JPG","Sheep",NA,NA,NA,FALSE,"10H 4M 47S",10.07972222,0.419988426,2.638865107,2.507380573
"7923",3,"E13","E13_121118_031319","Sheep","3/11/2019 12:15","3/11/2019","12:15:46",13298,"Reviewed Phase 3/E13_121118_031319/Sheep","IMG_2008.JPG","Sheep",NA,NA,NA,TRUE,"12H 15M 46S",12.26277778,0.510949074,3.210387715,2.84387699
"8060",3,"E17","E17_032919_062019","Dog","4/14/2019 21:24","4/14/2019","21:24:49",11154,"Reviewed Phase 3/E17_032919_062019/Dog","IMG_1840.JPG","Dog",NA,NA,NA,TRUE,"21H 24M 49S",21.41361111,0.892233796,5.606070279,5.178849301
"8063",3,"E17","E17_032919_062019","Dog","4/18/2019 23:44","4/18/2019","23:44:32",81389,"Reviewed Phase 3/E17_032919_062019/Dog","IMG_7891.JPG","Dog",NA,NA,NA,TRUE,"23H 44M 32S",23.74222222,0.989259259,6.215699243,5.853450229
"8066",3,"E17","E17_032919_062019","Dog","4/25/2019 0:57","4/25/2019","0:57:16",17814,"Reviewed Phase 3/E17_032919_062019/Dog","IMG_1846.JPG","Dog",NA,NA,NA,TRUE,"57M 16S",0.954444444,0.039768519,0.249872971,6.215953981
"8076",3,"E17","E17_032919_062019","Sheep","4/14/2019 15:00","4/14/2019","15:00:56",1538,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_0529.JPG","Sheep",NA,NA,NA,TRUE,"15H 0M 56S",15.01555556,0.625648148,3.931063252,3.570568209
"8079",3,"E17","E17_032919_062019","Sheep","4/14/2019 19:59","4/14/2019","19:59:12",4053,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_1564.JPG","Sheep",NA,NA,NA,TRUE,"19H 59M 12S",19.98666667,0.832777778,5.232497097,4.764320472
"8082",3,"E17","E17_032919_062019","Sheep","4/15/2019 2:49","4/15/2019","2:49:39",3894,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2320.JPG","Sheep",NA,NA,NA,TRUE,"2H 49M 39S",2.8275,0.1178125,0.740237769,0.471343581
"8085",3,"E17","E17_032919_062019","Sheep","4/15/2019 5:42","4/15/2019","5:42:51",1770,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2461.JPG","Sheep",NA,NA,NA,TRUE,"5H 42M 51S",5.714166667,0.238090278,1.495965335,1.313073432
"8088",3,"E17","E17_032919_062019","Sheep","4/15/2019 18:40","4/15/2019","18:40:47",1954,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_3373.JPG","Sheep",NA,NA,NA,TRUE,"18H 40M 47S",18.67972222,0.778321759,4.890339842,4.440566543
"8091",3,"E17","E17_032919_062019","Sheep","4/16/2019 15:07","4/16/2019","15:07:49",55208,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4135.JPG","Sheep",NA,NA,NA,TRUE,"15H 7M 49S",15.13027778,0.630428241,3.961097459,3.59701672
"8094",3,"E17","E17_032919_062019","Sheep","4/17/2019 1:53","4/17/2019","1:53:10",18557,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5206.JPG","Sheep",NA,NA,NA,TRUE,"1H 53M 10S",1.886111111,0.078587963,0.493782734,0.200611776
"8097",3,"E17","E17_032919_062019","Sheep","4/17/2019 20:57","4/17/2019","20:57:59",4121,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5569.JPG","Sheep",NA,NA,NA,TRUE,"20H 57M 59S",20.96638889,0.873599537,5.488987775,5.038457531
"8100",3,"E17","E17_032919_062019","Sheep","4/17/2019 23:26","4/17/2019","23:26:40",1045,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6019.JPG","Sheep",NA,NA,NA,TRUE,"23H 26M 40S",23.44444444,0.976851852,6.137741203,5.766472558
"8103",3,"E17","E17_032919_062019","Sheep","4/18/2019 1:26","4/18/2019","1:26:01",1211,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6241.JPG","Sheep",NA,NA,NA,TRUE,"1H 26M 1S",1.433611111,0.059733796,0.375318511,0.069030846
"8106",3,"E17","E17_032919_062019","Sheep","4/18/2019 4:40","4/18/2019","4:40:30",951,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6478.JPG","Sheep",NA,NA,NA,TRUE,"4H 40M 30S",4.675,0.194791667,1.223912138,1.024869174
"8109",3,"E17","E17_032919_062019","Sheep","4/18/2019 19:53","4/18/2019","19:53:37",2474,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6961.JPG","Sheep",NA,NA,NA,TRUE,"19H 53M 37S",19.89361111,0.828900463,5.20813521,4.71855092
"8112",3,"E17","E17_032919_062019","Sheep","4/20/2019 16:15","4/20/2019","16:15:18",76422,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_8485.JPG","Sheep",NA,NA,NA,TRUE,"16H 15M 18S",16.255,0.677291667,4.255549049,3.858249478
"8115",3,"E17","E17_032919_062019","Sheep","4/21/2019 17:31","4/21/2019","17:31:57",77534,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_9043.JPG","Sheep",NA,NA,NA,TRUE,"17H 31M 57S",17.5325,0.730520833,4.589997767,4.155016689
"8118",3,"E17","E17_032919_062019","Sheep","4/22/2019 19:06","4/22/2019","19:06:34",80770,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_0616 (1).JPG","Sheep",NA,NA,NA,TRUE,"19H 6M 34S",19.10944444,0.796226852,5.002840857,4.519716542
"8121",3,"E17","E17_032919_062019","Sheep","4/24/2019 19:29","4/24/2019","19:29:16",84206,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_1309 (1).JPG","Sheep",NA,NA,NA,TRUE,"19H 29M 16S",19.48777778,0.811990741,5.101888292,4.600817998
"8124",3,"E17","E17_032919_062019","Sheep","5/16/2019 18:29","5/16/2019","18:29:18",27433,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_1933 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 29M 18S",18.48833333,0.770347222,4.840234348,4.31132915
"8127",3,"E17","E17_032919_062019","Sheep","5/18/2019 18:33","5/18/2019","18:33:40",2177,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_1993 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 33M 40S",18.56111111,0.77337963,4.859287526,4.32233121
"8130",3,"E17","E17_032919_062019","Sheep","5/19/2019 17:58","5/19/2019","17:58:16",10001,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2131 (1).JPG","Sheep",NA,NA,NA,TRUE,"17H 58M 16S",17.97111111,0.748796296,4.704825887,4.191400773
"8133",3,"E17","E17_032919_062019","Sheep","5/21/2019 17:28","5/21/2019","17:28:57",3998,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2197 (1).JPG","Sheep",NA,NA,NA,TRUE,"17H 28M 57S",17.4825,0.7284375,4.576907797,4.081079033
"8136",3,"E17","E17_032919_062019","Sheep","5/21/2019 19:29","5/21/2019","19:29:52",3675,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2230 (1).JPG","Sheep",NA,NA,NA,TRUE,"19H 29M 52S",19.49777778,0.812407407,5.104506286,4.51836006
"8139",3,"E17","E17_032919_062019","Sheep","5/23/2019 17:06","5/23/2019","17:06:08",89187,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2275 (1).JPG","Sheep",NA,NA,NA,TRUE,"17H 6M 8S",17.10222222,0.712592593,4.477351308,3.995024128
"8142",3,"E17","E17_032919_062019","Sheep","5/23/2019 18:52","5/23/2019","18:52:24",1413,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2320 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 52M 24S",18.87333333,0.786388889,4.941027112,4.377969099
"8145",3,"E17","E17_032919_062019","Sheep","5/24/2019 8:25","5/24/2019","8:25:02",5036,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2407 (1).JPG","Sheep",NA,NA,NA,TRUE,"8H 25M 2S",8.417222222,0.350717593,2.203623625,2.11860532
"8148",3,"E17","E17_032919_062019","Sheep","5/24/2019 16:36","5/24/2019","16:36:00",25774,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2497 (1).JPG","Sheep",NA,NA,NA,TRUE,"15H 36M 0S",15.6,0.65,4.08407045,3.669020241
"8151",3,"E17","E17_032919_062019","Sheep","5/25/2019 7:25","5/25/2019","7:25:48",42843,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2659 (1).JPG","Sheep",NA,NA,NA,TRUE,"7H 25M 48S",7.43,0.309583333,1.945169451,1.907206814
"8154",3,"E17","E17_032919_062019","Sheep","5/25/2019 9:40","5/25/2019","9:40:23",998,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_2827 (1).JPG","Sheep",NA,NA,NA,TRUE,"9H 40M 23S",9.673055556,0.403043981,2.532400023,2.390580112
"8157",3,"E17","E17_032919_062019","Sheep","5/25/2019 18:08","5/25/2019","18:08:18",1086,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_3034 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 8M 18S",18.13833333,0.755763889,4.748604562,4.214827944
"8160",3,"E17","E17_032919_062019","Sheep","5/26/2019 7:36","5/26/2019","7:36:03",1068,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_3277 (1).JPG","Sheep",NA,NA,NA,TRUE,"7H 36M 3S",7.600833333,0.316701389,1.989893513,1.945562843
"8163",3,"E17","E17_032919_062019","Sheep","5/26/2019 11:53","5/26/2019","11:53:34",11754,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_3358 (1).JPG","Sheep",NA,NA,NA,TRUE,"11H 53M 34S",11.89277778,0.495532407,3.113521941,2.868997912
"8166",3,"E17","E17_032919_062019","Sheep","5/26/2019 16:28","5/26/2019","16:28:20",1064,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_3691 (1).JPG","Sheep",NA,NA,NA,TRUE,"16H 28M 20S",16.47222222,0.686342593,4.312417693,3.854290162
"8169",3,"E17","E17_032919_062019","Sheep","5/26/2019 19:30","5/26/2019","19:30:15",1040,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_3955 (1).JPG","Sheep",NA,NA,NA,TRUE,"19H 30M 15S",19.50416667,0.812673611,5.106178893,4.506629414
"8172",3,"E17","E17_032919_062019","Sheep","5/27/2019 8:27","5/27/2019","8:27:21",1807,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4081 (1).JPG","Sheep",NA,NA,NA,TRUE,"8H 27M 21S",8.455833333,0.352326389,2.21373199,2.130687366
"8175",3,"E17","E17_032919_062019","Sheep","5/27/2019 16:17","5/27/2019","16:17:32",8655,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4210 (1).JPG","Sheep",NA,NA,NA,TRUE,"16H 17M 32S",16.29222222,0.678842593,4.265293804,3.814139549
"8178",3,"E17","E17_032919_062019","Sheep","5/27/2019 18:25","5/27/2019","18:25:23",2033,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4342 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 25M 23S",18.42305556,0.767627315,4.823144666,4.271895803
"8181",3,"E17","E17_032919_062019","Sheep","5/28/2019 6:24","5/28/2019","6:24:29",1164,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4465 (1).JPG","Sheep",NA,NA,NA,TRUE,"6H 24M 29S",6.408055556,0.267002315,1.677625021,1.692509954
"8184",3,"E17","E17_032919_062019","Sheep","5/28/2019 14:15","5/28/2019","14:15:53",19416,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4504 (1).JPG","Sheep",NA,NA,NA,TRUE,"14H 15M 53S",14.26472222,0.594363426,3.734495545,3.377816481
"8187",3,"E17","E17_032919_062019","Sheep","5/28/2019 15:58","5/28/2019","15:58:38",1118,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4534 (1).JPG","Sheep",NA,NA,NA,TRUE,"15H 58M 38S",15.97722222,0.665717593,4.182826997,3.745158962
"8190",3,"E17","E17_032919_062019","Sheep","5/28/2019 17:56","5/28/2019","17:56:07",2519,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4612 (1).JPG","Sheep",NA,NA,NA,TRUE,"17H 56M 7S",17.93527778,0.747303241,4.695444742,4.16517472
"8193",3,"E17","E17_032919_062019","Sheep","5/28/2019 19:50","5/28/2019","19:50:33",1911,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4660 (1).JPG","Sheep",NA,NA,NA,TRUE,"19H 50M 33S",19.8425,0.826770833,5.194754352,4.574286394
"8196",3,"E17","E17_032919_062019","Sheep","5/29/2019 9:02","5/29/2019","9:02:37",11856,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4714 (1).JPG","Sheep",NA,NA,NA,TRUE,"9H 2M 37S",9.043611111,0.37681713,2.367611852,2.258676194
"8199",3,"E17","E17_032919_062019","Sheep","5/30/2019 7:42","5/30/2019","7:42:52",3096,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4762 (1).JPG","Sheep",NA,NA,NA,TRUE,"7H 42M 52S",7.714444444,0.321435185,2.019636833,1.975107108
"8202",3,"E17","E17_032919_062019","Sheep","5/30/2019 17:12","5/30/2019","17:12:10",2244,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4861 (1).JPG","Sheep",NA,NA,NA,TRUE,"17H 12M 10S",17.20277778,0.716782407,4.503676691,4.004719596
"8205",3,"E17","E17_032919_062019","Sheep","5/30/2019 18:48","5/30/2019","18:48:42",1254,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4966 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 48M 42S",18.81166667,0.783819444,4.924882817,4.348870762
"8208",3,"E17","E17_032919_062019","Sheep","5/30/2019 20:18","5/30/2019","20:18:48",988,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_4987 (1).JPG","Sheep",NA,NA,NA,TRUE,"20H 18M 48S",20.31333333,0.846388889,5.318018231,4.67008644
"8211",3,"E17","E17_032919_062019","Sheep","5/31/2019 8:23","5/31/2019","8:23:29",3228,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5122 (1).JPG","Sheep",NA,NA,NA,TRUE,"8H 23M 29S",8.391388889,0.349641204,2.196860474,2.120767166
"8214",3,"E17","E17_032919_062019","Sheep","5/31/2019 18:21","5/31/2019","18:21:39",3220,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5272 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 21M 39S",18.36083333,0.765034722,4.806854926,4.250483026
"8217",3,"E17","E17_032919_062019","Sheep","5/31/2019 19:55","5/31/2019","19:55:07",1635,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5347 (1).JPG","Sheep",NA,NA,NA,TRUE,"19H 55M 7S",19.91861111,0.82994213,5.214680195,4.583262255
"8220",3,"E17","E17_032919_062019","Sheep","6/1/2019 8:00","6/1/2019","8:00:43",1925,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5395 (1).JPG","Sheep",NA,NA,NA,TRUE,"8H 0M 43S",8.011944444,0.333831019,2.097522151,2.040586595
"8223",3,"E17","E17_032919_062019","Sheep","6/1/2019 16:56","6/1/2019","16:56:12",24767,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5584 (1).JPG","Sheep",NA,NA,NA,TRUE,"16H 56M 12S",16.93666667,0.705694444,4.434008965,3.944720547
"8226",3,"E17","E17_032919_062019","Sheep","6/1/2019 18:53","6/1/2019","18:53:28",1471,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5806 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 53M 28S",18.89111111,0.78712963,4.945681324,4.361711007
"8229",3,"E17","E17_032919_062019","Sheep","6/2/2019 6:13","6/2/2019","6:13:39",2409,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5857 (1).JPG","Sheep",NA,NA,NA,TRUE,"6H 13M 39S",6.2275,0.259479167,1.630355688,1.661116684
"8232",3,"E17","E17_032919_062019","Sheep","6/2/2019 8:49","6/2/2019","8:49:05",1984,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5935 (1).JPG","Sheep",NA,NA,NA,TRUE,"8H 49M 5S",8.818055556,0.367418981,2.308561546,2.213159369
"8235",3,"E17","E17_032919_062019","Sheep","6/2/2019 18:49","6/2/2019","18:49:14",1135,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_5992 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 49M 14S",18.82055556,0.784189815,4.927209922,4.344673955
"8238",3,"E17","E17_032919_062019","Sheep","6/3/2019 6:34","6/3/2019","6:34:50",2092,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6055 (1).JPG","Sheep",NA,NA,NA,TRUE,"6H 34M 50S",6.580555556,0.274189815,1.722785416,1.737408022
"8241",3,"E17","E17_032919_062019","Sheep","6/3/2019 8:41","6/3/2019","8:41:21",1118,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6151 (1).JPG","Sheep",NA,NA,NA,TRUE,"8H 41M 21S",8.689166667,0.362048611,2.274818514,2.186234406
"8244",3,"E17","E17_032919_062019","Sheep","6/3/2019 17:02","6/3/2019","17:02:17",2337,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6247 (1).JPG","Sheep",NA,NA,NA,TRUE,"17H 2M 17S",17.03805556,0.709918981,4.460552514,3.963329095
"8247",3,"E17","E17_032919_062019","Sheep","6/4/2019 5:24","6/4/2019","5:24:31",37819,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6382 (1).JPG","Sheep",NA,NA,NA,TRUE,"5H 24M 31S",5.408611111,0.225358796,1.415971078,1.440065146
"8250",3,"E17","E17_032919_062019","Sheep","6/4/2019 7:48","6/4/2019","7:48:55",2302,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6463 (1).JPG","Sheep",NA,NA,NA,TRUE,"7H 48M 55S",7.815277778,0.325636574,2.046034938,2.000890399
"8253",3,"E17","E17_032919_062019","Sheep","6/4/2019 15:40","6/4/2019","15:40:27",24119,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6568 (1).JPG","Sheep",NA,NA,NA,TRUE,"15H 40M 27S",15.67416667,0.653090278,4.103487238,3.67186806
"8256",3,"E17","E17_032919_062019","Sheep","6/4/2019 18:23","6/4/2019","18:23:47",1899,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6670 (1).JPG","Sheep",NA,NA,NA,TRUE,"18H 23M 47S",18.39638889,0.766516204,4.816163349,4.250674121
"8259",3,"E17","E17_032919_062019","Sheep","6/5/2019 6:41","6/5/2019","6:41:25",5196,"Reviewed Phase 3/E17_032919_062019/Sheep","IMG_6733 (1).JPG","Sheep",NA,NA,NA,TRUE,"6H 41M 25S",6.690277778,0.278761574,1.751510626,1.762515475
"8276",3,"E17","E17_062019_090719","Dog","7/24/2019 5:51","7/24/2019","5:51:56",109585,"Reviewed Phase 3/E17_062019_090719/Dog","IMG_1456.JPG","Dog",NA,NA,NA,TRUE,"5H 51M 56S",5.865555556,0.244398148,1.535598854,1.493633504
"8292",3,"E17","E17_062019_090719","Sheep","7/21/2019 0:31","7/21/2019","0:31:37",15546,"Reviewed Phase 3/E17_062019_090719/Sheep","IMG_0268.JPG","Sheep",NA,NA,NA,TRUE,"31M 37S",0.526944444,0.021956019,0.137953733,6.024710992
"8295",3,"E17","E17_062019_090719","Sheep","7/21/2019 20:21","7/21/2019","20:21:30",3190,"Reviewed Phase 3/E17_062019_090719/Sheep","IMG_0382.JPG","Sheep",NA,NA,NA,TRUE,"20H 21M 30S",20.35833333,0.848263889,5.329799203,4.669189856
"8298",3,"E17","E17_062019_090719","Sheep","7/22/2019 19:53","7/22/2019","19:53:52",50991,"Reviewed Phase 3/E17_062019_090719/Sheep","IMG_0622.JPG","Sheep",NA,NA,NA,TRUE,"19H 53M 52S",19.89777778,0.829074074,5.209226041,4.57182276
"8301",3,"E17","E17_062019_090719","Sheep","7/23/2019 9:36","7/23/2019","9:36:06",13882,"Reviewed Phase 3/E17_062019_090719/Sheep","IMG_0724.JPG","Sheep",NA,NA,NA,TRUE,"9H 36M 6S",9.601666667,0.400069444,2.513710455,2.335159445
"8304",3,"E17","E17_062019_090719","Sheep","7/24/2019 5:47","7/24/2019","5:47:39",30023,"Reviewed Phase 3/E17_062019_090719/Sheep","IMG_1339.JPG","Sheep",NA,NA,NA,TRUE,"5H 47M 39S",5.794166667,0.241423611,1.516909286,1.470227117
"8378",3,"E17","E17_121218_032919","Dog","2/20/2019 12:19","2/20/2019","12:19:42",1085495,"Reviewed Phase 3/E17_121218_032919/Dog","IMG_4192.JPG","Dog",NA,NA,NA,FALSE,"12H 19M 42S",12.32833333,0.513680556,3.227550119,3.110028502
"8381",3,"E17","E17_121218_032919","Dog","2/24/2019 23:33","2/24/2019","23:33:18",191056,"Reviewed Phase 3/E17_121218_032919/Dog","IMG_7552.JPG","Dog",NA,NA,NA,FALSE,"23H 33M 18S",23.555,0.981458333,6.16668458,6.069721877
"8388",3,"E17","E17_121218_032919","Sheep","2/13/2019 7:41","2/13/2019","7:41:25",71485,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_0256 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"7H 41M 25S",7.690277778,0.320428241,2.013310014,1.743138492
"8391",3,"E17","E17_121218_032919","Sheep","2/14/2019 8:01","2/14/2019","8:01:28",50890,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_0541 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"8H 1M 28S",8.024444444,0.334351852,2.100794643,1.84626419
"8394",3,"E17","E17_121218_032919","Sheep","2/14/2019 16:57","2/14/2019","16:57:06",2096,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_0778 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"16H 57M 6S",16.95166667,0.706319444,4.437935956,4.46166539
"8397",3,"E17","E17_121218_032919","Sheep","2/15/2019 15:40","2/15/2019","15:40:39",75369,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_0904 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"15H 40M 39S",15.6775,0.653229167,4.104359902,4.085142619
"8400",3,"E17","E17_121218_032919","Sheep","2/15/2019 17:59","2/15/2019","17:59:05",992,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_1012 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"17H 59M 5S",17.98472222,0.749363426,4.708389268,4.749982837
"8403",3,"E17","E17_121218_032919","Sheep","2/16/2019 17:56","2/16/2019","17:56:45",2888,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_1171 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"17H 56M 45S",17.94583333,0.747743056,4.69820818,4.736370566
"8406",3,"E17","E17_121218_032919","Sheep","2/17/2019 1:23","2/17/2019","1:23:29",8090,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_1318 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"1H 23M 29S",1.391388889,0.057974537,0.364264759,0.22642113
"8409",3,"E17","E17_121218_032919","Sheep","2/17/2019 15:41","2/17/2019","15:41:32",1881,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_1483 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"15H 41M 32S",15.69222222,0.653842593,4.108214171,4.08312779
"8412",3,"E17","E17_121218_032919","Sheep","2/17/2019 23:29","2/17/2019","23:29:35",18571,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_1813 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"23H 29M 35S",23.49305556,0.978877315,6.150467562,6.056379526
"8415",3,"E17","E17_121218_032919","Sheep","2/18/2019 14:03","2/18/2019","14:03:07",34698,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_2533 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"14H 3M 7S",14.05194444,0.585497685,3.678790453,3.606491752
"8418",3,"E17","E17_121218_032919","Sheep","2/18/2019 16:11","2/18/2019","16:11:32",1727,"Reviewed Phase 3/E17_121218_032919/Sheep","IMG_2797 copy 2.JPG","Sheep",NA,NA,NA,FALSE,"16H 11M 32S",16.19222222,0.674675926,4.239113865,4.224417972
