"","Phase","Camera","Camera_folder","Species","DateTimeOriginal","Date","Time","delta.time.secs","Directory","FileName","Classification","Sex","Age","BuckClass","DST","Time_DST_Corrected","Time_Decimal","Time_Scaled","Time_Radians","Time_Sun"
"2126",3,"B14","B14_032119_070219","Dog","5/1/2019 8:15","5/1/2019","8:15:39",0,"Reviewed Phase 3/B14_032119_070219/Dog","IMG_0277.JPG","Dog",NA,NA,NA,TRUE,"8H 15M 39S",8.260833333,0.344201389,2.162681109,2.02927433
"2305",3,"B14","B14_090719_121819","Bobcat","9/24/2019 18:29","9/24/2019","18:29:13",30793,"Reviewed Phase 3/B14_090719_121819/Bobcat","IMG_2008.JPG","Bobcat",NA,NA,NA,TRUE,"18H 29M 13S",18.48694444,0.770289352,4.839870738,4.551574819
"3266",3,"B14","B14_121818_032119","Dog","1/4/2019 8:38","1/4/2019","8:38:44",0,"Reviewed Phase 3/B14_121818_032119/Dog","IMG_1225.JPG","Dog",NA,NA,NA,FALSE,"8H 38M 44S",8.645555556,0.360231481,2.263401152,1.940192829
"3298",3,"C03","C03_032819_060419","Bobcat","4/23/2019 10:35","4/23/2019","10:35:09",929498,"Reviewed Phase 3/C03_032819_060419/Bobcat","IMG_0172.JPG","Bobcat",NA,NA,NA,TRUE,"10H 35M 9S",10.58583333,0.441076389,2.771364686,2.53921968
"3301",3,"C03","C03_032819_060419","Bobcat","4/30/2019 11:29","4/30/2019","11:29:23",1144,"Reviewed Phase 3/C03_032819_060419/Bobcat","IMG_0049.JPG","Bobcat",NA,NA,NA,TRUE,"11H 29M 23S",11.48972222,0.478738426,3.008002244,2.760589569
"3304",3,"C03","C03_032819_060419","Bobcat","5/9/2019 13:42","5/9/2019","13:42:15",427465,"Reviewed Phase 3/C03_032819_060419/Bobcat","IMG_0232.JPG","Bobcat",NA,NA,NA,TRUE,"13H 42M 15S",13.70416667,0.571006944,3.587742444,3.264681054
"3307",3,"C03","C03_032819_060419","Bobcat","5/17/2019 15:08","5/17/2019","15:08:57",383879,"Reviewed Phase 3/C03_032819_060419/Bobcat","IMG_0316.JPG","Bobcat",NA,NA,NA,TRUE,"15H 8M 57S",15.14916667,0.631215278,3.966042559,3.578774596
"3310",3,"C03","C03_032819_060419","Bobcat","5/27/2019 1:18","5/27/2019","1:18:43",148883,"Reviewed Phase 3/C03_032819_060419/Bobcat","IMG_0391.JPG","Bobcat",NA,NA,NA,TRUE,"1H 18M 43S",1.311944444,0.054664352,0.343466252,0.05039249
"3421",3,"C03","C03_060419_091019","Bobcat","6/11/2019 9:01","6/11/2019","9:01:58",325704,"Reviewed Phase 3/C03_060419_091019/Bobcat","IMG_0193.JPG","Bobcat",NA,NA,NA,TRUE,"9H 1M 58S",9.032777778,0.376365741,2.364775692,2.260492401
"3424",3,"C03","C03_060419_091019","Bobcat","7/3/2019 10:53","7/3/2019","10:53:01",1275981,"Reviewed Phase 3/C03_060419_091019/Bobcat","IMG_0220.JPG","Bobcat",NA,NA,NA,TRUE,"10H 53M 1S",10.88361111,0.453483796,2.849322726,2.635369711
"3709",3,"C03","C03_091019_121719","Bobcat","9/19/2019 14:35","9/19/2019","14:35:24",189235,"Reviewed Phase 3/C03_091019_121719/Bobcat","IMG_0136 copy.JPG","Bobcat",NA,NA,NA,TRUE,"14H 35M 24S",14.59,0.607916667,3.819653068,3.523527525
"3712",3,"C03","C03_091019_121719","Bobcat","11/11/2019 4:34","11/11/2019","4:34:21",3096159,"Reviewed Phase 3/C03_091019_121719/Bobcat","IMG_0634.JPG","Bobcat",NA,NA,NA,FALSE,"4H 34M 21S",4.5725,0.190520833,1.197077701,1.054429879
"3715",3,"C03","C03_091019_121719","Bobcat","11/29/2019 0:00","11/29/2019","0:00:45",71575,"Reviewed Phase 3/C03_091019_121719/Bobcat","IMG_0937.JPG","Bobcat",NA,NA,NA,FALSE,"45S",0.0125,0.000520833,0.003272492,0.000896902
"3985",3,"C03","C03_112818_032819","Bobcat","12/4/2018 16:38","12/4/2018","16:38:16",0,"Reviewed Phase 3/C03_112818_032819/Bobcat","IMG_0070.JPG","Bobcat",NA,NA,NA,FALSE,"16H 38M 16S",16.63777778,0.693240741,4.355760037,4.648770382
"3988",3,"C03","C03_112818_032819","Bobcat","1/14/2019 7:12","1/14/2019","7:12:33",928605,"Reviewed Phase 3/C03_112818_032819/Bobcat","IMG_0352.JPG","Bobcat",NA,NA,NA,FALSE,"7H 12M 33S",7.209166667,0.300381944,1.88735542,1.506750136
"3991",3,"C03","C03_112818_032819","Bobcat","1/22/2019 22:41","1/22/2019","22:41:00",31090,"Reviewed Phase 3/C03_112818_032819/Bobcat","IMG_0382.JPG","Bobcat",NA,NA,NA,FALSE,"21H 41M 0S",21.68333333,0.903472222,5.676683392,5.676421091
"3994",3,"C03","C03_112818_032819","Bobcat","1/23/2019 15:45","1/23/2019","15:45:46",33749,"Reviewed Phase 3/C03_112818_032819/Bobcat","IMG_0412.JPG","Bobcat",NA,NA,NA,FALSE,"15H 45M 46S",15.76277778,0.656782407,4.126685572,4.200924298
"4034",3,"C03","C03_112818_032819","Dog","3/13/2019 18:01","3/13/2019","18:01:32",2040,"Reviewed Phase 3/C03_112818_032819/Dog","IMG_7366.JPG","Dog",NA,NA,NA,TRUE,"18H 1M 32S",18.02555556,0.751064815,4.719079409,4.377607178
"4693",3,"C11","C11_031419_062119","Bobcat","4/21/2019 20:07","4/21/2019","20:07:09",2409112,"Reviewed Phase 3/C11_031419_062119/Bobcat","IMG_3307.JPG","Bobcat",NA,NA,NA,TRUE,"20H 7M 9S",20.11916667,0.838298611,5.267185516,4.771364106
"4697",3,"C11","C11_031419_062119","Dog","3/26/2019 7:00","3/26/2019","7:00:33",938407,"Reviewed Phase 3/C11_031419_062119/Dog","IMG_0583.JPG","Dog",NA,NA,NA,TRUE,"7H 0M 33S",7.009166667,0.292048611,1.834995542,1.544031886
"4700",3,"C11","C11_031419_062119","Dog","3/28/2019 1:25","3/28/2019","1:25:01",137686,"Reviewed Phase 3/C11_031419_062119/Dog","IMG_2671.JPG","Dog",NA,NA,NA,TRUE,"1H 25M 1S",1.416944444,0.059039352,0.370955188,0.033398016
"4703",3,"C11","C11_031419_062119","Dog","4/9/2019 17:48","4/9/2019","17:48:54",559751,"Reviewed Phase 3/C11_031419_062119/Dog","IMG_1048.JPG","Dog",NA,NA,NA,TRUE,"17H 48M 54S",17.815,0.742291667,4.663956094,4.249634678
"4710",3,"C11","C11_031419_062119","Sheep","3/30/2019 18:05","3/30/2019","18:05:39",1530,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_4363.JPG","Sheep",NA,NA,NA,TRUE,"18H 5M 39S",18.09416667,0.753923611,4.737041756,4.34439663
"4713",3,"C11","C11_031419_062119","Sheep","3/30/2019 19:43","3/30/2019","19:43:01",972,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_4669.JPG","Sheep",NA,NA,NA,TRUE,"19H 43M 1S",19.71694444,0.821539352,5.161883985,4.753939188
"4716",3,"C11","C11_031419_062119","Sheep","3/31/2019 12:09","3/31/2019","12:09:46",6940,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_5203.JPG","Sheep",NA,NA,NA,TRUE,"12H 9M 46S",12.16277778,0.506782407,3.184207776,2.863259766
"4719",3,"C11","C11_031419_062119","Sheep","3/31/2019 16:16","3/31/2019","16:16:11",2806,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_5368.JPG","Sheep",NA,NA,NA,TRUE,"16H 16M 11S",16.26972222,0.677905093,4.259403317,3.886877358
"4722",3,"C11","C11_031419_062119","Sheep","3/31/2019 18:28","3/31/2019","18:28:25",4210,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_5533.JPG","Sheep",NA,NA,NA,TRUE,"18H 28M 25S",18.47361111,0.769733796,4.836380079,4.436176106
"4725",3,"C11","C11_031419_062119","Sheep","4/1/2019 13:38","4/1/2019","13:38:28",1293,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_5866.JPG","Sheep",NA,NA,NA,TRUE,"13H 38M 28S",13.64111111,0.56837963,3.571234538,3.232646486
"4728",3,"C11","C11_031419_062119","Sheep","4/1/2019 16:09","4/1/2019","16:09:15",1072,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_6757.JPG","Sheep",NA,NA,NA,TRUE,"16H 9M 15S",16.15416667,0.673090278,4.229150944,3.85691368
"4731",3,"C11","C11_031419_062119","Sheep","4/1/2019 19:37","4/1/2019","19:37:33",4434,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_6880.JPG","Sheep",NA,NA,NA,TRUE,"19H 37M 33S",19.62583333,0.817743056,5.138031152,4.720097622
"4734",3,"C11","C11_031419_062119","Sheep","4/2/2019 15:59","4/2/2019","15:59:56",8695,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_7045.JPG","Sheep",NA,NA,NA,TRUE,"15H 59M 56S",15.99888889,0.66662037,4.188499317,3.817310759
"4737",3,"C11","C11_031419_062119","Sheep","4/3/2019 12:25","4/3/2019","12:25:33",59684,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_7870.JPG","Sheep",NA,NA,NA,TRUE,"12H 25M 33S",12.42583333,0.517743056,3.25307556,2.934564256
"4740",3,"C11","C11_031419_062119","Sheep","4/3/2019 16:08","4/3/2019","16:08:14",2299,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_7990.JPG","Sheep",NA,NA,NA,TRUE,"16H 8M 14S",16.13722222,0.672384259,4.224714899,3.850418737
"4743",3,"C11","C11_031419_062119","Sheep","4/3/2019 18:11","4/3/2019","18:11:47",1737,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_8044.JPG","Sheep",NA,NA,NA,TRUE,"18H 11M 47S",18.19638889,0.75818287,4.763803471,4.358556547
"4746",3,"C11","C11_031419_062119","Sheep","4/4/2019 8:19","4/4/2019","8:19:40",47354,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_8191.JPG","Sheep",NA,NA,NA,TRUE,"8H 19M 40S",8.327777778,0.346990741,2.180207124,1.928477759
"4749",3,"C11","C11_031419_062119","Sheep","4/4/2019 14:06","4/4/2019","14:06:39",14716,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_8581.JPG","Sheep",NA,NA,NA,TRUE,"14H 6M 39S",14.11083333,0.587951389,3.694207528,3.350871254
"4752",3,"C11","C11_031419_062119","Sheep","4/5/2019 12:23","4/5/2019","12:23:59",64357,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_9085.JPG","Sheep",NA,NA,NA,TRUE,"12H 23M 59S",12.39972222,0.516655093,3.246239687,2.931870433
"4755",3,"C11","C11_031419_062119","Sheep","4/5/2019 18:05","4/5/2019","18:05:27",1806,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_9304.JPG","Sheep",NA,NA,NA,TRUE,"18H 5M 27S",18.09083333,0.753784722,4.736169091,4.327081046
"4758",3,"C11","C11_031419_062119","Sheep","4/5/2019 19:41","4/5/2019","19:41:32",1061,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_9538.JPG","Sheep",NA,NA,NA,TRUE,"19H 41M 32S",19.69222222,0.820509259,5.155411722,4.720732091
"4761",3,"C11","C11_031419_062119","Sheep","4/7/2019 16:16","4/7/2019","16:16:11",3740,"Reviewed Phase 3/C11_031419_062119/Sheep","IMG_9910.JPG","Sheep",NA,NA,NA,TRUE,"16H 16M 11S",16.26972222,0.677905093,4.259403317,3.878138457
"4807",3,"C11","C11_092019_121019","Bobcat","10/4/2019 16:52","10/4/2019","16:52:08",0,"Reviewed Phase 3/C11_092019_121019/Bobcat","IMG_0100.JPG","Bobcat",NA,NA,NA,TRUE,"16H 52M 8S",16.86888889,0.70287037,4.416264784,4.181027155
"4877",3,"C11","C11_121218_031419","Dog","3/12/2019 21:19","3/12/2019","21:19:37",0,"Reviewed Phase 3/C11_121218_031419/Dog","IMG_0328.JPG","Dog",NA,NA,NA,TRUE,"21H 19M 37S",21.32694444,0.888622685,5.583380999,5.241808862
"4891",3,"C15","C15_032619_070219","Bobcat","3/31/2019 15:34","3/31/2019","15:34:27",2128,"Reviewed Phase 3/C15_032619_070219/Bobcat","IMG_0034.JPG","Bobcat",NA,NA,NA,TRUE,"15H 34M 27S",15.57416667,0.648923611,4.077307299,3.713516625
"4894",3,"C15","C15_032619_070219","Bobcat","3/31/2019 22:29","3/31/2019","22:29:24",18302,"Reviewed Phase 3/C15_032619_070219/Bobcat","IMG_0043.JPG","Bobcat",NA,NA,NA,TRUE,"22H 29M 24S",22.49,0.937083333,5.887868232,5.514145292
"4897",3,"C15","C15_032619_070219","Bobcat","4/14/2019 11:26","4/14/2019","11:26:49",55684,"Reviewed Phase 3/C15_032619_070219/Bobcat","IMG_0064.JPG","Bobcat",NA,NA,NA,TRUE,"11H 26M 49S",11.44694444,0.476956019,2.996803048,2.72031357
"4900",3,"C15","C15_032619_070219","Bobcat","4/16/2019 17:38","4/16/2019","17:38:47",112568,"Reviewed Phase 3/C15_032619_070219/Bobcat","IMG_0091.JPG","Bobcat",NA,NA,NA,TRUE,"17H 38M 47S",17.64638889,0.735266204,4.619813808,4.192853676
"5086",3,"C15","C15_121818_032619","Bobcat","12/25/2018 18:56","12/25/2018","18:56:02",171415,"Reviewed Phase 3/C15_121818_032619/Bobcat","IMG_0037.JPG","Bobcat",NA,NA,NA,FALSE,"18H 56M 2S",18.93388889,0.788912037,4.95688052,5.145163969
"5089",3,"C15","C15_121818_032619","Bobcat","1/24/2019 9:44","1/24/2019","9:44:17",150444,"Reviewed Phase 3/C15_121818_032619/Bobcat","IMG_4084.JPG","Bobcat",NA,NA,NA,FALSE,"9H 44M 17S",9.738055556,0.405752315,2.549416983,2.30082486
"5092",3,"C15","C15_121818_032619","Bobcat","2/18/2019 8:48","2/18/2019","8:48:48",1631522,"Reviewed Phase 3/C15_121818_032619/Bobcat","IMG_4171.JPG","Bobcat",NA,NA,NA,FALSE,"8H 48M 48S",8.813333333,0.367222222,2.307325271,2.094036128
"5114",3,"C15","C15_121818_032619","Dog","12/31/2018 11:41","12/31/2018","11:41:05",69257,"Reviewed Phase 3/C15_121818_032619/Dog","IMG_1390.JPG","Dog",NA,NA,NA,FALSE,"11H 41M 5S",11.68472222,0.486863426,3.059053124,2.95146567
"5117",3,"C15","C15_121818_032619","Dog","1/1/2019 12:20","1/1/2019","12:20:16",86014,"Reviewed Phase 3/C15_121818_032619/Dog","IMG_2185.JPG","Dog",NA,NA,NA,FALSE,"12H 20M 16S",12.33777778,0.514074074,3.230022669,3.165211263
"5120",3,"C15","C15_121818_032619","Dog","2/26/2019 9:22","2/26/2019","9:22:29",4743467,"Reviewed Phase 3/C15_121818_032619/Dog","IMG_4297.JPG","Dog",NA,NA,NA,FALSE,"9H 22M 29S",9.374722222,0.390613426,2.454296539,2.286681525
"5123",3,"C15","C15_121818_032619","Dog","3/11/2019 10:11","3/11/2019","10:11:21",86682,"Reviewed Phase 3/C15_121818_032619/Dog","IMG_5332.JPG","Dog",NA,NA,NA,TRUE,"10H 11M 21S",10.18916667,0.424548611,2.667517596,2.289637774
"5275",3,"C17","C17_121818_032619","Bobcat","2/10/2019 7:58","2/10/2019","7:58:52",0,"Reviewed Phase 3/C17_121818_032619/Bobcat","IMG_0298.JPG","Bobcat",NA,NA,NA,FALSE,"7H 58M 52S",7.981111111,0.332546296,2.089450003,1.814285283
"5363",3,"D04","D04_032819_060419","Dog","5/6/2019 10:59","5/6/2019","10:59:16",2083,"Reviewed Phase 3/D04_032819_060419/Dog","IMG_0373.JPG","Dog",NA,NA,NA,TRUE,"10H 59M 16S",10.98777778,0.457824074,2.876593495,2.656177538
"5869",3,"D10","D10_062119_092319","Bobcat","6/25/2019 10:00","6/25/2019","10:00:55",0,"Reviewed Phase 3/D10_062119_092319/Bobcat","IMG_0061.JPG","Bobcat",NA,NA,NA,TRUE,"10H 0M 55S",10.01527778,0.417303241,2.621993591,2.45976972
"5935",3,"D10","D10_121318_031419","Bobcat","1/25/2019 9:31","1/25/2019","9:31:04",0,"Reviewed Phase 3/D10_121318_031419/Bobcat","IMG_0274.JPG","Bobcat",NA,NA,NA,FALSE,"9H 31M 4S",9.517777778,0.396574074,2.491748395,2.23303698
"5986",3,"D12","D12_031419_062119","Bobcat","3/17/2019 18:41","3/17/2019","18:41:00",0,"Reviewed Phase 3/D12_031419_062119/Bobcat","IMG_0038.JPG","Bobcat",NA,NA,NA,TRUE,"17H 41M 0S",17.68333333,0.736805556,4.629485841,4.27543361
"5989",3,"D12","D12_031419_062119","Bobcat","3/21/2019 4:55","3/21/2019","4:55:53",216818,"Reviewed Phase 3/D12_031419_062119/Bobcat","IMG_0091.JPG","Bobcat",NA,NA,NA,TRUE,"4H 55M 53S",4.931388889,0.205474537,1.291034592,0.957341935
"5992",3,"D12","D12_031419_062119","Bobcat","3/26/2019 3:47","3/26/2019","3:47:39",148056,"Reviewed Phase 3/D12_031419_062119/Bobcat","IMG_0112.JPG","Bobcat",NA,NA,NA,TRUE,"3H 47M 39S",3.794166667,0.158090278,0.993310511,0.67385875
"5995",3,"D12","D12_031419_062119","Bobcat","4/4/2019 18:11","4/4/2019","18:11:27",254761,"Reviewed Phase 3/D12_031419_062119/Bobcat","IMG_0166.JPG","Bobcat",NA,NA,NA,TRUE,"18H 11M 27S",18.19083333,0.757951389,4.76234903,4.354383222
"5998",3,"D12","D12_031419_062119","Bobcat","4/9/2019 19:07","4/9/2019","19:07:13",80655,"Reviewed Phase 3/D12_031419_062119/Bobcat","IMG_0190.JPG","Bobcat",NA,NA,NA,TRUE,"19H 7M 13S",19.12027778,0.796678241,5.005677017,4.565534542
"6031",3,"D12","D12_062119_092019","Bobcat","6/26/2019 21:51","6/26/2019","21:51:06",0,"Reviewed Phase 3/D12_062119_092019/Bobcat","IMG_0016.JPG","Bobcat",NA,NA,NA,TRUE,"21H 51M 6S",21.85166667,0.910486111,5.720752956,5.109530584
"6049",3,"D12","D12_092019_121019","Bobcat","12/10/2019 1:57","12/10/2019","1:57:18",6145723,"Reviewed Phase 3/D12_092019_121019/Bobcat","IMG_0364.JPG","Bobcat",NA,NA,NA,FALSE,"1H 57M 18S",1.955,0.081458333,0.511817803,0.405141089
"6074",3,"D12","D12_092019_121019","Dog","11/5/2019 8:00","11/5/2019","8:00:12",0,"Reviewed Phase 3/D12_092019_121019/Dog","IMG_0181.JPG","Dog",NA,NA,NA,FALSE,"8H 0M 12S",8.003333333,0.333472222,2.095267767,1.955108578
"6094",3,"D12","D12_121218_031419","Bobcat","2/8/2019 0:45","2/8/2019","0:45:27",476607,"Reviewed Phase 3/D12_121218_031419/Bobcat","IMG_0616.JPG","Bobcat",NA,NA,NA,FALSE,"45M 27S",0.7575,0.0315625,0.198313036,0.072514031
"6097",3,"D12","D12_121218_031419","Bobcat","2/22/2019 15:09","2/22/2019","15:09:31",227468,"Reviewed Phase 3/D12_121218_031419/Bobcat","IMG_0712.JPG","Bobcat",NA,NA,NA,FALSE,"15H 9M 31S",15.15861111,0.631608796,3.968515109,3.916572594
"6100",3,"D12","D12_121218_031419","Bobcat","3/2/2019 18:07","3/2/2019","18:07:50",284749,"Reviewed Phase 3/D12_121218_031419/Bobcat","IMG_0814.JPG","Bobcat",NA,NA,NA,FALSE,"18H 7M 50S",18.13055556,0.755439815,4.746568345,4.720256888
"6211",3,"D14","D14_031119_070219","Bobcat","5/27/2019 9:40","5/27/2019","9:40:53",2762174,"Reviewed Phase 3/D14_031119_070219/Bobcat","IMG_0487.JPG","Bobcat",NA,NA,NA,TRUE,"9H 40M 53S",9.681388889,0.403391204,2.534581684,2.393967328
"6577",3,"D16","D16_121218_032619","Bobcat","12/30/2018 11:10","12/30/2018","11:10:15",1104458,"Reviewed Phase 3/D16_121218_032619/Bobcat","IMG_0157.JPG","Bobcat",NA,NA,NA,FALSE,"11H 10M 15S",11.17083333,0.465451389,2.924517328,2.783467776
"6637",3,"E05","E05_031219_060419","Bobcat","4/17/2019 0:31","4/17/2019","0:31:35",567240,"Reviewed Phase 3/E05_031219_060419/Bobcat","IMG_0376.JPG","Bobcat",NA,NA,NA,TRUE,"31M 35S",0.526388889,0.02193287,0.137808289,6.084331378
"6937",3,"E05","E05_112818_031219","Bobcat","2/19/2019 9:26","2/19/2019","9:26:38",0,"Reviewed Phase 3/E05_112818_031219/Bobcat","IMG_0611.JPG","Bobcat",NA,NA,NA,FALSE,"9H 26M 38S",9.443888889,0.39349537,2.47240433,2.279700442
"7376",3,"E09","E09_090819_121019","Dog","11/24/2019 6:06","11/24/2019","6:06:07",0,"Reviewed Phase 3/E09_090819_121019/Dog","IMG_0385.JPG","Dog",NA,NA,NA,FALSE,"6H 6M 7S",6.101944444,0.254247685,1.59748532,1.354047954
"7609",3,"E11","E11_121318_031419","Bobcat","2/21/2019 12:12","2/21/2019","12:12:18",0,"Reviewed Phase 3/E11_121318_031419/Bobcat","IMG_1228.JPG","Bobcat",NA,NA,NA,FALSE,"12H 12M 18S",12.205,0.508541667,3.195261528,3.075468389
"7696",3,"E13","E13_031319_062019","Bobcat","5/3/2019 11:23","5/3/2019","11:23:20",70570,"Reviewed Phase 3/E13_031319_062019/Bobcat","IMG_0698.JPG","Bobcat",NA,NA,NA,TRUE,"11H 23M 20S",11.38888889,0.474537037,2.981604139,2.742087235
"7724",3,"E13","E13_031319_062019","Dog","3/24/2019 1:05","3/24/2019","1:05:18",0,"Reviewed Phase 3/E13_031319_062019/Dog","IMG_0106.JPG","Dog",NA,NA,NA,TRUE,"1H 5M 18S",1.088333333,0.045347222,0.284925,6.222412548
"7731",3,"E13","E13_031319_062019","Sheep","3/22/2019 8:26","3/22/2019","8:26:47",169418,"Reviewed Phase 3/E13_031319_062019/Sheep","IMG_0064.JPG","Sheep",NA,NA,NA,TRUE,"8H 26M 47S",8.446388889,0.35193287,2.21125944,1.887767037
"7734",3,"E13","E13_031319_062019","Sheep","3/25/2019 11:18","3/25/2019","11:18:15",3102,"Reviewed Phase 3/E13_031319_062019/Sheep","IMG_0169.JPG","Sheep",NA,NA,NA,TRUE,"11H 18M 15S",11.30416667,0.471006944,2.959423913,2.631490288
