Camera,Camera_folder,Species,DateTimeOriginal,Date,Time,delta.time.secs,Directory,FileName,DST,Time_DST_Corrected,Time_Decimal,Time_Scaled,Time_Radians,Time_Sun
D14,D14_051916_060816,Sheep,6/8/2016 7:25,6/8/2016,7:25:21,3752,Reviewed/D14_051916_060816/Sheep,2016 06 08 07 25 21.jpg,TRUE,7H 25M 21S,7.4225,0.309270833,1.943205956,1.919728857
D14,D14_060816_120416,Bobcat,9/7/2016 8:24,9/7/2016,8:24:20,2923789,Reviewed/D14_060816_120416/Bobcat,2016 09 07 08 24 20.jpg,TRUE,8H 24M 20S,8.405555556,0.350231481,2.200569299,1.970006759
D14,D14_060816_120416,Bobcat,10/15/2016 12:59,10/15/2016,12:59:32,283981,Reviewed/D14_060816_120416/Bobcat,2016 10 15 12 59 32.jpg,TRUE,12H 59M 32S,12.99222222,0.541342593,3.401355824,3.150546423
D14,D14_060816_120416,Sheep,6/9/2016 7:00,6/9/2016,7:00:21,902,Reviewed/D14_060816_120416/Sheep,2016 06 09 07 00 21.jpg,TRUE,7H 0M 21S,7.005833333,0.291909722,1.834122878,1.831820971
D14,D14_060816_120416,Sheep,6/9/2016 9:17,6/9/2016,9:17:54,3569,Reviewed/D14_060816_120416/Sheep,2016 06 09 09 17 54.jpg,TRUE,9H 17M 54S,9.298333333,0.387430556,2.434297974,2.316798548
D14,D14_062617_100917,Bobcat,8/11/2017 6:57,8/11/2017,6:57:18,0,Reviewed/D14_062617_100917/Bobcat,IMG_0319.JPG,TRUE,6H 57M 18S,6.955,0.289791667,1.820814742,1.702910323
E05,E05_040316_061116,Bobcat,4/24/2016 5:38,4/24/2016,5:38:03,0,Reviewed/E05_040316_061116/Bobcat,2016 04 24 05 38 03.jpg,TRUE,5H 38M 3S,5.634166667,0.234756944,1.475021384,1.347474893
E05,E05_092117_120817,Bobcat,11/12/2017 2:46,11/12/2017,2:46:54,1362285,Reviewed/E05_092117_120817/Bobcat,IMG_0667.JPG,FALSE,2H 46M 54S,2.781666667,0.115902778,0.72823863,0.644237156
E05,E05_110516_031417,Bobcat,2/11/2017 19:29,2/11/2017,19:29:58,1018177,Reviewed/E05_110516_031417/Bobcat,IMG_0190.JPG,FALSE,19H 29M 58S,19.49944444,0.812476852,5.104942618,5.121023686
E07,E07_060517_100517,Bobcat,7/16/2017 7:53,7/16/2017,7:53:53,0,Reviewed/E07_060517_100517/Bobcat,IMG_1813.JPG,TRUE,7H 53M 53S,7.898055556,0.329085648,2.067706109,1.978858728
E11,E11_051916_070116,Bobcat,5/26/2016 3:48,5/26/2016,3:48:02,0,Reviewed/E11_051916_070116/Bobcat,2016 05 26 03 48 02.jpg,TRUE,3H 48M 2S,3.800555556,0.158356481,0.994983118,0.883855211
E13,E13_030917_062017,Bobcat,4/29/2017 13:22,4/29/2017,13:22:22,0,Reviewed/E13_030917_062017/Bobcat,IMG_0362.JPG,TRUE,13H 22M 22S,13.37277778,0.557199074,3.500985035,3.188883205
E13,E13_030917_062017,Sheep,3/9/2017 14:42,3/9/2017,14:42:30,0,Reviewed/E13_030917_062017/Sheep,IMG_0001.JPG,FALSE,14H 42M 30S,14.70833333,0.612847222,3.850632662,3.766467806
E13,E13_030917_062017,Sheep,3/11/2017 14:47,3/11/2017,14:47:42,5026,Reviewed/E13_030917_062017/Sheep,IMG_0031.JPG,FALSE,14H 47M 42S,14.795,0.616458333,3.873321942,3.78740168
E13,E13_030917_062017,Sheep,3/22/2017 13:41,3/22/2017,13:41:07,3447,Reviewed/E13_030917_062017/Sheep,IMG_0067.JPG,TRUE,13H 41M 7S,13.68527778,0.570219907,3.582797344,3.234780091
E13,E13_030917_062017,Sheep,3/30/2017 11:57,3/30/2017,11:57:19,250850,Reviewed/E13_030917_062017/Sheep,IMG_0133.JPG,TRUE,11H 57M 19S,11.95527778,0.498136574,3.129884403,2.810331421
E13,E13_030917_062017,Sheep,4/2/2017 9:41,4/2/2017,9:41:37,75270,Reviewed/E13_030917_062017/Sheep,IMG_0148.JPG,TRUE,9H 41M 37S,9.693611111,0.403900463,2.537781454,2.258218944
E13,E13_030917_062017,Sheep,4/8/2017 9:32,4/8/2017,9:32:49,231194,Reviewed/E13_030917_062017/Sheep,IMG_0187.JPG,TRUE,9H 32M 49S,9.546944444,0.397789352,2.499384211,2.246589473
E13,E13_030917_062017,Sheep,4/13/2017 9:53,4/13/2017,9:53:40,348795,Reviewed/E13_030917_062017/Sheep,IMG_0208.JPG,TRUE,9H 53M 40S,9.894444444,0.412268519,2.590359498,2.348652875
E13,E13_030917_062017,Sheep,4/18/2017 14:52,4/18/2017,14:52:53,164762,Reviewed/E13_030917_062017/Sheep,IMG_0280.JPG,TRUE,14H 52M 53S,14.88138889,0.62005787,3.895938501,3.53733241
E13,E13_030917_062017,Sheep,4/25/2017 14:19,4/25/2017,14:19:10,173747,Reviewed/E13_030917_062017/Sheep,IMG_0338.JPG,TRUE,14H 19M 10S,14.31944444,0.596643519,3.748821789,3.405171806
E13,E13_030917_062017,Sheep,5/16/2017 17:12,5/16/2017,17:12:20,883502,Reviewed/E13_030917_062017/Sheep,IMG_0379.JPG,TRUE,17H 12M 20S,17.20555556,0.716898148,4.504403911,4.02938155
E13,E13_030917_062017,Sheep,5/18/2017 18:25,5/18/2017,18:25:55,82706,Reviewed/E13_030917_062017/Sheep,IMG_0394.JPG,TRUE,18H 25M 55S,18.43194444,0.767997685,4.825471772,4.293004054
E13,E13_030917_062017,Sheep,5/26/2017 7:45,5/26/2017,7:45:27,176882,Reviewed/E13_030917_062017/Sheep,IMG_0415.JPG,TRUE,7H 45M 27S,7.7575,0.323229167,2.030908751,1.979960907
E13,E13_030917_062017,Sheep,5/30/2017 7:14,5/30/2017,7:14:34,87860,Reviewed/E13_030917_062017/Sheep,IMG_0442.JPG,TRUE,7H 14M 34S,7.242777778,0.301782407,1.896154788,1.874800511
E13,E13_030917_062017,Sheep,6/8/2017 7:02,6/8/2017,7:02:58,343794,Reviewed/E13_030917_062017/Sheep,IMG_0637.JPG,TRUE,7H 2M 58S,7.049444444,0.293726852,1.84554024,1.840658829
E13,E13_040216_072016,Bobcat,4/23/2016 20:19,4/23/2016,20:19:14,0,Reviewed/E13_040216_072016/Bobcat,2016 04 23 20 19 14.jpg,TRUE,20H 19M 14S,20.32055556,0.846689815,5.319909004,4.819289602
E13,E13_040216_072016,Sheep,4/12/2016 13:03,4/12/2016,13:03:18,221409,Reviewed/E13_040216_072016/Sheep,2016 04 12 13 03 01.jpg,TRUE,13H 3M 18S,13.055,0.543958333,3.417791008,3.102032502
E13,E13_040216_072016,Sheep,4/20/2016 9:41,4/20/2016,9:41:11,520048,Reviewed/E13_040216_072016/Sheep,2016 04 20 09 41 11.jpg,TRUE,9H 41M 11S,9.686388889,0.403599537,2.535890681,2.32351998
E13,E13_040216_072016,Sheep,4/27/2016 11:22,4/27/2016,11:22:51,178729,Reviewed/E13_040216_072016/Sheep,2016 04 27 11 22 51.jpg,TRUE,11H 22M 51S,11.38083333,0.474201389,2.979495199,2.73213406
E13,E13_040216_072016,Sheep,5/7/2016 9:25,5/7/2016,9:25:04,259044,Reviewed/E13_040216_072016/Sheep,2016 05 07 09 25 04.jpg,TRUE,9H 25M 4S,9.417777778,0.392407407,2.465568457,2.308279411
E13,E13_062017_100617,Sheep,6/22/2017 6:47,6/22/2017,6:47:14,0,Reviewed/E13_062017_100617/Sheep,IMG_0109.JPG,TRUE,6H 47M 14S,6.787222222,0.282800926,1.776890623,1.781658113
E13,E13_062017_100617,Sheep,6/28/2017 6:37,6/28/2017,6:37:35,168905,Reviewed/E13_062017_100617/Sheep,IMG_0283.JPG,TRUE,6H 37M 35S,6.626388889,0.276099537,1.734784554,1.740998732
E13,E13_072016_120416,Dog,10/23/2016 18:40,10/23/2016,18:40:56,0,Reviewed/E13_072016_120416/Dog,2016 10 23 18 40 56.jpg,TRUE,18H 40M 56S,18.68222222,0.778425926,4.890994341,4.788562908
E13,E13_072016_120416,Sheep,10/23/2016 18:20,10/23/2016,18:20:54,10888,Reviewed/E13_072016_120416/Sheep,2016 10 23 18 20 54.jpg,TRUE,18H 20M 54S,18.34833333,0.764513889,4.803582434,4.70801908
E13,E13_072016_120416,Sheep,10/28/2016 12:13,10/28/2016,12:13:21,1115,Reviewed/E13_072016_120416/Sheep,2016 10 28 12 13 21.jpg,TRUE,12H 13M 21S,12.2225,0.509270833,3.199843017,2.933282535
E13,E13_072016_120416,Sheep,11/6/2016 12:24,11/6/2016,12:24:42,359026,Reviewed/E13_072016_120416/Sheep,2016 11 06 12 24 42.jpg,TRUE,12H 24M 42S,12.41166667,0.517152778,3.249366735,2.984355365
E13,E13_072016_120416,Sheep,11/25/2016 13:16,11/25/2016,13:16:12,3293,Reviewed/E13_072016_120416/Sheep,2016 11 25 13 16 12.jpg,FALSE,13H 16M 12S,13.27,0.552916667,3.474077876,3.553840053
E13,E13_072016_120416,Sheep,11/27/2016 9:53,11/27/2016,9:53:40,61195,Reviewed/E13_072016_120416/Sheep,2016 11 27 09 53 40.jpg,FALSE,9H 53M 40S,9.894444444,0.412268519,2.590359498,2.459922593
E13,E13_120416_030917,Sheep,12/8/2016 8:25,12/8/2016,8:25:52,248789,Reviewed/E13_120416_030917/Sheep,IMG_0046.JPG,FALSE,8H 25M 52S,8.431111111,0.351296296,2.207259727,1.938043398
E13,E13_120416_030917,Sheep,12/13/2016 14:40,12/13/2016,14:40:18,194327,Reviewed/E13_120416_030917/Sheep,IMG_0070.JPG,FALSE,14H 40M 18S,14.67166667,0.611319444,3.841033351,3.991061414
E13,E13_120416_030917,Sheep,12/24/2016 8:57,12/24/2016,8:57:47,411333,Reviewed/E13_120416_030917/Sheep,IMG_0127.JPG,FALSE,8H 57M 47S,8.963055556,0.373460648,2.346522457,2.062099844
E13,E13_120416_030917,Sheep,1/4/2017 13:17,1/4/2017,13:17:57,341885,Reviewed/E13_120416_030917/Sheep,IMG_0145.JPG,FALSE,13H 17M 57S,13.29916667,0.554131944,3.481713692,3.472887715
E13,E13_120416_030917,Sheep,1/10/2017 9:41,1/10/2017,9:41:34,169455,Reviewed/E13_120416_030917/Sheep,IMG_0154.JPG,FALSE,9H 41M 34S,9.692777778,0.403865741,2.537563288,2.280163772
E13,E13_120416_030917,Sheep,1/16/2017 9:33,1/16/2017,9:33:18,82325,Reviewed/E13_120416_030917/Sheep,IMG_0199.JPG,FALSE,9H 33M 18S,9.555,0.398125,2.50149315,2.235908172
E13,E13_120416_030917,Sheep,1/20/2017 9:50,1/20/2017,9:50:03,1405,Reviewed/E13_120416_030917/Sheep,IMG_0244.JPG,FALSE,9H 50M 3S,9.834166667,0.409756944,2.574578813,2.327677912
E13,E13_120416_030917,Sheep,1/22/2017 10:34,1/22/2017,10:34:52,92493,Reviewed/E13_120416_030917/Sheep,IMG_0259.JPG,FALSE,10H 34M 52S,10.58111111,0.44087963,2.770128411,2.565504374
E13,E13_120416_030917,Sheep,1/28/2017 10:11,1/28/2017,10:11:35,259109,Reviewed/E13_120416_030917/Sheep,IMG_0325.JPG,FALSE,10H 11M 35S,10.19305556,0.424710648,2.668535704,2.448715861
E13,E13_120416_030917,Sheep,2/3/2017 9:38,2/3/2017,9:38:24,67858,Reviewed/E13_120416_030917/Sheep,IMG_0358.JPG,FALSE,9H 38M 24S,9.64,0.401666667,2.523746098,2.289920195
E13,E13_120416_030917,Sheep,2/6/2017 8:40,2/6/2017,8:40:14,74383,Reviewed/E13_120416_030917/Sheep,IMG_0373.JPG,FALSE,8H 40M 14S,8.670555556,0.361273148,2.269946136,2.005773371
E13,E13_120416_030917,Sheep,2/12/2017 17:39,2/12/2017,17:39:39,95175,Reviewed/E13_120416_030917/Sheep,IMG_0397.JPG,FALSE,17H 39M 39S,17.66083333,0.735868056,4.623595355,4.677607863
E13,E13_120416_030917,Sheep,2/23/2017 13:30,2/23/2017,13:30:00,423535,Reviewed/E13_120416_030917/Sheep,IMG_0427.JPG,FALSE,12H 30M 0S,12.5,0.520833333,3.272492347,3.161073199
E13,E13_120416_030917,Sheep,2/27/2017 9:46,2/27/2017,9:46:25,70544,Reviewed/E13_120416_030917/Sheep,IMG_0448.JPG,FALSE,9H 46M 25S,9.773611111,0.407233796,2.558725405,2.40377159
E13,E13_120416_030917,Sheep,3/8/2017 13:32,3/8/2017,13:32:53,262756,Reviewed/E13_120416_030917/Sheep,IMG_0478.JPG,FALSE,13H 32M 53S,13.54805556,0.564502315,3.54687265,3.4546467
E15,E15_030917_062617,Bobcat,5/23/2017 5:47,5/23/2017,5:47:25,1102645,Reviewed/E15_030917_062617/Bobcat,IMG_0117.JPG,TRUE,5H 47M 25S,5.790277778,0.241261574,1.515891177,1.539370736
E15,E15_030917_062617,Bobcat,6/15/2017 7:38,6/15/2017,7:38:38,166078,Reviewed/E15_030917_062617/Bobcat,IMG_0164.JPG,TRUE,7H 38M 38S,7.643888889,0.31849537,2.001165432,1.966324911
E15,E15_061816_120416,Bobcat,9/8/2016 9:00,9/8/2016,9:00:00,257437,Reviewed/E15_061816_120416/Bobcat,2016 09 08 09 00 00.jpg,TRUE,8H 0M 0S,8,0.333333333,2.094395102,1.86740751
E15,E15_100617_121217,Bobcat,10/30/2017 20:33,10/30/2017,20:33:54,1683035,Reviewed/E15_100617_121217/Bobcat,IMG_0157.JPG,TRUE,20H 33M 54S,20.565,0.856875,5.38390441,5.260974351
E15,E15_120416_030917,Bobcat,1/12/2017 10:53,1/12/2017,10:53:12,0,Reviewed/E15_120416_030917/Bobcat,IMG_0082.JPG,FALSE,10H 53M 12S,10.88666667,0.453611111,2.850122669,2.666985717
E17,E17_020917_030817,Sheep,2/9/2017 14:59,2/9/2017,14:59:25,993,Reviewed/E17_020917_030817/Sheep,IMG_0004 (2018_03_25 21_56_27 UTC).JPG,FALSE,14H 59M 25S,14.99027778,0.624594907,3.924445545,3.899054053
E17,E17_020917_030817,Sheep,2/9/2017 18:37,2/9/2017,18:37:31,1657,Reviewed/E17_020917_030817/Sheep,IMG_0037 (2018_03_25 21_56_27 UTC).JPG,FALSE,18H 37M 31S,18.62527778,0.776053241,4.87608632,4.923460657
E17,E17_020917_030817,Sheep,2/9/2017 20:45,2/9/2017,20:45:04,987,Reviewed/E17_020917_030817/Sheep,IMG_0076 (2018_03_25 21_56_27 UTC).JPG,FALSE,20H 45M 4S,20.75111111,0.86462963,5.432628185,5.42000921
E17,E17_020917_030817,Sheep,2/9/2017 23:23,2/9/2017,23:23:05,1163,Reviewed/E17_020917_030817/Sheep,IMG_0136 (2018_03_25 21_56_27 UTC).JPG,FALSE,23H 23M 5S,23.38472222,0.974363426,6.122105962,6.035163637
E17,E17_020917_030817,Sheep,2/10/2017 14:11,2/10/2017,14:11:46,4276,Reviewed/E17_020917_030817/Sheep,IMG_0181 (2018_03_25 21_56_27 UTC).JPG,FALSE,14H 11M 46S,14.19611111,0.59150463,3.716533198,3.660639928
E17,E17_020917_030817,Sheep,2/10/2017 15:12,2/10/2017,15:12:39,1413,Reviewed/E17_020917_030817/Sheep,IMG_0190 (2018_03_25 21_56_27 UTC).JPG,FALSE,15H 12M 39S,15.21083333,0.633784722,3.982186855,3.961720597
E17,E17_020917_030817,Sheep,2/10/2017 16:33,2/10/2017,16:33:36,1765,Reviewed/E17_020917_030817/Sheep,IMG_0211 (2018_03_25 21_56_27 UTC).JPG,FALSE,16H 33M 36S,16.56,0.69,4.335397862,4.362035082
E17,E17_020917_030817,Sheep,2/10/2017 19:18,2/10/2017,19:18:05,4265,Reviewed/E17_020917_030817/Sheep,IMG_0256 (2018_03_25 21_56_27 UTC).JPG,FALSE,19H 18M 5S,19.30138889,0.804224537,5.053091795,5.07794074
E17,E17_020917_030817,Sheep,2/11/2017 10:57,2/11/2017,10:57:46,1186,Reviewed/E17_020917_030817/Sheep,IMG_0280 (2018_03_25 21_56_27 UTC).JPG,FALSE,10H 57M 46S,10.96277778,0.456782407,2.870048511,2.702848667
E17,E17_031217_062017,Dog,5/7/2017 0:42,5/7/2017,0:42:10,15038,Reviewed/E17_031217_062017/Dog,IMG_0082 (2018_03_25 21_56_27 UTC).JPG,TRUE,42M 10S,0.702777778,0.029282407,0.183986792,6.14098381
E17,E17_031217_062017,Dog,6/13/2017 0:00,6/13/2017,0:00:42,75022,Reviewed/E17_031217_062017/Dog,IMG_2362 (2018_03_25 21_56_27 UTC).JPG,TRUE,42S,0.011666667,0.000486111,0.003054326,5.870403785
E17,E17_031217_062017,Dog,6/14/2017 0:06,6/14/2017,0:06:33,5489,Reviewed/E17_031217_062017/Dog,IMG_2845 (2018_03_25 21_56_27 UTC).JPG,TRUE,6M 33S,0.109166667,0.004548611,0.028579767,5.902562917
E17,E17_031217_062017,Dog,6/15/2017 3:12,6/15/2017,3:12:29,16480,Reviewed/E17_031217_062017/Dog,IMG_3124 (2018_03_25 21_56_27 UTC).JPG,TRUE,3H 12M 29S,3.208055556,0.133668981,0.83986698,0.687274628
E17,E17_031217_062017,Dog,6/17/2017 21:19,6/17/2017,21:19:48,79043,Reviewed/E17_031217_062017/Dog,IMG_3931 (2018_03_25 21_56_27 UTC).jpg,TRUE,21H 19M 48S,21.33,0.88875,5.584180942,4.938552546
E17,E17_031217_062017,Dog,6/18/2017 19:25,6/18/2017,19:25:35,63287,Reviewed/E17_031217_062017/Dog,IMG_4156 (2018_03_25 21_56_27 UTC).JPG,TRUE,19H 25M 35S,19.42638889,0.80943287,5.085816718,4.448187305
E17,E17_031217_062017,Sheep,5/6/2017 16:43,5/6/2017,16:43:17,144964,Reviewed/E17_031217_062017/Sheep,IMG_0046 (2018_03_25 21_56_27 UTC).JPG,TRUE,16H 43M 17S,16.72138889,0.696724537,4.377649374,3.940208183
E17,E17_031217_062017,Sheep,5/7/2017 6:11,5/7/2017,6:11:23,41671,Reviewed/E17_031217_062017/Sheep,IMG_0085 (2018_03_25 21_56_27 UTC).JPG,TRUE,6H 11M 23S,6.189722222,0.257905093,1.620465488,1.586960592
E17,E17_031217_062017,Sheep,5/10/2017 19:54,5/10/2017,19:54:27,84879,Reviewed/E17_031217_062017/Sheep,IMG_0148 (2018_03_25 21_56_27 UTC).JPG,TRUE,19H 54M 27S,19.9075,0.829479167,5.211771313,4.639919932
E17,E17_031217_062017,Sheep,5/11/2017 18:19,5/11/2017,18:19:03,1326,Reviewed/E17_031217_062017/Sheep,IMG_0175 (2018_03_25 21_56_27 UTC).JPG,TRUE,18H 19M 3S,18.3175,0.763229167,4.795510286,4.284894715
E17,E17_031217_062017,Sheep,5/13/2017 18:08,5/13/2017,18:08:42,166728,Reviewed/E17_031217_062017/Sheep,IMG_0208 (2018_03_25 21_56_27 UTC).JPG,TRUE,18H 8M 42S,18.145,0.756041667,4.750349892,4.241989009
E17,E17_031217_062017,Sheep,5/15/2017 19:39,5/15/2017,19:39:40,89421,Reviewed/E17_031217_062017/Sheep,IMG_0295 (2018_03_25 21_56_27 UTC).JPG,TRUE,19H 39M 40S,19.66111111,0.819212963,5.147266852,4.569835066
E17,E17_031217_062017,Sheep,5/16/2017 18:14,5/16/2017,18:14:36,3428,Reviewed/E17_031217_062017/Sheep,IMG_0334 (2018_03_25 21_56_27 UTC).JPG,TRUE,18H 14M 36S,18.24333333,0.760138889,4.776093498,4.256526751
E17,E17_031217_062017,Sheep,5/18/2017 5:24,5/18/2017,5:24:27,32721,Reviewed/E17_031217_062017/Sheep,IMG_0380 (2018_03_25 21_56_27 UTC).JPG,TRUE,5H 24M 27S,5.4075,0.2253125,1.41568019,1.394588103
E17,E17_031217_062017,Sheep,5/18/2017 20:22,5/18/2017,20:22:03,1180,Reviewed/E17_031217_062017/Sheep,IMG_0412 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 22M 3S,20.3675,0.848645833,5.332199031,4.716276827
E17,E17_031217_062017,Sheep,5/19/2017 19:30,5/19/2017,19:30:09,2344,Reviewed/E17_031217_062017/Sheep,IMG_0442 (2018_03_25 21_56_27 UTC).JPG,TRUE,19H 30M 9S,19.5025,0.812604167,5.105742561,4.523586367
E17,E17_031217_062017,Sheep,5/21/2017 20:09,5/21/2017,20:09:54,87978,Reviewed/E17_031217_062017/Sheep,IMG_0526 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 9M 54S,20.165,0.840208333,5.279184655,4.661709784
E17,E17_031217_062017,Sheep,5/23/2017 4:44,5/23/2017,4:44:55,31395,Reviewed/E17_031217_062017/Sheep,IMG_0631 (2018_03_25 21_56_27 UTC).JPG,TRUE,4H 44M 55S,4.748611111,0.197858796,1.243183482,1.193378884
E17,E17_031217_062017,Sheep,5/23/2017 20:34,5/23/2017,20:34:41,1562,Reviewed/E17_031217_062017/Sheep,IMG_0655 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 34M 41S,20.57805556,0.857418981,5.387322347,4.762696375
E17,E17_031217_062017,Sheep,5/24/2017 5:23,5/24/2017,5:23:17,16410,Reviewed/E17_031217_062017/Sheep,IMG_0694 (2018_03_25 21_56_27 UTC).JPG,TRUE,5H 23M 17S,5.388055556,0.224502315,1.410589646,1.408898768
E17,E17_031217_062017,Sheep,5/24/2017 7:56,5/24/2017,7:56:31,1303,Reviewed/E17_031217_062017/Sheep,IMG_0745 (2018_03_25 21_56_27 UTC).JPG,TRUE,7H 56M 31S,7.941944444,0.330914352,2.079196193,2.01676249
E17,E17_031217_062017,Sheep,5/24/2017 18:50,5/24/2017,18:50:39,1500,Reviewed/E17_031217_062017/Sheep,IMG_0809 (2018_03_25 21_56_27 UTC).JPG,TRUE,18H 50M 39S,18.84416667,0.785173611,4.933391297,4.368155598
E17,E17_031217_062017,Sheep,5/25/2017 9:31,5/25/2017,9:31:31,7999,Reviewed/E17_031217_062017/Sheep,IMG_0913 (2018_03_25 21_56_27 UTC).JPG,TRUE,9H 31M 31S,9.525277778,0.396886574,2.493711891,2.359175506
E17,E17_031217_062017,Sheep,5/25/2017 17:44,5/25/2017,17:44:12,2775,Reviewed/E17_031217_062017/Sheep,IMG_0958 (2018_03_25 21_56_27 UTC).JPG,TRUE,17H 44M 12S,17.73666667,0.739027778,4.643448475,4.127349096
E17,E17_031217_062017,Sheep,5/25/2017 20:06,5/25/2017,20:06:52,3330,Reviewed/E17_031217_062017/Sheep,IMG_0991 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 6M 52S,20.11444444,0.838101852,5.265949241,4.639360392
E17,E17_031217_062017,Sheep,6/11/2017 15:01,6/11/2017,15:01:18,1411431,Reviewed/E17_031217_062017/Sheep,IMG_1885 (2018_03_25 21_56_27 UTC).JPG,TRUE,15H 1M 18S,15.02166667,0.625902778,3.932663137,3.525916138
E17,E17_031217_062017,Sheep,6/11/2017 19:14,6/11/2017,19:14:07,4232,Reviewed/E17_031217_062017/Sheep,IMG_1915 (2018_03_25 21_56_27 UTC).JPG,TRUE,19H 14M 7S,19.23527778,0.801469907,5.035783946,4.416278624
E17,E17_031217_062017,Sheep,6/12/2017 5:28,6/12/2017,5:28:51,31755,Reviewed/E17_031217_062017/Sheep,IMG_1978 (2018_03_25 21_56_27 UTC).JPG,TRUE,5H 28M 51S,5.480833333,0.228368056,1.434878811,1.471847228
E17,E17_031217_062017,Sheep,6/12/2017 20:56,6/12/2017,20:56:17,1618,Reviewed/E17_031217_062017/Sheep,IMG_2290 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 56M 17S,20.93805556,0.872418981,5.481570126,4.813592659
E17,E17_031217_062017,Sheep,6/13/2017 20:27,6/13/2017,20:27:22,906,Reviewed/E17_031217_062017/Sheep,IMG_2773 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 27M 22S,20.45611111,0.852337963,5.355397366,4.671204009
E17,E17_031217_062017,Sheep,6/14/2017 20:01,6/14/2017,20:01:00,2560,Reviewed/E17_031217_062017/Sheep,IMG_3001 (2018_03_25 21_56_27 UTC).JPG,TRUE,19H 1M 0S,19.01666667,0.792361111,4.978551691,4.366112663
E17,E17_031217_062017,Sheep,6/15/2017 19:07,6/15/2017,19:07:52,78047,Reviewed/E17_031217_062017/Sheep,IMG_3286 (2018_03_25 21_56_27 UTC).JPG,TRUE,19H 7M 52S,19.13111111,0.79712963,5.008513177,4.389069008
E17,E17_031217_062017,Sheep,6/15/2017 20:40,6/15/2017,20:40:23,966,Reviewed/E17_031217_062017/Sheep,IMG_3298 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 40M 23S,20.67305556,0.861377315,5.412193288,4.715477981
E17,E17_031217_062017,Sheep,6/16/2017 19:09,6/16/2017,19:09:07,1688,Reviewed/E17_031217_062017/Sheep,IMG_3508 (2018_03_25 21_56_27 UTC).JPG,TRUE,19H 9M 7S,19.15194444,0.797997685,5.013967331,4.392347035
E17,E17_031217_062017,Sheep,6/16/2017 20:17,6/16/2017,20:17:46,1096,Reviewed/E17_031217_062017/Sheep,IMG_3544 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 17M 46S,20.29611111,0.845671296,5.313509464,4.633585359
E17,E17_031217_062017,Sheep,6/17/2017 20:45,6/17/2017,20:45:18,1132,Reviewed/E17_031217_062017/Sheep,IMG_3889 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 45M 18S,20.755,0.864791667,5.433646294,4.739959855
E17,E17_031217_062017,Sheep,6/18/2017 20:13,6/18/2017,20:13:21,1690,Reviewed/E17_031217_062017/Sheep,IMG_4168 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 13M 21S,20.2225,0.842604167,5.29423812,4.615968645
E17,E17_031217_062017,Sheep,6/19/2017 20:08,6/19/2017,20:08:47,1491,Reviewed/E17_031217_062017/Sheep,IMG_4528 (2018_03_25 21_56_27 UTC).JPG,TRUE,20H 8M 47S,20.14638889,0.83943287,5.274312277,4.599022593
E17,E17_050116_070716,Dog,5/3/2016 1:28,5/3/2016,1:28:42,1236,Reviewed/E17_050116_070716/Dog,IMG_0385.JPG,TRUE,1H 28M 42S,1.478333333,0.061597222,0.387026762,0.100308185
E17,E17_050116_070716,Dog,5/3/2016 19:39,5/3/2016,19:39:44,62263,Reviewed/E17_050116_070716/Dog,IMG_0466.JPG,TRUE,19H 39M 44S,19.66222222,0.819259259,5.147557741,4.607578589
E17,E17_050116_070716,Dog,6/4/2016 12:18,6/4/2016,12:18:42,2712754,Reviewed/E17_050116_070716/Dog,IMG_2515.JPG,TRUE,12H 18M 42S,12.31166667,0.512986111,3.223186796,2.956652256
E17,E17_050116_070716,Dog,6/11/2016 19:12,6/11/2016,19:12:25,449777,Reviewed/E17_050116_070716/Dog,IMG_5137.JPG,TRUE,19H 12M 25S,19.20694444,0.800289352,5.028366297,4.409951033
E17,E17_050116_070716,Dog,6/27/2016 19:00,6/27/2016,19:00:34,900906,Reviewed/E17_050116_070716/Dog,IMG_8434.JPG,TRUE,19H 0M 34S,19.00944444,0.792060185,4.976660918,4.355333891
E17,E17_050116_070716,Sheep,5/1/2016 19:30,5/1/2016,19:30:27,0,Reviewed/E17_050116_070716/Sheep,IMG_0007.JPG,TRUE,19H 30M 27S,19.5075,0.8128125,5.107051557,4.579272286
E17,E17_050116_070716,Sheep,5/2/2016 18:46,5/2/2016,18:46:39,2198,Reviewed/E17_050116_070716/Sheep,IMG_0151.JPG,TRUE,18H 46M 39S,18.7775,0.782395833,4.915938004,4.41104859
E17,E17_050116_070716,Sheep,5/3/2016 8:39,5/3/2016,8:39:04,5211,Reviewed/E17_050116_070716/Sheep,IMG_0422.JPG,TRUE,8H 39M 4S,8.651111111,0.360462963,2.264855593,2.126114615
E17,E17_050116_070716,Sheep,5/4/2016 7:09,5/4/2016,7:09:13,4811,Reviewed/E17_050116_070716/Sheep,IMG_0502.JPG,TRUE,7H 9M 13S,7.153611111,0.29806713,1.872811009,1.792370689
