Camera,Camera_folder,Species,DateTimeOriginal,Date,Time,delta.time.secs,Directory,FileName,DST,Time_DST_Corrected,Time_Decimal,Time_Scaled,Time_Radians,Time_Sun
C11,C11_040216_072016,Sheep,4/29/2016 15:45,4/29/2016,15:45:15,2351,Reviewed/C11_040216_072016/Sheep,2016 04 29 15 45 15.jpg,TRUE,15H 45M 15S,15.75416667,0.656423611,4.124431189,3.731244088
C11,C11_040216_072016,Sheep,4/30/2016 5:55,4/30/2016,5:55:10,40397,Reviewed/C11_040216_072016/Sheep,2016 04 30 05 55 10.jpg,TRUE,5H 55M 10S,5.919444444,0.246643519,1.549706932,1.46985655
C11,C11_040216_072016,Sheep,4/30/2016 18:59,4/30/2016,18:59:28,21290,Reviewed/C11_040216_072016/Sheep,2016 04 30 18 59 28.jpg,TRUE,18H 59M 28S,18.99111111,0.791296296,4.971861263,4.465308091
C11,C11_040216_072016,Sheep,5/1/2016 6:03,5/1/2016,6:03:19,35522,Reviewed/C11_040216_072016/Sheep,2016 05 01 06 03 19.jpg,TRUE,6H 3M 19S,6.055277778,0.252303241,1.585268015,1.517834089
C11,C11_040216_072016,Sheep,5/1/2016 18:24,5/1/2016,18:24:31,2778,Reviewed/C11_040216_072016/Sheep,2016 05 01 18 24 31.jpg,TRUE,18H 24M 31S,18.40861111,0.767025463,4.819363119,4.330354778
C11,C11_040216_072016,Sheep,5/2/2016 7:02,5/2/2016,7:02:13,1520,Reviewed/C11_040216_072016/Sheep,2016 05 02 07 02 13.jpg,TRUE,7H 2M 13S,7.036944444,0.293206019,1.842267748,1.758455541
C11,C11_040216_072016,Sheep,5/4/2016 18:47,5/4/2016,18:47:46,37020,Reviewed/C11_040216_072016/Sheep,2016 05 04 18 47 46.jpg,TRUE,18H 47M 46S,18.79611111,0.783171296,4.920810382,4.4095458
C11,C11_040216_072016,Sheep,5/5/2016 8:52,5/5/2016,8:52:33,46975,Reviewed/C11_040216_072016/Sheep,2016 05 05 08 52 33.jpg,TRUE,8H 52M 33S,8.875833333,0.369826389,2.323687733,2.182201545
C11,C11_040216_072016,Sheep,5/5/2016 17:21,5/5/2016,17:21:43,3632,Reviewed/C11_040216_072016/Sheep,2016 05 05 17 21 43.jpg,TRUE,17H 21M 43S,17.36194444,0.723414352,4.545346427,4.085119822
C11,C11_040216_072016,Sheep,5/5/2016 19:24,5/5/2016,19:24:20,1636,Reviewed/C11_040216_072016/Sheep,2016 05 05 19 24 20.jpg,TRUE,19H 24M 20S,19.40555556,0.808564815,5.080362564,4.543377425
C11,C11_040216_072016,Sheep,5/7/2016 11:19,5/7/2016,11:19:29,17657,Reviewed/C11_040216_072016/Sheep,2016 05 07 11 19 29.jpg,TRUE,11H 19M 29S,11.32472222,0.471863426,2.964805345,2.733825037
C11,C11_040216_072016,Sheep,5/7/2016 19:46,5/7/2016,19:46:20,16136,Reviewed/C11_040216_072016/Sheep,2016 05 07 19 46 20.jpg,TRUE,19H 46M 20S,19.77222222,0.823842593,5.176355673,4.618933273
C11,C11_040216_072016,Sheep,5/22/2016 12:36,5/22/2016,12:36:15,1218285,Reviewed/C11_040216_072016/Sheep,2016 05 22 12 36 15.jpg,TRUE,12H 36M 15S,12.60416667,0.525173611,3.299763117,3.022502033
C11,C11_040216_072016,Sheep,5/22/2016 14:30,5/22/2016,14:30:37,2608,Reviewed/C11_040216_072016/Sheep,2016 05 22 14 30 37.jpg,TRUE,14H 30M 37S,14.51027778,0.604594907,3.798781839,3.434833058
C11,C11_040216_072016,Sheep,5/22/2016 16:48,5/22/2016,16:48:32,2101,Reviewed/C11_040216_072016/Sheep,2016 05 22 16 48 32.jpg,TRUE,16H 48M 32S,16.80888889,0.70037037,4.400556821,3.932069903
C11,C11_040216_072016,Sheep,5/22/2016 20:50,5/22/2016,20:50:13,6865,Reviewed/C11_040216_072016/Sheep,2016 05 22 20 50 13.jpg,TRUE,20H 50M 13S,20.83694444,0.868206019,5.455099299,4.851887469
C11,C11_040216_072016,Sheep,5/23/2016 16:30,5/23/2016,16:30:23,1857,Reviewed/C11_040216_072016/Sheep,2016 05 23 16 30 23.jpg,TRUE,16H 30M 23S,16.50638889,0.687766204,4.321362506,3.865102043
C11,C11_040216_072016,Sheep,5/24/2016 16:25,5/24/2016,16:25:35,37542,Reviewed/C11_040216_072016/Sheep,2016 05 24 16 25 35.jpg,TRUE,16H 25M 35S,16.42638889,0.68443287,4.300418555,3.846333881
C11,C11_040216_072016,Sheep,5/25/2016 6:21,5/25/2016,6:21:31,36122,Reviewed/C11_040216_072016/Sheep,2016 05 25 06 21 31.jpg,TRUE,6H 21M 31S,6.358611111,0.26494213,1.664680496,1.677771051
C11,C11_040216_072016,Sheep,5/25/2016 11:58,5/25/2016,11:58:58,7225,Reviewed/C11_040216_072016/Sheep,2016 05 25 11 58 58.jpg,TRUE,11H 58M 58S,11.98277778,0.499282407,3.137083886,2.888368551
C11,C11_040216_072016,Sheep,5/25/2016 15:54,5/25/2016,15:54:26,1427,Reviewed/C11_040216_072016/Sheep,2016 05 25 15 54 26.jpg,TRUE,15H 54M 26S,15.90722222,0.662800926,4.164501039,3.733102165
C11,C11_040216_072016,Sheep,5/26/2016 6:00,5/26/2016,6:00:10,38085,Reviewed/C11_040216_072016/Sheep,2016 05 26 06 00 10.jpg,TRUE,6H 0M 10S,6.002777778,0.250115741,1.571523547,1.603185888
C11,C11_040216_072016,Sheep,5/26/2016 19:41,5/26/2016,19:41:39,1376,Reviewed/C11_040216_072016/Sheep,2016 05 26 19 41 39.jpg,TRUE,19H 41M 39S,19.69416667,0.820590278,5.155920777,4.545679023
C11,C11_040216_072016,Sheep,5/27/2016 18:17,5/27/2016,18:17:44,1502,Reviewed/C11_040216_072016/Sheep,2016 05 27 18 17 44.jpg,TRUE,18H 17M 44S,18.29555556,0.762314815,4.789765244,4.243037509
C11,C11_040216_072016,Sheep,5/28/2016 9:39,5/28/2016,9:39:36,13711,Reviewed/C11_040216_072016/Sheep,2016 05 28 09 39 36.jpg,TRUE,9H 39M 36S,9.66,0.4025,2.528982086,2.390551666
C11,C11_040216_072016,Sheep,5/28/2016 19:11,5/28/2016,19:11:24,1520,Reviewed/C11_040216_072016/Sheep,2016 05 28 19 11 24.jpg,TRUE,19H 11M 24S,19.19,0.799583333,5.023930252,4.432681457
C11,C11_040216_072016,Sheep,5/29/2016 19:30,5/29/2016,19:30:55,3034,Reviewed/C11_040216_072016/Sheep,2016 05 29 19 30 55.jpg,TRUE,19H 30M 55S,19.51527778,0.813136574,5.109087775,4.500037265
C11,C11_040216_072016,Sheep,5/30/2016 18:38,5/30/2016,18:38:23,37846,Reviewed/C11_040216_072016/Sheep,2016 05 30 18 38 23.jpg,TRUE,18H 38M 23S,18.63972222,0.776655093,4.879867867,4.31063792
C11,C11_040216_072016,Sheep,5/31/2016 8:06,5/31/2016,8:06:52,9729,Reviewed/C11_040216_072016/Sheep,2016 05 31 08 06 52.jpg,TRUE,8H 6M 52S,8.114444444,0.338101852,2.124356588,2.062240653
C11,C11_040216_072016,Sheep,5/31/2016 20:16,5/31/2016,20:16:08,2187,Reviewed/C11_040216_072016/Sheep,2016 05 31 20 16 08.jpg,TRUE,20H 16M 8S,20.26888889,0.844537037,5.306382702,4.656352972
C11,C11_040216_072016,Sheep,6/1/2016 8:11,6/1/2016,8:11:05,2457,Reviewed/C11_040216_072016/Sheep,2016 06 01 08 11 05.jpg,TRUE,8H 11M 5S,8.184722222,0.341030093,2.142755267,2.078010565
C11,C11_040216_072016,Sheep,6/2/2016 5:13,6/2/2016,5:13:27,31494,Reviewed/C11_040216_072016/Sheep,2016 06 02 05 13 27.jpg,TRUE,5H 13M 27S,5.224166667,0.217673611,1.367683635,1.375353705
C11,C11_040216_072016,Sheep,6/2/2016 19:54,6/2/2016,19:54:34,1337,Reviewed/C11_040216_072016/Sheep,2016 06 02 19 54 34.jpg,TRUE,19H 54M 34S,19.90944444,0.829560185,5.212280367,4.575141431
C11,C11_040216_072016,Sheep,6/3/2016 19:40,6/3/2016,19:40:09,51363,Reviewed/C11_040216_072016/Sheep,2016 06 03 19 40 09.jpg,TRUE,19H 40M 9S,19.66916667,0.819548611,5.149375792,4.521888093
C11,C11_040216_072016,Sheep,6/4/2016 18:54,6/4/2016,18:54:08,41925,Reviewed/C11_040216_072016/Sheep,2016 06 04 18 54 08.jpg,TRUE,18H 54M 8S,18.90222222,0.787592593,4.948590206,4.356911252
C11,C11_040216_072016,Sheep,6/5/2016 6:48,6/5/2016,6:48:19,35536,Reviewed/C11_040216_072016/Sheep,2016 06 05 06 48 19.jpg,TRUE,6H 48M 19S,6.805277778,0.283553241,1.781617556,1.787468201
C11,C11_040216_072016,Sheep,6/5/2016 19:56,6/5/2016,19:56:09,42487,Reviewed/C11_040216_072016/Sheep,2016 06 05 19 56 09.jpg,TRUE,19H 56M 9S,19.93583333,0.830659722,5.219188962,4.57449907
C11,C11_040216_072016,Sheep,6/6/2016 18:44,6/6/2016,18:44:27,47154,Reviewed/C11_040216_072016/Sheep,2016 06 06 18 44 27.jpg,TRUE,18H 44M 27S,18.74083333,0.780868056,4.906338694,4.319141842
C11,C11_040216_072016,Sheep,6/7/2016 8:59,6/7/2016,8:59:58,12717,Reviewed/C11_040216_072016/Sheep,2016 06 07 08 59 58.jpg,TRUE,8H 59M 58S,8.999444444,0.374976852,2.356049046,2.253518744
C11,C11_040216_072016,Sheep,6/9/2016 20:12,6/9/2016,20:12:39,2016,Reviewed/C11_040216_072016/Sheep,2016 06 09 20 12 39.jpg,TRUE,20H 12M 39S,20.21083333,0.842118056,5.291183794,4.625334126
C11,C11_040216_072016,Sheep,6/10/2016 19:03,6/10/2016,19:03:51,1459,Reviewed/C11_040216_072016/Sheep,2016 06 10 19 03 51.jpg,TRUE,19H 3M 51S,19.06416667,0.794340278,4.990987162,4.381237468
C11,C11_040216_072016,Sheep,6/11/2016 5:54,6/11/2016,5:54:46,34186,Reviewed/C11_040216_072016/Sheep,2016 06 11 05 54 46.jpg,TRUE,5H 54M 46S,5.912777778,0.246365741,1.547961602,1.601208834
C11,C11_040216_072016,Sheep,6/11/2016 20:52,6/11/2016,20:52:27,5369,Reviewed/C11_040216_072016/Sheep,2016 06 11 20 52 27.jpg,TRUE,20H 52M 27S,20.87416667,0.869756944,5.464844054,4.793502962
C11,C11_040216_072016,Sheep,6/12/2016 19:55,6/12/2016,19:55:41,2569,Reviewed/C11_040216_072016/Sheep,2016 06 12 19 55 41.jpg,TRUE,19H 55M 41S,19.92805556,0.830335648,5.217152744,4.560821207
C11,C11_040216_072016,Sheep,6/13/2016 7:29,6/13/2016,7:29:40,38279,Reviewed/C11_040216_072016/Sheep,2016 06 13 07 29 40.jpg,TRUE,7H 29M 40S,7.494444444,0.312268519,1.962040967,1.935224577
C11,C11_040216_072016,Sheep,6/13/2016 20:22,6/13/2016,20:22:02,1731,Reviewed/C11_040216_072016/Sheep,2016 06 13 20 22 02.jpg,TRUE,20H 22M 2S,20.36722222,0.848634259,5.332126309,4.652109009
C11,C11_040216_072016,Sheep,6/14/2016 16:37,6/14/2016,16:37:01,37017,Reviewed/C11_040216_072016/Sheep,2016 06 14 16 37 01.jpg,TRUE,16H 37M 1S,16.61694444,0.692372685,4.350305883,3.859567484
C11,C11_040216_072016,Sheep,6/14/2016 19:27,6/14/2016,19:27:22,2426,Reviewed/C11_040216_072016/Sheep,2016 06 14 19 27 22.jpg,TRUE,19H 27M 22S,19.45611111,0.810671296,5.093597978,4.458537855
C11,C11_040216_072016,Sheep,6/15/2016 5:52,6/15/2016,5:52:55,32657,Reviewed/C11_040216_072016/Sheep,2016 06 15 05 52 55.jpg,TRUE,5H 52M 55S,5.881944444,0.245081019,1.539889455,1.594673334
C15,C15_022617_060617,Bobcat,3/3/2017 16:51,3/3/2017,16:51:07,0,Reviewed/C15_022617_060617/Bobcat,IMG_0010.JPG,FALSE,16H 51M 7S,16.85194444,0.702164352,4.411828739,4.362680267
C15,C15_022617_060617,Dog,3/16/2017 15:42,3/16/2017,15:42:47,0,Reviewed/C15_022617_060617/Dog,IMG_0190.JPG,TRUE,15H 42M 47S,15.71305556,0.654710648,4.113668325,3.760495966
C15,C15_022617_060617,Dog,3/24/2017 16:05,3/24/2017,16:05:55,458150,Reviewed/C15_022617_060617/Dog,IMG_0337.JPG,TRUE,16H 5M 55S,16.09861111,0.670775463,4.214606533,3.851659036
C15,C15_022617_060617,Dog,4/8/2017 19:58,4/8/2017,19:58:49,899580,Reviewed/C15_022617_060617/Dog,IMG_0610.JPG,TRUE,19H 58M 49S,19.98027778,0.832511574,5.23082449,4.786799287
C15,C15_022617_060617,Sheep,3/8/2017 9:15,3/8/2017,9:15:44,970,Reviewed/C15_022617_060617/Sheep,IMG_0031.JPG,FALSE,9H 15M 44S,9.262222222,0.385925926,2.424844107,2.298631748
C15,C15_022617_060617,Sheep,3/13/2017 10:19,3/13/2017,10:19:19,87897,Reviewed/C15_022617_060617/Sheep,IMG_0064.JPG,TRUE,10H 19M 19S,10.32194444,0.430081019,2.702278736,2.335360154
C15,C15_022617_060617,Sheep,3/19/2017 8:48,3/19/2017,8:48:17,233965,Reviewed/C15_022617_060617/Sheep,IMG_0214.JPG,TRUE,8H 48M 17S,8.804722222,0.366863426,2.305070888,1.966366712
C15,C15_022617_060617,Sheep,3/28/2017 9:11,3/28/2017,9:11:09,685253,Reviewed/C15_022617_060617/Sheep,IMG_0340.JPG,TRUE,9H 11M 9S,9.185833333,0.382743056,2.404845543,2.109453814
C15,C15_022617_060617,Sheep,3/31/2017 10:43,3/31/2017,10:43:29,79857,Reviewed/C15_022617_060617/Sheep,IMG_0526.JPG,TRUE,10H 43M 29S,10.72472222,0.446863426,2.807725712,2.506464886
C15,C15_022617_060617,Sheep,4/7/2017 8:41,4/7/2017,8:41:38,420305,Reviewed/C15_022617_060617/Sheep,IMG_0607.JPG,TRUE,8H 41M 38S,8.693888889,0.36224537,2.276054789,2.035149723
C15,C15_060617_100617,Bobcat,8/3/2017 6:06,8/3/2017,6:06:32,0,Reviewed/C15_060617_100617/Bobcat,IMG_0211.JPG,TRUE,6H 6M 32S,6.108888889,0.254537037,1.599303371,1.525068259
C15,C15_071916_120216,Bobcat,10/17/2016 9:43,10/17/2016,9:43:52,0,Reviewed/C15_071916_120216/Bobcat,2016 10 17 09 43 52.jpg,TRUE,9H 43M 52S,9.731111111,0.405462963,2.547598931,2.228855668
C15,C15_071916_120216,Bobcat,11/28/2016 15:36,11/28/2016,15:36:32,1989820,Reviewed/C15_071916_120216/Bobcat,2016 11 28 15 36 32.jpg,FALSE,15H 36M 32S,15.60888889,0.65037037,4.086397555,4.309842697
C15,C15_100617_120617,Bobcat,11/12/2017 12:13,11/12/2017,12:13:07,1095513,Reviewed/C15_100617_120617/Bobcat,IMG_0319.JPG,FALSE,12H 13M 7S,12.21861111,0.509108796,3.198824909,3.228525268
C15,C15_100617_120617,Dog,11/22/2017 15:12,11/22/2017,15:12:28,89502,Reviewed/C15_100617_120617/Dog,IMG_0799.JPG,FALSE,15H 12M 28S,15.20777778,0.633657407,3.981386912,4.174435991
C15,C15_100617_120617,Dog,11/25/2017 14:10,11/25/2017,14:10:36,1369,Reviewed/C15_100617_120617/Dog,IMG_2386.JPG,FALSE,14H 10M 36S,14.17666667,0.590694444,3.711442654,3.845825038
C15,C15_100617_120617,Dog,12/1/2017 17:08,12/1/2017,17:08:18,270224,Reviewed/C15_100617_120617/Dog,IMG_3352.JPG,FALSE,17H 8M 18S,17.13833333,0.714097222,4.486805175,4.777909607
C15,C15_100617_120617,Dog,12/3/2017 11:57,12/3/2017,11:57:06,2370,Reviewed/C15_100617_120617/Dog,IMG_4003.JPG,FALSE,11H 57M 6S,11.95166667,0.497986111,3.128939017,3.113561609
C15,C15_100617_120617,Sheep,11/21/2017 9:36,11/21/2017,9:36:09,0,Reviewed/C15_100617_120617/Sheep,IMG_0337.JPG,FALSE,9H 36M 9S,9.6025,0.400104167,2.513928621,2.387917692
C15,C15_100617_120617,Sheep,11/22/2017 14:53,11/22/2017,14:53:14,21996,Reviewed/C15_100617_120617/Sheep,IMG_0451.JPG,FALSE,14H 53M 14S,14.88722222,0.620300926,3.897465664,4.072067221
C15,C15_100617_120617,Sheep,11/24/2017 8:54,11/24/2017,8:54:04,62686,Reviewed/C15_100617_120617/Sheep,IMG_1396.JPG,FALSE,8H 54M 4S,8.901111111,0.37087963,2.33030544,2.152097848
C15,C15_100617_120617,Sheep,11/25/2017 9:07,11/25/2017,9:07:36,77466,Reviewed/C15_100617_120617/Sheep,IMG_1780.JPG,FALSE,9H 7M 36S,9.126666667,0.380277778,2.389355746,2.220508257
C15,C15_100617_120617,Sheep,11/25/2017 14:18,11/25/2017,14:18:55,1333,Reviewed/C15_100617_120617/Sheep,IMG_2392.JPG,FALSE,14H 18M 55S,14.31527778,0.596469907,3.747730958,3.890436318
C15,C15_100617_120617,Sheep,11/26/2017 12:04,11/26/2017,12:04:11,3266,Reviewed/C15_100617_120617/Sheep,IMG_2473.JPG,FALSE,12H 4M 11S,12.06972222,0.502905093,3.159845889,3.16603144
C15,C15_100617_120617,Sheep,11/28/2017 13:44,11/28/2017,13:44:12,79507,Reviewed/C15_100617_120617/Sheep,IMG_3166.JPG,FALSE,13H 44M 12S,13.73666667,0.572361111,3.596250924,3.702788342
C15,C15_100617_120617,Sheep,12/2/2017 10:21,12/2/2017,10:21:19,61919,Reviewed/C15_100617_120617/Sheep,IMG_3373.JPG,FALSE,10H 21M 19S,10.35527778,0.431469907,2.711005383,2.59394494
C15,C15_100617_120617,Sheep,12/4/2017 12:40,12/4/2017,12:40:20,89246,Reviewed/C15_100617_120617/Sheep,IMG_4012.JPG,FALSE,12H 40M 20S,12.67222222,0.528009259,3.31758002,3.347681896
C15,C15_100617_120617,Sheep,12/4/2017 15:50,12/4/2017,15:50:38,4248,Reviewed/C15_100617_120617/Sheep,IMG_4684.JPG,FALSE,15H 50M 38S,15.84388889,0.660162037,4.147920411,4.388359194
C15,C15_100617_120617,Sheep,12/6/2017 11:44,12/6/2017,11:44:52,75545,Reviewed/C15_100617_120617/Sheep,IMG_5083.JPG,FALSE,11H 44M 52S,11.74777778,0.489490741,3.07556103,3.03935614
C15,C15_120216_022317,Bobcat,12/3/2016 10:44,12/3/2016,10:44:03,0,Reviewed/C15_120216_022317/Bobcat,IMG_0016.JPG,FALSE,10H 44M 3S,10.73416667,0.447256944,2.810198262,2.714057969
C15,C15_120216_022317,Bobcat,2/4/2017 11:35,2/4/2017,11:35:58,3766005,Reviewed/C15_120216_022317/Bobcat,IMG_2800.JPG,FALSE,11H 35M 58S,11.59944444,0.483310185,3.036727454,2.886214209
C15,C15_120216_022317,Dog,12/12/2016 15:06,12/12/2016,15:06:55,21314,Reviewed/C15_120216_022317/Dog,IMG_0235.JPG,FALSE,15H 6M 55S,15.11527778,0.629803241,3.957170469,4.140158209
C15,C15_120216_022317,Dog,12/16/2016 9:47,12/16/2016,9:47:50,249983,Reviewed/C15_120216_022317/Dog,IMG_0493.JPG,FALSE,9H 47M 50S,9.797222222,0.408217593,2.56490678,2.362478395
C15,C15_120216_022317,Dog,12/18/2016 10:50,12/18/2016,10:50:50,86490,Reviewed/C15_120216_022317/Dog,IMG_0772.JPG,FALSE,10H 50M 50S,10.84722222,0.451967593,2.839796137,2.706053915
C15,C15_120216_022317,Dog,12/19/2016 11:18,12/19/2016,11:18:59,1575,Reviewed/C15_120216_022317/Dog,IMG_1159.JPG,FALSE,11H 18M 59S,11.31638889,0.471516204,2.962623683,2.859474107
C15,C15_120216_022317,Dog,12/21/2016 14:07,12/21/2016,14:07:16,1857,Reviewed/C15_120216_022317/Dog,IMG_1306.JPG,FALSE,14H 7M 16S,14.12111111,0.58837963,3.696898244,3.788349752
C15,C15_120216_022317,Dog,12/24/2016 12:07,12/24/2016,12:07:44,4720,Reviewed/C15_120216_022317/Dog,IMG_1741.JPG,FALSE,12H 7M 44S,12.12888889,0.50537037,3.175335686,3.116229784
C15,C15_120216_022317,Dog,12/25/2016 14:51,12/25/2016,14:51:07,1021,Reviewed/C15_120216_022317/Dog,IMG_1948.JPG,FALSE,14H 51M 7S,14.85194444,0.618831019,3.888229963,4.019771217
C15,C15_120216_022317,Dog,2/1/2017 16:41,2/1/2017,16:41:40,2604078,Reviewed/C15_120216_022317/Dog,IMG_2794.JPG,FALSE,16H 41M 40S,16.69444444,0.695601852,4.370595335,4.445265628
C15,C15_120216_022317,Dog,2/7/2017 8:46,2/7/2017,8:46:55,168274,Reviewed/C15_120216_022317/Dog,IMG_2812.JPG,FALSE,8H 46M 55S,8.781944444,0.365914352,2.299107679,2.04290556
C15,C15_120216_022317,Sheep,12/12/2016 9:17,12/12/2016,9:17:11,71113,Reviewed/C15_120216_022317/Sheep,IMG_0110.JPG,FALSE,9H 17M 11S,9.286388889,0.38693287,2.431170926,2.205994511
C15,C15_120216_022317,Sheep,12/12/2016 11:51,12/12/2016,11:51:23,3466,Reviewed/C15_120216_022317/Sheep,IMG_0187.JPG,FALSE,11H 51M 23S,11.85638889,0.494016204,3.103995353,3.058781517
C15,C15_120216_022317,Sheep,12/13/2016 10:35,12/13/2016,10:35:03,69617,Reviewed/C15_120216_022317/Sheep,IMG_0253.JPG,FALSE,10H 35M 3S,10.58416667,0.441006944,2.770928354,2.633523219
C15,C15_120216_022317,Sheep,12/14/2016 13:59,12/14/2016,13:59:27,92242,Reviewed/C15_120216_022317/Sheep,IMG_0391.JPG,FALSE,13H 59M 27S,13.99083333,0.582951389,3.662791601,3.762749133
C15,C15_120216_022317,Sheep,12/15/2016 15:05,12/15/2016,15:05:16,5700,Reviewed/C15_120216_022317/Sheep,IMG_0418.JPG,FALSE,15H 5M 16S,15.08777778,0.628657407,3.949970985,4.125309382
C15,C15_120216_022317,Sheep,12/16/2016 13:26,12/16/2016,13:26:55,8568,Reviewed/C15_120216_022317/Sheep,IMG_0553.JPG,FALSE,13H 26M 55S,13.44861111,0.560358796,3.520838156,3.577634145
C15,C15_120216_022317,Sheep,12/17/2016 10:32,12/17/2016,10:32:26,1187,Reviewed/C15_120216_022317/Sheep,IMG_0604.JPG,FALSE,10H 32M 26S,10.54055556,0.439189815,2.759510992,2.606863596
C15,C15_120216_022317,Sheep,12/18/2016 12:46,12/18/2016,12:46:47,2074,Reviewed/C15_120216_022317/Sheep,IMG_0901.JPG,FALSE,12H 46M 47S,12.77972222,0.532488426,3.345723454,3.349691876
C15,C15_120216_022317,Sheep,12/21/2016 12:15,12/21/2016,12:15:19,176661,Reviewed/C15_120216_022317/Sheep,IMG_1168.JPG,FALSE,12H 15M 19S,12.25527778,0.510636574,3.20842422,3.166686476
C15,C15_120216_022317,Sheep,12/21/2016 15:07,12/21/2016,15:07:45,1593,Reviewed/C15_120216_022317/Sheep,IMG_1351.JPG,FALSE,15H 7M 45S,15.12916667,0.630381944,3.960806571,4.124216364
C15,C15_120216_022317,Sheep,12/22/2016 15:45,12/22/2016,15:45:14,5563,Reviewed/C15_120216_022317/Sheep,IMG_1543.JPG,FALSE,15H 45M 14S,15.75388889,0.656412037,4.124358467,4.329453856
C15,C15_120216_022317,Sheep,12/24/2016 10:40,12/24/2016,10:40:06,67364,Reviewed/C15_120216_022317/Sheep,IMG_1636.JPG,FALSE,10H 40M 6S,10.66833333,0.444513889,2.792963136,2.629907487
C15,C15_120216_022317,Sheep,12/24/2016 16:21,12/24/2016,16:21:36,1907,Reviewed/C15_120216_022317/Sheep,IMG_1828.JPG,FALSE,16H 21M 36S,16.36,0.681666667,4.283037984,4.525066078
C15,C15_120216_022317,Sheep,12/26/2016 14:56,12/26/2016,14:56:09,82532,Reviewed/C15_120216_022317/Sheep,IMG_1966.JPG,FALSE,14H 56M 9S,14.93583333,0.622326389,3.910192023,4.044436436
C15,C15_120216_022317,Sheep,12/28/2016 15:10,12/28/2016,15:10:12,79552,Reviewed/C15_120216_022317/Sheep,IMG_2122.JPG,FALSE,15H 10M 12S,15.17,0.632083333,3.971496713,4.115469123
C15,C15_120216_022317,Sheep,12/28/2016 16:52,12/28/2016,16:52:58,1448,Reviewed/C15_120216_022317/Sheep,IMG_2173.JPG,FALSE,16H 52M 58S,16.88277778,0.703449074,4.419900887,4.684407811
C15,C15_120216_022317,Sheep,12/29/2016 16:46,12/29/2016,16:46:35,3281,Reviewed/C15_120216_022317/Sheep,IMG_2278.JPG,FALSE,16H 46M 35S,16.77638889,0.699016204,4.392048341,4.645049236
C15,C15_120216_022317,Sheep,12/31/2016 15:35,12/31/2016,15:35:11,3189,Reviewed/C15_120216_022317/Sheep,IMG_2437.JPG,FALSE,15H 35M 11S,15.58638889,0.64943287,4.080507069,4.242494009
C15,C15_120216_022317,Sheep,1/1/2017 15:27,1/1/2017,15:27:18,79942,Reviewed/C15_120216_022317/Sheep,IMG_2470.JPG,FALSE,15H 27M 18S,15.455,0.643958333,4.046109538,4.195101459
C15,C15_120216_022317,Sheep,2/7/2017 9:17,2/7/2017,9:17:31,1063,Reviewed/C15_120216_022317/Sheep,IMG_2830.JPG,FALSE,9H 17M 31S,9.291944444,0.387164352,2.432625367,2.195855001
C15,C15_120216_022317,Sheep,2/17/2017 9:05,2/17/2017,9:05:19,427145,Reviewed/C15_120216_022317/Sheep,IMG_2896.JPG,FALSE,9H 5M 19S,9.088611111,0.37869213,2.379392825,2.171474566
C15,C15_120216_022317,Sheep,2/19/2017 11:01,2/19/2017,11:01:45,5535,Reviewed/C15_120216_022317/Sheep,IMG_2914.JPG,FALSE,11H 1M 45S,11.02916667,0.459548611,2.887429081,2.736658837
C15,C15_120216_022317,Sheep,2/21/2017 8:58,2/21/2017,8:58:03,82436,Reviewed/C15_120216_022317/Sheep,IMG_2983.JPG,FALSE,8H 58M 3S,8.9675,0.373645833,2.34768601,2.153080269
C15,C15_120216_022317,Sheep,2/21/2017 11:26,2/21/2017,11:26:45,936,Reviewed/C15_120216_022317/Sheep,IMG_3076.JPG,FALSE,11H 26M 45S,11.44583333,0.476909722,2.99651216,2.859472237
C17,C17_120216_030917,Dog,12/24/2016 10:07,12/24/2016,10:07:46,0,Reviewed/C17_120216_030917/Dog,IMG_0058.JPG,FALSE,10H 7M 46S,10.12944444,0.422060185,2.651882354,2.450473242
D04,D04_061116_111716,Bobcat,11/1/2016 16:57,11/1/2016,16:57:56,1786388,Reviewed/D04_061116_111716/Bobcat,2016 11 01 16 57 56.jpg,TRUE,16H 57M 56S,16.96555556,0.706898148,4.441572058,4.349038647
D06,D06_062716_120216,Bobcat,8/30/2016 4:43,8/30/2016,4:43:04,0,Reviewed/D06_062716_120216/Bobcat,2016 08 30 04 43 04.jpg,TRUE,4H 43M 4S,4.717777778,0.196574074,1.235111334,1.010468473
D06,D06_120216_030817,Bobcat,2/14/2017 20:53,2/14/2017,20:53:14,40502,Reviewed/D06_120216_030817/Bobcat,IMG_0730.JPG,FALSE,20H 53M 14S,20.88722222,0.870300926,5.468261991,5.439986097
D12,D12_072016_110516,Bobcat,8/11/2016 0:41,8/11/2016,0:41:56,0,Reviewed/D12_072016_110516/Bobcat,2016 08 11 00 41 56.jpg,TRUE,41M 56S,0.698888889,0.02912037,0.182968683,6.102509726
D14,D14_031617_062617,Bobcat,6/20/2017 22:51,6/20/2017,22:51:12,2026539,Reviewed/D14_031617_062617/Bobcat,IMG_0172.JPG,TRUE,22H 51M 12S,22.85333333,0.952222222,5.982988676,5.460599139
D14,D14_031617_062617,Dog,6/6/2017 2:20,6/6/2017,2:20:11,0,Reviewed/D14_031617_062617/Dog,IMG_0154.JPG,TRUE,2H 20M 11S,2.336388889,0.097349537,0.611665181,0.392904249
