"","Phase","Camera","Camera_folder","Species","DateTimeOriginal","Date","Time","delta.time.secs","Directory","FileName","Classification","Sex","Age","BuckClass","DST","Time_DST_Corrected","Time_Decimal","Time_Scaled","Time_Radians","Time_Sun"
"10626",1,"C11","C11_031617_060917","Sheep","5/30/2017 7:11","5/30/2017","7:11:55",3368,"Reviewed/C11_031617_060917/Sheep","IMG_4411.JPG","Sheep",NA,NA,NA,TRUE,"7H 11M 55S",7.198611111,0.29994213,1.884591982,1.865359016
"10629",1,"C11","C11_031617_060917","Sheep","5/30/2017 18:39","5/30/2017","18:39:26",953,"Reviewed/C11_031617_060917/Sheep","IMG_4474.JPG","Sheep",NA,NA,NA,TRUE,"18H 39M 26S",18.65722222,0.777384259,4.884449356,4.314862722
"10632",1,"C11","C11_031617_060917","Sheep","5/31/2017 7:33","5/31/2017","7:33:02",7134,"Reviewed/C11_031617_060917/Sheep","IMG_4594.JPG","Sheep",NA,NA,NA,TRUE,"7H 33M 2S",7.550555556,0.314606481,1.976730822,1.941643895
"10635",1,"C11","C11_031617_060917","Sheep","5/31/2017 18:54","5/31/2017","18:54:46",1137,"Reviewed/C11_031617_060917/Sheep","IMG_4630.JPG","Sheep",NA,NA,NA,TRUE,"18H 54M 46S",18.91277778,0.788032407,4.951353644,4.367409578
"10638",1,"C11","C11_031617_060917","Sheep","6/1/2017 6:02","6/1/2017","6:02:54",35947,"Reviewed/C11_031617_060917/Sheep","IMG_4660.JPG","Sheep",NA,NA,NA,TRUE,"6H 2M 54S",6.048333333,0.252013889,1.583449964,1.622281817
"10641",1,"C11","C11_031617_060917","Sheep","6/1/2017 18:48","6/1/2017","18:48:52",2145,"Reviewed/C11_031617_060917/Sheep","IMG_4702.JPG","Sheep",NA,NA,NA,TRUE,"18H 48M 52S",18.81444444,0.783935185,4.925610037,4.344408639
"10644",1,"C11","C11_031617_060917","Sheep","6/1/2017 20:30","6/1/2017","20:30:38",939,"Reviewed/C11_031617_060917/Sheep","IMG_4735.JPG","Sheep",NA,NA,NA,TRUE,"20H 30M 38S",20.51055556,0.854606481,5.369650888,4.7060716
"10647",1,"C11","C11_031617_060917","Sheep","6/2/2017 7:44","6/2/2017","7:44:20",2784,"Reviewed/C11_031617_060917/Sheep","IMG_4765.JPG","Sheep",NA,NA,NA,TRUE,"7H 44M 20S",7.738888889,0.322453704,2.026036373,1.983579143
"10650",1,"C11","C11_031617_060917","Sheep","6/2/2017 20:15","6/2/2017","20:15:29",1843,"Reviewed/C11_031617_060917/Sheep","IMG_4867.JPG","Sheep",NA,NA,NA,TRUE,"20H 15M 29S",20.25805556,0.844085648,5.303546542,4.649911882
"10653",1,"C11","C11_031617_060917","Sheep","6/3/2017 7:23","6/3/2017","7:23:05",6434,"Reviewed/C11_031617_060917/Sheep","IMG_4984.JPG","Sheep",NA,NA,NA,TRUE,"7H 23M 5S",7.384722222,0.307696759,1.933315757,1.908963138
"10669",1,"C11","C11_040216_072016","Bobcat","7/15/2016 8:51","7/15/2016","8:51:12",358637,"Reviewed/C11_040216_072016/Bobcat","2016 07 15 08 51 12.jpg","Bobcat",NA,NA,NA,TRUE,"8H 51M 12S",8.853333333,0.368888889,2.317797247,2.185656803
"10706",1,"C11","C11_040216_072016","Dog","4/29/2016 23:15","4/29/2016","23:15:49",0,"Reviewed/C11_040216_072016/Dog","2016 04 29 23 15 49.jpg","Dog",NA,NA,NA,TRUE,"23H 15M 49S",23.26361111,0.96931713,6.090399147,5.697859618
"10709",1,"C11","C11_040216_072016","Dog","5/1/2016 23:57","5/1/2016","23:57:33",139473,"Reviewed/C11_040216_072016/Dog","2016 05 01 23 57 33.jpg","Dog",NA,NA,NA,TRUE,"23H 57M 33S",23.95916667,0.998298611,6.272495166,5.910615415
"10712",1,"C11","C11_040216_072016","Dog","5/23/2016 1:56","5/23/2016","1:56:29",46582,"Reviewed/C11_040216_072016/Dog","2016 05 23 01 56 01.jpg","Dog",NA,NA,NA,TRUE,"1H 56M 29S",1.941388889,0.080891204,0.508254423,0.26101248
"10715",1,"C11","C11_040216_072016","Dog","5/27/2016 17:42","5/27/2016","17:42:30",340323,"Reviewed/C11_040216_072016/Dog","2016 05 27 17 42 30.jpg","Dog",NA,NA,NA,TRUE,"17H 42M 30S",17.70833333,0.737847222,4.636030826,4.117023178
"10718",1,"C11","C11_040216_072016","Dog","5/29/2016 7:38","5/29/2016","7:38:17",90213,"Reviewed/C11_040216_072016/Dog","2016 05 29 07 38 17.jpg","Dog",NA,NA,NA,TRUE,"7H 38M 17S",7.638055556,0.318252315,1.999638268,1.958466925
"10721",1,"C11","C11_040216_072016","Dog","6/9/2016 19:28","6/9/2016","19:28:44",432351,"Reviewed/C11_040216_072016/Dog","2016 06 09 19 28 44.jpg","Dog",NA,NA,NA,TRUE,"19H 28M 44S",19.47888889,0.81162037,5.099561186,4.470491534
"10724",1,"C11","C11_040216_072016","Dog","6/10/2016 20:00","6/10/2016","20:00:53",3690,"Reviewed/C11_040216_072016/Dog","2016 06 10 20 00 53.jpg","Dog",NA,NA,NA,TRUE,"20H 0M 53S",20.01472222,0.833946759,5.239842025,4.582190893
"10727",1,"C11","C11_040216_072016","Dog","6/12/2016 19:12","6/12/2016","19:12:50",133634,"Reviewed/C11_040216_072016/Dog","2016 06 12 19 12 50.jpg","Dog",NA,NA,NA,TRUE,"19H 12M 50S",19.21388889,0.800578704,5.030184348,4.410017987
"10746",1,"C11","C11_040216_072016","Sheep","4/28/2016 9:47","4/28/2016","9:47:51",10479,"Reviewed/C11_040216_072016/Sheep","2016 04 28 09 47 51.jpg","Sheep",NA,NA,NA,TRUE,"9H 47M 51S",9.7975,0.408229167,2.564979502,2.372279772
"10749",1,"C11","C11_040216_072016","Sheep","4/28/2016 13:46","4/28/2016","13:46:52",2390,"Reviewed/C11_040216_072016/Sheep","2016 04 28 13 46 52.jpg","Sheep",NA,NA,NA,TRUE,"13H 46M 52S",13.78111111,0.574212963,3.607886452,3.281819597
"10752",1,"C11","C11_040216_072016","Sheep","4/28/2016 15:55","4/28/2016","15:55:26",1107,"Reviewed/C11_040216_072016/Sheep","2016 04 28 15 55 26.jpg","Sheep",NA,NA,NA,TRUE,"15H 55M 26S",15.92388889,0.66349537,4.168864362,3.771059553
"10755",1,"C11","C11_040216_072016","Sheep","4/28/2016 17:38","4/28/2016","17:38:21",1422,"Reviewed/C11_040216_072016/Sheep","2016 04 28 17 38 21.jpg","Sheep",NA,NA,NA,TRUE,"17H 38M 21S",17.63916667,0.734965278,4.617923035,4.162692523
"10758",1,"C11","C11_040216_072016","Sheep","4/28/2016 19:43","4/28/2016","19:43:33",1088,"Reviewed/C11_040216_072016/Sheep","2016 04 28 19 43 33.jpg","Sheep",NA,NA,NA,TRUE,"19H 43M 33S",19.72583333,0.821909722,5.16421109,4.639121166
"10761",1,"C11","C11_040216_072016","Sheep","4/29/2016 9:31","4/29/2016","9:31:36",2612,"Reviewed/C11_040216_072016/Sheep","2016 04 29 09 31 36.jpg","Sheep",NA,NA,NA,TRUE,"9H 31M 36S",9.526666667,0.396944444,2.494075501,2.31317592
"10764",1,"C11","C11_040216_072016","Sheep","4/29/2016 13:35","4/29/2016","13:35:54",1899,"Reviewed/C11_040216_072016/Sheep","2016 04 29 13 35 54.jpg","Sheep",NA,NA,NA,TRUE,"13H 35M 54S",13.59833333,0.566597222,3.560035342,3.240337845
"10767",1,"C11","C11_040216_072016","Sheep","4/29/2016 15:45","4/29/2016","15:45:15",2351,"Reviewed/C11_040216_072016/Sheep","2016 04 29 15 45 15.jpg","Sheep",NA,NA,NA,TRUE,"15H 45M 15S",15.75416667,0.656423611,4.124431189,3.731244088
"10770",1,"C11","C11_040216_072016","Sheep","4/30/2016 5:55","4/30/2016","5:55:10",40397,"Reviewed/C11_040216_072016/Sheep","2016 04 30 05 55 10.jpg","Sheep",NA,NA,NA,TRUE,"5H 55M 10S",5.919444444,0.246643519,1.549706932,1.46985655
"10773",1,"C11","C11_040216_072016","Sheep","4/30/2016 18:59","4/30/2016","18:59:28",21290,"Reviewed/C11_040216_072016/Sheep","2016 04 30 18 59 28.jpg","Sheep",NA,NA,NA,TRUE,"18H 59M 28S",18.99111111,0.791296296,4.971861263,4.465308091
"10776",1,"C11","C11_040216_072016","Sheep","5/1/2016 6:03","5/1/2016","6:03:19",35522,"Reviewed/C11_040216_072016/Sheep","2016 05 01 06 03 19.jpg","Sheep",NA,NA,NA,TRUE,"6H 3M 19S",6.055277778,0.252303241,1.585268015,1.517834089
"10779",1,"C11","C11_040216_072016","Sheep","5/1/2016 18:24","5/1/2016","18:24:31",2778,"Reviewed/C11_040216_072016/Sheep","2016 05 01 18 24 31.jpg","Sheep",NA,NA,NA,TRUE,"18H 24M 31S",18.40861111,0.767025463,4.819363119,4.330354778
"10782",1,"C11","C11_040216_072016","Sheep","5/2/2016 7:02","5/2/2016","7:02:13",1520,"Reviewed/C11_040216_072016/Sheep","2016 05 02 07 02 13.jpg","Sheep",NA,NA,NA,TRUE,"7H 2M 13S",7.036944444,0.293206019,1.842267748,1.758455541
"10785",1,"C11","C11_040216_072016","Sheep","5/4/2016 18:47","5/4/2016","18:47:46",37020,"Reviewed/C11_040216_072016/Sheep","2016 05 04 18 47 46.jpg","Sheep",NA,NA,NA,TRUE,"18H 47M 46S",18.79611111,0.783171296,4.920810382,4.4095458
"10788",1,"C11","C11_040216_072016","Sheep","5/5/2016 8:52","5/5/2016","8:52:33",46975,"Reviewed/C11_040216_072016/Sheep","2016 05 05 08 52 33.jpg","Sheep",NA,NA,NA,TRUE,"8H 52M 33S",8.875833333,0.369826389,2.323687733,2.182201545
"10791",1,"C11","C11_040216_072016","Sheep","5/5/2016 17:21","5/5/2016","17:21:43",3632,"Reviewed/C11_040216_072016/Sheep","2016 05 05 17 21 43.jpg","Sheep",NA,NA,NA,TRUE,"17H 21M 43S",17.36194444,0.723414352,4.545346427,4.085119822
"10794",1,"C11","C11_040216_072016","Sheep","5/5/2016 19:24","5/5/2016","19:24:20",1636,"Reviewed/C11_040216_072016/Sheep","2016 05 05 19 24 20.jpg","Sheep",NA,NA,NA,TRUE,"19H 24M 20S",19.40555556,0.808564815,5.080362564,4.543377425
"10797",1,"C11","C11_040216_072016","Sheep","5/7/2016 11:19","5/7/2016","11:19:29",17657,"Reviewed/C11_040216_072016/Sheep","2016 05 07 11 19 29.jpg","Sheep",NA,NA,NA,TRUE,"11H 19M 29S",11.32472222,0.471863426,2.964805345,2.733825037
"10800",1,"C11","C11_040216_072016","Sheep","5/7/2016 19:46","5/7/2016","19:46:20",16136,"Reviewed/C11_040216_072016/Sheep","2016 05 07 19 46 20.jpg","Sheep",NA,NA,NA,TRUE,"19H 46M 20S",19.77222222,0.823842593,5.176355673,4.618933273
"10803",1,"C11","C11_040216_072016","Sheep","5/22/2016 12:36","5/22/2016","12:36:15",1218285,"Reviewed/C11_040216_072016/Sheep","2016 05 22 12 36 15.jpg","Sheep",NA,NA,NA,TRUE,"12H 36M 15S",12.60416667,0.525173611,3.299763117,3.022502033
"10806",1,"C11","C11_040216_072016","Sheep","5/22/2016 14:30","5/22/2016","14:30:37",2608,"Reviewed/C11_040216_072016/Sheep","2016 05 22 14 30 37.jpg","Sheep",NA,NA,NA,TRUE,"14H 30M 37S",14.51027778,0.604594907,3.798781839,3.434833058
"10809",1,"C11","C11_040216_072016","Sheep","5/22/2016 16:48","5/22/2016","16:48:32",2101,"Reviewed/C11_040216_072016/Sheep","2016 05 22 16 48 32.jpg","Sheep",NA,NA,NA,TRUE,"16H 48M 32S",16.80888889,0.70037037,4.400556821,3.932069903
"10812",1,"C11","C11_040216_072016","Sheep","5/22/2016 20:50","5/22/2016","20:50:13",6865,"Reviewed/C11_040216_072016/Sheep","2016 05 22 20 50 13.jpg","Sheep",NA,NA,NA,TRUE,"20H 50M 13S",20.83694444,0.868206019,5.455099299,4.851887469
"10815",1,"C11","C11_040216_072016","Sheep","5/23/2016 16:30","5/23/2016","16:30:23",1857,"Reviewed/C11_040216_072016/Sheep","2016 05 23 16 30 23.jpg","Sheep",NA,NA,NA,TRUE,"16H 30M 23S",16.50638889,0.687766204,4.321362506,3.865102043
"10818",1,"C11","C11_040216_072016","Sheep","5/24/2016 16:25","5/24/2016","16:25:35",37542,"Reviewed/C11_040216_072016/Sheep","2016 05 24 16 25 35.jpg","Sheep",NA,NA,NA,TRUE,"16H 25M 35S",16.42638889,0.68443287,4.300418555,3.846333881
"10821",1,"C11","C11_040216_072016","Sheep","5/25/2016 6:21","5/25/2016","6:21:31",36122,"Reviewed/C11_040216_072016/Sheep","2016 05 25 06 21 31.jpg","Sheep",NA,NA,NA,TRUE,"6H 21M 31S",6.358611111,0.26494213,1.664680496,1.677771051
"10824",1,"C11","C11_040216_072016","Sheep","5/25/2016 11:58","5/25/2016","11:58:58",7225,"Reviewed/C11_040216_072016/Sheep","2016 05 25 11 58 58.jpg","Sheep",NA,NA,NA,TRUE,"11H 58M 58S",11.98277778,0.499282407,3.137083886,2.888368551
"10827",1,"C11","C11_040216_072016","Sheep","5/25/2016 15:54","5/25/2016","15:54:26",1427,"Reviewed/C11_040216_072016/Sheep","2016 05 25 15 54 26.jpg","Sheep",NA,NA,NA,TRUE,"15H 54M 26S",15.90722222,0.662800926,4.164501039,3.733102165
"10830",1,"C11","C11_040216_072016","Sheep","5/26/2016 6:00","5/26/2016","6:00:10",38085,"Reviewed/C11_040216_072016/Sheep","2016 05 26 06 00 10.jpg","Sheep",NA,NA,NA,TRUE,"6H 0M 10S",6.002777778,0.250115741,1.571523547,1.603185888
"10833",1,"C11","C11_040216_072016","Sheep","5/26/2016 19:41","5/26/2016","19:41:39",1376,"Reviewed/C11_040216_072016/Sheep","2016 05 26 19 41 39.jpg","Sheep",NA,NA,NA,TRUE,"19H 41M 39S",19.69416667,0.820590278,5.155920777,4.545679023
"10836",1,"C11","C11_040216_072016","Sheep","5/27/2016 18:17","5/27/2016","18:17:44",1502,"Reviewed/C11_040216_072016/Sheep","2016 05 27 18 17 44.jpg","Sheep",NA,NA,NA,TRUE,"18H 17M 44S",18.29555556,0.762314815,4.789765244,4.243037509
"10839",1,"C11","C11_040216_072016","Sheep","5/28/2016 9:39","5/28/2016","9:39:36",13711,"Reviewed/C11_040216_072016/Sheep","2016 05 28 09 39 36.jpg","Sheep",NA,NA,NA,TRUE,"9H 39M 36S",9.66,0.4025,2.528982086,2.390551666
"10842",1,"C11","C11_040216_072016","Sheep","5/28/2016 19:11","5/28/2016","19:11:24",1520,"Reviewed/C11_040216_072016/Sheep","2016 05 28 19 11 24.jpg","Sheep",NA,NA,NA,TRUE,"19H 11M 24S",19.19,0.799583333,5.023930252,4.432681457
"10845",1,"C11","C11_040216_072016","Sheep","5/29/2016 19:30","5/29/2016","19:30:55",3034,"Reviewed/C11_040216_072016/Sheep","2016 05 29 19 30 55.jpg","Sheep",NA,NA,NA,TRUE,"19H 30M 55S",19.51527778,0.813136574,5.109087775,4.500037265
"10848",1,"C11","C11_040216_072016","Sheep","5/30/2016 18:38","5/30/2016","18:38:23",37846,"Reviewed/C11_040216_072016/Sheep","2016 05 30 18 38 23.jpg","Sheep",NA,NA,NA,TRUE,"18H 38M 23S",18.63972222,0.776655093,4.879867867,4.31063792
"10851",1,"C11","C11_040216_072016","Sheep","5/31/2016 8:06","5/31/2016","8:06:52",9729,"Reviewed/C11_040216_072016/Sheep","2016 05 31 08 06 52.jpg","Sheep",NA,NA,NA,TRUE,"8H 6M 52S",8.114444444,0.338101852,2.124356588,2.062240653
"10854",1,"C11","C11_040216_072016","Sheep","5/31/2016 20:16","5/31/2016","20:16:08",2187,"Reviewed/C11_040216_072016/Sheep","2016 05 31 20 16 08.jpg","Sheep",NA,NA,NA,TRUE,"20H 16M 8S",20.26888889,0.844537037,5.306382702,4.656352972
"10857",1,"C11","C11_040216_072016","Sheep","6/1/2016 8:11","6/1/2016","8:11:05",2457,"Reviewed/C11_040216_072016/Sheep","2016 06 01 08 11 05.jpg","Sheep",NA,NA,NA,TRUE,"8H 11M 5S",8.184722222,0.341030093,2.142755267,2.078010565
"10860",1,"C11","C11_040216_072016","Sheep","6/2/2016 5:13","6/2/2016","5:13:27",31494,"Reviewed/C11_040216_072016/Sheep","2016 06 02 05 13 27.jpg","Sheep",NA,NA,NA,TRUE,"5H 13M 27S",5.224166667,0.217673611,1.367683635,1.375353705
"10863",1,"C11","C11_040216_072016","Sheep","6/2/2016 19:54","6/2/2016","19:54:34",1337,"Reviewed/C11_040216_072016/Sheep","2016 06 02 19 54 34.jpg","Sheep",NA,NA,NA,TRUE,"19H 54M 34S",19.90944444,0.829560185,5.212280367,4.575141431
"10866",1,"C11","C11_040216_072016","Sheep","6/3/2016 19:40","6/3/2016","19:40:09",51363,"Reviewed/C11_040216_072016/Sheep","2016 06 03 19 40 09.jpg","Sheep",NA,NA,NA,TRUE,"19H 40M 9S",19.66916667,0.819548611,5.149375792,4.521888093
"10869",1,"C11","C11_040216_072016","Sheep","6/4/2016 18:54","6/4/2016","18:54:08",41925,"Reviewed/C11_040216_072016/Sheep","2016 06 04 18 54 08.jpg","Sheep",NA,NA,NA,TRUE,"18H 54M 8S",18.90222222,0.787592593,4.948590206,4.356911252
"10872",1,"C11","C11_040216_072016","Sheep","6/5/2016 6:48","6/5/2016","6:48:19",35536,"Reviewed/C11_040216_072016/Sheep","2016 06 05 06 48 19.jpg","Sheep",NA,NA,NA,TRUE,"6H 48M 19S",6.805277778,0.283553241,1.781617556,1.787468201
"10875",1,"C11","C11_040216_072016","Sheep","6/5/2016 19:56","6/5/2016","19:56:09",42487,"Reviewed/C11_040216_072016/Sheep","2016 06 05 19 56 09.jpg","Sheep",NA,NA,NA,TRUE,"19H 56M 9S",19.93583333,0.830659722,5.219188962,4.57449907
"10878",1,"C11","C11_040216_072016","Sheep","6/6/2016 18:44","6/6/2016","18:44:27",47154,"Reviewed/C11_040216_072016/Sheep","2016 06 06 18 44 27.jpg","Sheep",NA,NA,NA,TRUE,"18H 44M 27S",18.74083333,0.780868056,4.906338694,4.319141842
"10881",1,"C11","C11_040216_072016","Sheep","6/7/2016 8:59","6/7/2016","8:59:58",12717,"Reviewed/C11_040216_072016/Sheep","2016 06 07 08 59 58.jpg","Sheep",NA,NA,NA,TRUE,"8H 59M 58S",8.999444444,0.374976852,2.356049046,2.253518744
"10884",1,"C11","C11_040216_072016","Sheep","6/9/2016 20:12","6/9/2016","20:12:39",2016,"Reviewed/C11_040216_072016/Sheep","2016 06 09 20 12 39.jpg","Sheep",NA,NA,NA,TRUE,"20H 12M 39S",20.21083333,0.842118056,5.291183794,4.625334126
"10887",1,"C11","C11_040216_072016","Sheep","6/10/2016 19:03","6/10/2016","19:03:51",1459,"Reviewed/C11_040216_072016/Sheep","2016 06 10 19 03 51.jpg","Sheep",NA,NA,NA,TRUE,"19H 3M 51S",19.06416667,0.794340278,4.990987162,4.381237468
"10890",1,"C11","C11_040216_072016","Sheep","6/11/2016 5:54","6/11/2016","5:54:46",34186,"Reviewed/C11_040216_072016/Sheep","2016 06 11 05 54 46.jpg","Sheep",NA,NA,NA,TRUE,"5H 54M 46S",5.912777778,0.246365741,1.547961602,1.601208834
"10893",1,"C11","C11_040216_072016","Sheep","6/11/2016 20:52","6/11/2016","20:52:27",5369,"Reviewed/C11_040216_072016/Sheep","2016 06 11 20 52 27.jpg","Sheep",NA,NA,NA,TRUE,"20H 52M 27S",20.87416667,0.869756944,5.464844054,4.793502962
"10896",1,"C11","C11_040216_072016","Sheep","6/12/2016 19:55","6/12/2016","19:55:41",2569,"Reviewed/C11_040216_072016/Sheep","2016 06 12 19 55 41.jpg","Sheep",NA,NA,NA,TRUE,"19H 55M 41S",19.92805556,0.830335648,5.217152744,4.560821207
"10899",1,"C11","C11_040216_072016","Sheep","6/13/2016 7:29","6/13/2016","7:29:40",38279,"Reviewed/C11_040216_072016/Sheep","2016 06 13 07 29 40.jpg","Sheep",NA,NA,NA,TRUE,"7H 29M 40S",7.494444444,0.312268519,1.962040967,1.935224577
"10902",1,"C11","C11_040216_072016","Sheep","6/13/2016 20:22","6/13/2016","20:22:02",1731,"Reviewed/C11_040216_072016/Sheep","2016 06 13 20 22 02.jpg","Sheep",NA,NA,NA,TRUE,"20H 22M 2S",20.36722222,0.848634259,5.332126309,4.652109009
"10905",1,"C11","C11_040216_072016","Sheep","6/14/2016 16:37","6/14/2016","16:37:01",37017,"Reviewed/C11_040216_072016/Sheep","2016 06 14 16 37 01.jpg","Sheep",NA,NA,NA,TRUE,"16H 37M 1S",16.61694444,0.692372685,4.350305883,3.859567484
"10908",1,"C11","C11_040216_072016","Sheep","6/14/2016 19:27","6/14/2016","19:27:22",2426,"Reviewed/C11_040216_072016/Sheep","2016 06 14 19 27 22.jpg","Sheep",NA,NA,NA,TRUE,"19H 27M 22S",19.45611111,0.810671296,5.093597978,4.458537855
"10911",1,"C11","C11_040216_072016","Sheep","6/15/2016 5:52","6/15/2016","5:52:55",32657,"Reviewed/C11_040216_072016/Sheep","2016 06 15 05 52 55.jpg","Sheep",NA,NA,NA,TRUE,"5H 52M 55S",5.881944444,0.245081019,1.539889455,1.594673334
"10984",1,"C15","C15_022617_060617","Bobcat","3/3/2017 16:51","3/3/2017","16:51:07",0,"Reviewed/C15_022617_060617/Bobcat","IMG_0010.JPG","Bobcat",NA,NA,NA,FALSE,"16H 51M 7S",16.85194444,0.702164352,4.411828739,4.362680267
"10997",1,"C15","C15_022617_060617","Dog","3/16/2017 15:42","3/16/2017","15:42:47",0,"Reviewed/C15_022617_060617/Dog","IMG_0190.JPG","Dog",NA,NA,NA,TRUE,"15H 42M 47S",15.71305556,0.654710648,4.113668325,3.760495966
"11000",1,"C15","C15_022617_060617","Dog","3/24/2017 16:05","3/24/2017","16:05:55",458150,"Reviewed/C15_022617_060617/Dog","IMG_0337.JPG","Dog",NA,NA,NA,TRUE,"16H 5M 55S",16.09861111,0.670775463,4.214606533,3.851659036
"11003",1,"C15","C15_022617_060617","Dog","4/8/2017 19:58","4/8/2017","19:58:49",899580,"Reviewed/C15_022617_060617/Dog","IMG_0610.JPG","Dog",NA,NA,NA,TRUE,"19H 58M 49S",19.98027778,0.832511574,5.23082449,4.786799287
"11007",1,"C15","C15_022617_060617","Sheep","3/8/2017 9:15","3/8/2017","9:15:44",970,"Reviewed/C15_022617_060617/Sheep","IMG_0031.JPG","Sheep",NA,NA,NA,FALSE,"9H 15M 44S",9.262222222,0.385925926,2.424844107,2.298631748
"11010",1,"C15","C15_022617_060617","Sheep","3/13/2017 10:19","3/13/2017","10:19:19",87897,"Reviewed/C15_022617_060617/Sheep","IMG_0064.JPG","Sheep",NA,NA,NA,TRUE,"10H 19M 19S",10.32194444,0.430081019,2.702278736,2.335360154
"11013",1,"C15","C15_022617_060617","Sheep","3/19/2017 8:48","3/19/2017","8:48:17",233965,"Reviewed/C15_022617_060617/Sheep","IMG_0214.JPG","Sheep",NA,NA,NA,TRUE,"8H 48M 17S",8.804722222,0.366863426,2.305070888,1.966366712
"11016",1,"C15","C15_022617_060617","Sheep","3/28/2017 9:11","3/28/2017","9:11:09",685253,"Reviewed/C15_022617_060617/Sheep","IMG_0340.JPG","Sheep",NA,NA,NA,TRUE,"9H 11M 9S",9.185833333,0.382743056,2.404845543,2.109453814
"11019",1,"C15","C15_022617_060617","Sheep","3/31/2017 10:43","3/31/2017","10:43:29",79857,"Reviewed/C15_022617_060617/Sheep","IMG_0526.JPG","Sheep",NA,NA,NA,TRUE,"10H 43M 29S",10.72472222,0.446863426,2.807725712,2.506464886
"11022",1,"C15","C15_022617_060617","Sheep","4/7/2017 8:41","4/7/2017","8:41:38",420305,"Reviewed/C15_022617_060617/Sheep","IMG_0607.JPG","Sheep",NA,NA,NA,TRUE,"8H 41M 38S",8.693888889,0.36224537,2.276054789,2.035149723
"11065",1,"C15","C15_060617_100617","Bobcat","8/3/2017 6:06","8/3/2017","6:06:32",0,"Reviewed/C15_060617_100617/Bobcat","IMG_0211.JPG","Bobcat",NA,NA,NA,TRUE,"6H 6M 32S",6.108888889,0.254537037,1.599303371,1.525068259
"11122",1,"C15","C15_071916_120216","Bobcat","10/17/2016 9:43","10/17/2016","9:43:52",0,"Reviewed/C15_071916_120216/Bobcat","2016 10 17 09 43 52.jpg","Bobcat",NA,NA,NA,TRUE,"9H 43M 52S",9.731111111,0.405462963,2.547598931,2.228855668
"11125",1,"C15","C15_071916_120216","Bobcat","11/28/2016 15:36","11/28/2016","15:36:32",1989820,"Reviewed/C15_071916_120216/Bobcat","2016 11 28 15 36 32.jpg","Bobcat",NA,NA,NA,FALSE,"15H 36M 32S",15.60888889,0.65037037,4.086397555,4.309842697
"11203",1,"C15","C15_100617_120617","Bobcat","11/12/2017 12:13","11/12/2017","12:13:07",1095513,"Reviewed/C15_100617_120617/Bobcat","IMG_0319.JPG","Bobcat",NA,NA,NA,FALSE,"12H 13M 7S",12.21861111,0.509108796,3.198824909,3.228525268
"11234",1,"C15","C15_100617_120617","Dog","11/22/2017 15:12","11/22/2017","15:12:28",89502,"Reviewed/C15_100617_120617/Dog","IMG_0799.JPG","Dog",NA,NA,NA,FALSE,"15H 12M 28S",15.20777778,0.633657407,3.981386912,4.174435991
"11237",1,"C15","C15_100617_120617","Dog","11/25/2017 14:10","11/25/2017","14:10:36",1369,"Reviewed/C15_100617_120617/Dog","IMG_2386.JPG","Dog",NA,NA,NA,FALSE,"14H 10M 36S",14.17666667,0.590694444,3.711442654,3.845825038
"11240",1,"C15","C15_100617_120617","Dog","12/1/2017 17:08","12/1/2017","17:08:18",270224,"Reviewed/C15_100617_120617/Dog","IMG_3352.JPG","Dog",NA,NA,NA,FALSE,"17H 8M 18S",17.13833333,0.714097222,4.486805175,4.777909607
"11243",1,"C15","C15_100617_120617","Dog","12/3/2017 11:57","12/3/2017","11:57:06",2370,"Reviewed/C15_100617_120617/Dog","IMG_4003.JPG","Dog",NA,NA,NA,FALSE,"11H 57M 6S",11.95166667,0.497986111,3.128939017,3.113561609
"11247",1,"C15","C15_100617_120617","Sheep","11/21/2017 9:36","11/21/2017","9:36:09",0,"Reviewed/C15_100617_120617/Sheep","IMG_0337.JPG","Sheep",NA,NA,NA,FALSE,"9H 36M 9S",9.6025,0.400104167,2.513928621,2.387917692
"11250",1,"C15","C15_100617_120617","Sheep","11/22/2017 14:53","11/22/2017","14:53:14",21996,"Reviewed/C15_100617_120617/Sheep","IMG_0451.JPG","Sheep",NA,NA,NA,FALSE,"14H 53M 14S",14.88722222,0.620300926,3.897465664,4.072067221
"11253",1,"C15","C15_100617_120617","Sheep","11/24/2017 8:54","11/24/2017","8:54:04",62686,"Reviewed/C15_100617_120617/Sheep","IMG_1396.JPG","Sheep",NA,NA,NA,FALSE,"8H 54M 4S",8.901111111,0.37087963,2.33030544,2.152097848
"11256",1,"C15","C15_100617_120617","Sheep","11/25/2017 9:07","11/25/2017","9:07:36",77466,"Reviewed/C15_100617_120617/Sheep","IMG_1780.JPG","Sheep",NA,NA,NA,FALSE,"9H 7M 36S",9.126666667,0.380277778,2.389355746,2.220508257
"11259",1,"C15","C15_100617_120617","Sheep","11/25/2017 14:18","11/25/2017","14:18:55",1333,"Reviewed/C15_100617_120617/Sheep","IMG_2392.JPG","Sheep",NA,NA,NA,FALSE,"14H 18M 55S",14.31527778,0.596469907,3.747730958,3.890436318
"11262",1,"C15","C15_100617_120617","Sheep","11/26/2017 12:04","11/26/2017","12:04:11",3266,"Reviewed/C15_100617_120617/Sheep","IMG_2473.JPG","Sheep",NA,NA,NA,FALSE,"12H 4M 11S",12.06972222,0.502905093,3.159845889,3.16603144
