"","Phase","Camera","Camera_folder","Species","DateTimeOriginal","Date","Time","delta.time.secs","Directory","FileName","Classification","Sex","Age","BuckClass","DST","Time_DST_Corrected"
"11757",4,"E17","E17_121819_032920","Sheep","1/16/2020 14:04","1/15/2020 16:00","14:04:10",2034,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_0625.JPG","Sheep",NA,NA,NA,FALSE,"14H 4M 10S"
"11760",4,"E17","E17_121819_032920","Sheep","1/16/2020 15:45","1/15/2020 16:00","15:45:20",1189,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_0715.JPG","Sheep",NA,NA,NA,FALSE,"15H 45M 20S"
"11763",4,"E17","E17_121819_032920","Sheep","1/17/2020 15:38","1/16/2020 16:00","15:38:31",1292,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_1018.JPG","Sheep",NA,NA,NA,FALSE,"15H 38M 31S"
"11766",4,"E17","E17_121819_032920","Sheep","1/18/2020 14:02","1/17/2020 16:00","14:02:16",935,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_1549.JPG","Sheep",NA,NA,NA,FALSE,"14H 2M 16S"
"11769",4,"E17","E17_121819_032920","Sheep","1/18/2020 16:03","1/17/2020 16:00","16:03:50",1250,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_1723.JPG","Sheep",NA,NA,NA,FALSE,"16H 3M 50S"
"11772",4,"E17","E17_121819_032920","Sheep","1/19/2020 16:41","1/18/2020 16:00","16:41:39",10417,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_2458.JPG","Sheep",NA,NA,NA,FALSE,"16H 41M 39S"
"11775",4,"E17","E17_121819_032920","Sheep","1/20/2020 11:29","1/19/2020 16:00","11:29:32",45625,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_2596.JPG","Sheep",NA,NA,NA,FALSE,"11H 29M 32S"
"11778",4,"E17","E17_121819_032920","Sheep","1/20/2020 16:01","1/19/2020 16:00","16:01:36",1712,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_2626.JPG","Sheep",NA,NA,NA,FALSE,"16H 1M 36S"
"11781",4,"E17","E17_121819_032920","Sheep","1/22/2020 13:28","1/21/2020 16:00","13:28:09",1756,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_2938.JPG","Sheep",NA,NA,NA,FALSE,"13H 28M 9S"
"11784",4,"E17","E17_121819_032920","Sheep","1/22/2020 15:01","1/21/2020 16:00","15:01:09",1116,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_3196.JPG","Sheep",NA,NA,NA,FALSE,"15H 1M 9S"
"11787",4,"E17","E17_121819_032920","Sheep","1/23/2020 11:58","1/22/2020 16:00","11:58:39",4408,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_4036.JPG","Sheep",NA,NA,NA,FALSE,"11H 58M 39S"
"11790",4,"E17","E17_121819_032920","Sheep","1/23/2020 14:12","1/22/2020 16:00","14:12:59",1218,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_4189.JPG","Sheep",NA,NA,NA,FALSE,"14H 12M 59S"
"11793",4,"E17","E17_121819_032920","Sheep","1/24/2020 10:22","1/23/2020 16:00","10:22:32",59404,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_4558.JPG","Sheep",NA,NA,NA,FALSE,"10H 22M 32S"
"11796",4,"E17","E17_121819_032920","Sheep","1/24/2020 12:32","1/23/2020 16:00","12:32:37",1589,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_4645.JPG","Sheep",NA,NA,NA,FALSE,"12H 32M 37S"
"11799",4,"E17","E17_121819_032920","Sheep","1/24/2020 15:34","1/23/2020 16:00","15:34:14",1862,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_4864.JPG","Sheep",NA,NA,NA,FALSE,"15H 34M 14S"
"11802",4,"E17","E17_121819_032920","Sheep","3/11/2020 22:51","3/10/2020 17:00","22:51:20",39934,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_5095.JPG","Sheep",NA,NA,NA,TRUE,"22H 51M 20S"
"11805",4,"E17","E17_121819_032920","Sheep","3/13/2020 18:51","3/12/2020 17:00","18:51:43",67574,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_5434.JPG","Sheep",NA,NA,NA,TRUE,"18H 51M 43S"
"11808",4,"E17","E17_121819_032920","Sheep","3/14/2020 16:30","3/13/2020 17:00","16:30:05",4744,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_5647.JPG","Sheep",NA,NA,NA,TRUE,"16H 30M 5S"
"11811",4,"E17","E17_121819_032920","Sheep","3/14/2020 19:55","3/13/2020 17:00","19:55:03",3969,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_5782.JPG","Sheep",NA,NA,NA,TRUE,"19H 55M 3S"
"11814",4,"E17","E17_121819_032920","Sheep","3/15/2020 17:46","3/14/2020 17:00","17:46:50",5120,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_8056.JPG","Sheep",NA,NA,NA,TRUE,"17H 46M 50S"
"11817",4,"E17","E17_121819_032920","Sheep","3/16/2020 16:32","3/15/2020 17:00","16:32:46",70366,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_8599.JPG","Sheep",NA,NA,NA,TRUE,"16H 32M 46S"
"11820",4,"E17","E17_121819_032920","Sheep","3/16/2020 20:01","3/15/2020 17:00","20:01:02",1810,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_9028.JPG","Sheep",NA,NA,NA,TRUE,"20H 1M 2S"
"11823",4,"E17","E17_121819_032920","Sheep","3/19/2020 11:41","3/18/2020 17:00","11:41:16",59964,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_0046 copy.JPG","Sheep",NA,NA,NA,TRUE,"11H 41M 16S"
"11826",4,"E17","E17_121819_032920","Sheep","3/19/2020 18:20","3/18/2020 17:00","18:20:14",1351,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_0862 copy.JPG","Sheep",NA,NA,NA,TRUE,"18H 20M 14S"
"11829",4,"E17","E17_121819_032920","Sheep","3/20/2020 17:38","3/19/2020 17:00","17:38:24",37334,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_2407 copy.JPG","Sheep",NA,NA,NA,TRUE,"17H 38M 24S"
"11832",4,"E17","E17_121819_032920","Sheep","3/20/2020 23:38","3/19/2020 17:00","23:38:01",16077,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_3199 copy.JPG","Sheep",NA,NA,NA,TRUE,"23H 38M 1S"
"11835",4,"E17","E17_121819_032920","Sheep","3/22/2020 17:39","3/21/2020 17:00","17:39:46",57866,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_3913 copy.JPG","Sheep",NA,NA,NA,TRUE,"17H 39M 46S"
"11838",4,"E17","E17_121819_032920","Sheep","3/23/2020 16:33","3/22/2020 17:00","16:33:15",56904,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_4456 copy.JPG","Sheep",NA,NA,NA,TRUE,"16H 33M 15S"
"11841",4,"E17","E17_121819_032920","Sheep","3/24/2020 17:59","3/23/2020 17:00","17:59:17",59506,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_5470 copy.JPG","Sheep",NA,NA,NA,TRUE,"17H 59M 17S"
"11844",4,"E17","E17_121819_032920","Sheep","3/25/2020 17:19","3/24/2020 17:00","17:19:02",2200,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_6025 copy.JPG","Sheep",NA,NA,NA,TRUE,"17H 19M 2S"
"11847",4,"E17","E17_121819_032920","Sheep","3/25/2020 19:10","3/24/2020 17:00","19:10:04",1998,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_6580 copy.JPG","Sheep",NA,NA,NA,TRUE,"19H 10M 4S"
"11850",4,"E17","E17_121819_032920","Sheep","3/26/2020 19:36","3/25/2020 17:00","19:36:45",1554,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_7699 copy.JPG","Sheep",NA,NA,NA,TRUE,"19H 36M 45S"
"11853",4,"E17","E17_121819_032920","Sheep","3/27/2020 17:10","3/26/2020 17:00","17:10:14",2362,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_7981 copy.JPG","Sheep",NA,NA,NA,TRUE,"17H 10M 14S"
"11856",4,"E17","E17_121819_032920","Sheep","3/27/2020 22:53","3/26/2020 17:00","22:53:31",14292,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_8479 copy.JPG","Sheep",NA,NA,NA,TRUE,"22H 53M 31S"
"11859",4,"E17","E17_121819_032920","Sheep","3/28/2020 6:45","3/27/2020 17:00","6:45:50",12796,"Reviewed Phase 4/E17_121819_032920/Sheep","IMG_9271 copy.JPG","Sheep",NA,NA,NA,TRUE,"6H 45M 50S"
"12139",4,"F06","F06_110420_032921","Bobcat","2/21/2021 12:12","2/20/2021 16:00","12:12:37",0,"Reviewed Phase 4/F06_110420_032921/Bobcat","IMG_1120.JPG","Bobcat",NA,NA,NA,FALSE,"12H 12M 37S"
"14167",4,"G11","G11_110320_030821","Bobcat","1/19/2021 19:29","1/18/2021 16:00","19:29:57",960103,"Reviewed Phase 4/G11_110320_030821/Bobcat","IMG_0568.JPG","Bobcat",NA,NA,NA,FALSE,"19H 29M 57S"
"14170",4,"G11","G11_110320_030821","Bobcat","3/7/2021 6:53","3/6/2021 16:00","6:53:08",1415326,"Reviewed Phase 4/G11_110320_030821/Bobcat","IMG_0835.JPG","Bobcat",NA,NA,NA,FALSE,"6H 53M 8S"
