X,Camera_folder,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,n_images,Camera,Phase,Foxlight,Dog_Presence
19817,Cam06_Phase4_FoxN,Dogs,2/18/2019 11:22,2019-02-18,11:22:27,60792,1013.2,16.9,0.7,master_cam_photos/Cam06_Phase4_FoxN/Dogs,02180021.JPG,1,Cam06,Phase4,FoxN,Y
19819,Cam06_Phase4_FoxN,Dogs,3/11/2019 12:25,2019-03-11,12:25:52,1818204,30303.4,505.1,21,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03110173.JPG,1,Cam06,Phase4,FoxN,Y
19821,Cam06_Phase4_FoxN,Dogs,3/12/2019 6:07,2019-03-12,6:07:50,63717,1062,17.7,0.7,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03120299.JPG,1,Cam06,Phase4,FoxN,Y
19823,Cam06_Phase4_FoxN,Dogs,3/12/2019 8:48,2019-03-12,8:48:22,9631,160.5,2.7,0.1,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03120301.JPG,1,Cam06,Phase4,FoxN,Y
19824,Cam06_Phase4_FoxN,Dogs,3/15/2019 11:03,2019-03-15,11:03:46,267324,4455.4,74.3,3.1,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03150815.JPG,1,Cam06,Phase4,FoxN,Y
19831,Cam06_Phase4_FoxN,Dogs,3/15/2019 11:44,2019-03-15,11:44:44,2390,39.8,0.7,0,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03150823.JPG,1,Cam06,Phase4,FoxN,Y
19834,Cam06_Phase4_FoxN,Dogs,3/21/2019 17:50,2019-03-21,17:50:03,540260,9004.3,150.1,6.3,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03210006.JPG,1,Cam06,Phase4,FoxN,Y
19837,Cam06_Phase4_FoxN,Dogs,3/21/2019 20:44,2019-03-21,20:44:00,10423,173.7,2.9,0.1,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03210010.JPG,1,Cam06,Phase4,FoxN,Y
19838,Cam06_Phase4_FoxN,Dogs,3/22/2019 7:51,2019-03-22,7:51:32,40052,667.5,11.1,0.5,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03220012.JPG,1,Cam06,Phase4,FoxN,Y
19841,Cam06_Phase4_FoxN,Dogs,3/24/2019 2:34,2019-03-24,2:34:06,153719,2562,42.7,1.8,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03240212.JPG,1,Cam06,Phase4,FoxN,Y
19842,Cam06_Phase4_FoxN,Dogs,3/24/2019 6:18,2019-03-24,6:18:09,13443,224.1,3.7,0.2,master_cam_photos/Cam06_Phase4_FoxN/Dogs,03240214.JPG,1,Cam06,Phase4,FoxN,Y
20690,Cam06_Phase5_FoxY,Dogs,3/25/2019 1:39,2019-03-25,1:39:54,0,0,0,0,master_cam_photos/Cam06_Phase5_FoxY/Dogs,03250253.JPG,1,Cam06,Phase5,FoxY,Y
20692,Cam06_Phase5_FoxY,LYRU,4/21/2019 18:47,2019-04-21,18:47:37,0,0,0,0,master_cam_photos/Cam06_Phase5_FoxY/LYRU,04210303.JPG,1,Cam06,Phase5,FoxY,Y
20735,Cam06_Phase6_FoxN,LYRU,8/5/2019 5:37,2019-08-05,5:37:45,0,0,0,0,master_cam_photos/Cam06_Phase6_FoxN/LYRU,08050748.JPG,1,Cam06,Phase6,FoxN,Y
21186,Cam07_Phase1_FoxN,Dogs,10/17/2018 18:20,2018-10-17,18:20:21,0,0,0,0,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10170107.JPG,1,Cam07,Phase1,FoxN,Y
21187,Cam07_Phase1_FoxN,Dogs,10/18/2018 17:08,2018-10-18,17:08:01,82060,1367.7,22.8,1,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10180123.JPG,1,Cam07,Phase1,FoxN,Y
21190,Cam07_Phase1_FoxN,Dogs,10/22/2018 11:34,2018-10-22,11:34:30,325551,5425.9,90.4,3.8,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10220233.JPG,1,Cam07,Phase1,FoxN,Y
21192,Cam07_Phase1_FoxN,Dogs,10/22/2018 14:40,2018-10-22,14:40:42,11163,186.1,3.1,0.1,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10220341.JPG,1,Cam07,Phase1,FoxN,Y
21209,Cam07_Phase1_FoxN,Dogs,10/22/2018 16:32,2018-10-22,16:32:02,6608,110.1,1.8,0.1,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10220477.JPG,1,Cam07,Phase1,FoxN,Y
21434,Cam07_Phase1_FoxN,Dogs,10/22/2018 18:27,2018-10-22,18:27:13,2115,35.2,0.6,0,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10220767.JPG,1,Cam07,Phase1,FoxN,Y
21441,Cam07_Phase1_FoxN,Dogs,10/23/2018 7:19,2018-10-23,7:19:17,46192,769.9,12.8,0.5,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10230777.JPG,1,Cam07,Phase1,FoxN,Y
21446,Cam07_Phase1_FoxN,Dogs,10/23/2018 9:21,2018-10-23,9:21:43,7235,120.6,2,0.1,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10230801.JPG,1,Cam07,Phase1,FoxN,Y
21447,Cam07_Phase1_FoxN,Dogs,10/23/2018 10:38,2018-10-23,10:38:13,4590,76.5,1.3,0.1,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10230915.JPG,1,Cam07,Phase1,FoxN,Y
21488,Cam07_Phase1_FoxN,Dogs,10/28/2018 0:45,2018-10-28,0:45:45,393817,6563.6,109.4,4.6,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10280486.JPG,1,Cam07,Phase1,FoxN,Y
21489,Cam07_Phase1_FoxN,Dogs,10/28/2018 7:18,2018-10-28,7:18:49,23584,393.1,6.6,0.3,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10280522.JPG,1,Cam07,Phase1,FoxN,Y
21491,Cam07_Phase1_FoxN,Dogs,10/28/2018 16:29,2018-10-28,16:29:10,33020,550.3,9.2,0.4,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10280636.JPG,1,Cam07,Phase1,FoxN,Y
21507,Cam07_Phase1_FoxN,Dogs,10/29/2018 4:50,2018-10-29,4:50:41,44085,734.8,12.2,0.5,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10290688.JPG,1,Cam07,Phase1,FoxN,Y
21509,Cam07_Phase1_FoxN,Dogs,10/31/2018 22:53,2018-10-31,22:53:50,237788,3963.1,66.1,2.8,master_cam_photos/Cam07_Phase1_FoxN/Dogs,10310892.JPG,1,Cam07,Phase1,FoxN,Y
21511,Cam07_Phase1_FoxN,Dogs,11/1/2018 3:08,2018-11-01,3:08:48,15061,251,4.2,0.2,master_cam_photos/Cam07_Phase1_FoxN/Dogs,11010896.JPG,1,Cam07,Phase1,FoxN,Y
21513,Cam07_Phase1_FoxN,Dogs,11/5/2018 14:30,2018-11-05,14:30:26,386497,6441.6,107.4,4.5,master_cam_photos/Cam07_Phase1_FoxN/Dogs,11050978.JPG,1,Cam07,Phase1,FoxN,Y
21535,Cam07_Phase1_FoxN,Dogs,11/6/2018 10:57,2018-11-06,10:57:16,72848,1214.1,20.2,0.8,master_cam_photos/Cam07_Phase1_FoxN/Dogs,11060361.JPG,1,Cam07,Phase1,FoxN,Y
21540,Cam07_Phase1_FoxN,Dogs,11/6/2018 11:57,2018-11-06,11:57:29,3321,55.4,0.9,0,master_cam_photos/Cam07_Phase1_FoxN/Dogs,11060369.JPG,1,Cam07,Phase1,FoxN,Y
21754,Cam07_Phase1_FoxN,Dogs,11/9/2018 9:24,2018-11-09,9:24:01,243734,4062.2,67.7,2.8,master_cam_photos/Cam07_Phase1_FoxN/Dogs,11090803.JPG,1,Cam07,Phase1,FoxN,Y
21794,Cam07_Phase1_FoxN,LYRU,10/15/2018 21:21,2018-10-15,21:21:25,0,0,0,0,master_cam_photos/Cam07_Phase1_FoxN/LYRU,10150075.JPG,1,Cam07,Phase1,FoxN,Y
21796,Cam07_Phase1_FoxN,LYRU,11/16/2018 13:01,2018-11-16,13:01:22,2734789,45579.8,759.7,31.7,master_cam_photos/Cam07_Phase1_FoxN/LYRU,11160833.JPG,1,Cam07,Phase1,FoxN,Y
21797,Cam07_Phase1_FoxN,LYRU,11/18/2018 17:58,2018-11-18,17:58:11,190609,3176.8,52.9,2.2,master_cam_photos/Cam07_Phase1_FoxN/LYRU,11180845.JPG,1,Cam07,Phase1,FoxN,Y
21798,Cam07_Phase1_FoxN,LYRU,11/26/2018 12:25,2018-11-26,12:25:04,671213,11186.9,186.4,7.8,master_cam_photos/Cam07_Phase1_FoxN/LYRU,11260849.JPG,1,Cam07,Phase1,FoxN,Y
23344,Cam07_Phase2_FoxY,Dogs,1/4/2019 9:24,2019-01-04,9:24:41,0,0,0,0,master_cam_photos/Cam07_Phase2_FoxY/Dogs,01040022.JPG,1,Cam07,Phase2,FoxY,Y
23352,Cam07_Phase2_FoxY,LYRU,12/13/2018 16:55,2018-12-13,16:55:48,0,0,0,0,master_cam_photos/Cam07_Phase2_FoxY/LYRU,12130885.JPG,1,Cam07,Phase2,FoxY,Y
23568,Cam07_Phase3_FoxN,Dogs,1/19/2019 10:23,2019-01-19,10:23:57,0,0,0,0,master_cam_photos/Cam07_Phase3_FoxN/Dogs,01190043.JPG,1,Cam07,Phase3,FoxN,Y
23572,Cam07_Phase3_FoxN,Dogs,1/30/2019 12:20,2019-01-30,12:20:37,957194,15953.2,265.9,11.1,master_cam_photos/Cam07_Phase3_FoxN/Dogs,01300119.JPG,1,Cam07,Phase3,FoxN,Y
23686,Cam07_Phase4_FoxY,Dogs,2/18/2019 7:49,2019-02-18,7:49:54,0,0,0,0,master_cam_photos/Cam07_Phase4_FoxY/Dogs,02180175.JPG,1,Cam07,Phase4,FoxY,Y
23687,Cam07_Phase4_FoxY,Dogs,2/18/2019 10:44,2019-02-18,10:44:00,10446,174.1,2.9,0.1,master_cam_photos/Cam07_Phase4_FoxY/Dogs,02180197.JPG,1,Cam07,Phase4,FoxY,Y
23689,Cam07_Phase4_FoxY,Dogs,2/19/2019 8:57,2019-02-19,8:57:05,79106,1318.4,22,0.9,master_cam_photos/Cam07_Phase4_FoxY/Dogs,02190229.JPG,1,Cam07,Phase4,FoxY,Y
23691,Cam07_Phase4_FoxY,Dogs,2/20/2019 8:09,2019-02-20,8:09:33,83547,1392.4,23.2,1,master_cam_photos/Cam07_Phase4_FoxY/Dogs,02200257.JPG,1,Cam07,Phase4,FoxY,Y
23693,Cam07_Phase4_FoxY,Dogs,2/20/2019 12:59,2019-02-20,12:59:56,17422,290.4,4.8,0.2,master_cam_photos/Cam07_Phase4_FoxY/Dogs,02200259.JPG,1,Cam07,Phase4,FoxY,Y
23697,Cam07_Phase4_FoxY,Dogs,2/22/2019 22:37,2019-02-22,22:37:44,207154,3452.6,57.5,2.4,master_cam_photos/Cam07_Phase4_FoxY/Dogs,02220303.JPG,1,Cam07,Phase4,FoxY,Y
23698,Cam07_Phase4_FoxY,Dogs,2/27/2019 21:42,2019-02-27,21:42:10,428666,7144.4,119.1,5,master_cam_photos/Cam07_Phase4_FoxY/Dogs,02270361.JPG,1,Cam07,Phase4,FoxY,Y
24090,Cam07_Phase5_FoxN,Dogs,4/16/2019 4:36,2019-04-16,4:36:05,0,0,0,0,master_cam_photos/Cam07_Phase5_FoxN/Dogs,04160874.JPG,1,Cam07,Phase5,FoxN,Y
24091,Cam07_Phase5_FoxN,Dogs,4/16/2019 6:23,2019-04-16,6:23:40,6455,107.6,1.8,0.1,master_cam_photos/Cam07_Phase5_FoxN/Dogs,04160876.JPG,1,Cam07,Phase5,FoxN,Y
24759,Cam07_Phase9_FoxN,Dogs,12/29/2019 9:42,2019-12-29,9:42:07,0,0,0,0,master_cam_photos/Cam07_Phase9_FoxN/Dogs,12290033.JPG,1,Cam07,Phase9,FoxN,Y
24760,Cam07_Phase9_FoxN,Dogs,12/30/2019 7:55,2019-12-30,7:55:11,79984,1333.1,22.2,0.9,master_cam_photos/Cam07_Phase9_FoxN/Dogs,12300037.JPG,1,Cam07,Phase9,FoxN,Y
24761,Cam07_Phase9_FoxN,Dogs,1/3/2020 20:12,2020-01-03,20:12:39,389848,6497.5,108.3,4.5,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01030055.JPG,1,Cam07,Phase9,FoxN,Y
24762,Cam07_Phase9_FoxN,Dogs,1/9/2020 5:26,2020-01-09,5:26:57,465258,7754.3,129.2,5.4,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01090109.JPG,1,Cam07,Phase9,FoxN,Y
24765,Cam07_Phase9_FoxN,Dogs,1/9/2020 9:45,2020-01-09,9:45:24,15197,253.3,4.2,0.2,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01090113.JPG,1,Cam07,Phase9,FoxN,Y
24767,Cam07_Phase9_FoxN,Dogs,1/10/2020 9:15,2020-01-10,9:15:48,84623,1410.4,23.5,1,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01100136.JPG,1,Cam07,Phase9,FoxN,Y
24774,Cam07_Phase9_FoxN,Dogs,1/13/2020 10:06,2020-01-13,10:06:16,261603,4360,72.7,3,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01130257.JPG,1,Cam07,Phase9,FoxN,Y
24777,Cam07_Phase9_FoxN,Dogs,1/13/2020 10:23,2020-01-13,10:23:14,991,16.5,0.3,0,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01130261.JPG,1,Cam07,Phase9,FoxN,Y
24782,Cam07_Phase9_FoxN,Dogs,1/18/2020 19:21,2020-01-18,19:21:48,464289,7738.1,129,5.4,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01180335.JPG,1,Cam07,Phase9,FoxN,Y
24784,Cam07_Phase9_FoxN,Dogs,1/22/2020 8:10,2020-01-22,8:10:48,305339,5089,84.8,3.5,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01220483.JPG,1,Cam07,Phase9,FoxN,Y
24785,Cam07_Phase9_FoxN,Dogs,1/25/2020 7:32,2020-01-25,7:32:21,256893,4281.6,71.4,3,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01250587.JPG,1,Cam07,Phase9,FoxN,Y
24792,Cam07_Phase9_FoxN,Dogs,1/25/2020 8:13,2020-01-25,8:13:03,2291,38.2,0.6,0,master_cam_photos/Cam07_Phase9_FoxN/Dogs,01250595.JPG,1,Cam07,Phase9,FoxN,Y
25207,Cam08_Phase1_FoxY,Dogs,10/10/2018 5:35,2018-10-10,5:35:00,0,0,0,0,master_cam_photos/Cam08_Phase1_FoxY/Dogs,10100227.JPG,1,Cam08,Phase1,FoxY,Y
25208,Cam08_Phase1_FoxY,Dogs,10/10/2018 14:19,2018-10-10,14:19:24,31464,524.4,8.7,0.4,master_cam_photos/Cam08_Phase1_FoxY/Dogs,10100251.JPG,1,Cam08,Phase1,FoxY,Y
25210,Cam08_Phase1_FoxY,Dogs,10/11/2018 4:01,2018-10-11,4:01:18,49305,821.8,13.7,0.6,master_cam_photos/Cam08_Phase1_FoxY/Dogs,10110299.JPG,1,Cam08,Phase1,FoxY,Y
25214,Cam08_Phase1_FoxY,Dogs,10/12/2018 6:53,2018-10-12,6:53:42,96725,1612.1,26.9,1.1,master_cam_photos/Cam08_Phase1_FoxY/Dogs,10120501.JPG,1,Cam08,Phase1,FoxY,Y
25216,Cam08_Phase1_FoxY,Dogs,11/10/2018 18:23,2018-11-10,18:23:13,2546970,42449.5,707.5,29.5,master_cam_photos/Cam08_Phase1_FoxY/Dogs,11100718.JPG,1,Cam08,Phase1,FoxY,Y
25220,Cam08_Phase1_FoxY,Dogs,11/11/2018 7:28,2018-11-11,7:28:22,46950,782.5,13,0.5,master_cam_photos/Cam08_Phase1_FoxY/Dogs,11110732.JPG,1,Cam08,Phase1,FoxY,Y
25223,Cam08_Phase1_FoxY,Dogs,11/11/2018 10:04,2018-11-11,10:04:17,9310,155.2,2.6,0.1,master_cam_photos/Cam08_Phase1_FoxY/Dogs,11110744.JPG,1,Cam08,Phase1,FoxY,Y
25226,Cam08_Phase1_FoxY,Dogs,11/11/2018 10:31,2018-11-11,10:31:01,1592,26.5,0.4,0,master_cam_photos/Cam08_Phase1_FoxY/Dogs,11110756.JPG,1,Cam08,Phase1,FoxY,Y
25227,Cam08_Phase1_FoxY,Dogs,11/11/2018 12:32,2018-11-11,12:32:52,7311,121.8,2,0.1,master_cam_photos/Cam08_Phase1_FoxY/Dogs,11110816.JPG,1,Cam08,Phase1,FoxY,Y
25228,Cam08_Phase1_FoxY,Dogs,11/11/2018 15:13,2018-11-11,15:13:38,9646,160.8,2.7,0.1,master_cam_photos/Cam08_Phase1_FoxY/Dogs,11110842.JPG,1,Cam08,Phase1,FoxY,Y
25232,Cam08_Phase1_FoxY,Dogs,11/11/2018 15:41,2018-11-11,15:41:05,1390,23.2,0.4,0,master_cam_photos/Cam08_Phase1_FoxY/Dogs,11110856.JPG,1,Cam08,Phase1,FoxY,Y
25303,Cam08_Phase1_FoxY,LYRU,10/9/2018 1:27,2018-10-09,1:27:15,0,0,0,0,master_cam_photos/Cam08_Phase1_FoxY/LYRU,10090133.JPG,1,Cam08,Phase1,FoxY,Y
25304,Cam08_Phase1_FoxY,LYRU,11/20/2018 9:11,2018-11-20,9:11:52,3656677,60944.6,1015.7,42.3,master_cam_photos/Cam08_Phase1_FoxY/LYRU,11200902.JPG,1,Cam08,Phase1,FoxY,Y
25306,Cam08_Phase1_FoxY,LYRU,12/1/2018 14:57,2018-12-01,14:57:34,971141,16185.7,269.8,11.2,master_cam_photos/Cam08_Phase1_FoxY/LYRU,12010914.JPG,1,Cam08,Phase1,FoxY,Y
25797,Cam08_Phase2_FoxN,Dogs,12/23/2018 9:12,2018-12-23,9:12:39,0,0,0,0,master_cam_photos/Cam08_Phase2_FoxN/Dogs,12230037.JPG,1,Cam08,Phase2,FoxN,Y
25965,Cam08_Phase3_FoxY,Dogs,1/26/2019 4:51,2019-01-26,4:51:48,0,0,0,0,master_cam_photos/Cam08_Phase3_FoxY/Dogs,01260245.JPG,1,Cam08,Phase3,FoxY,Y
25966,Cam08_Phase3_FoxY,Dogs,2/15/2019 20:54,2019-02-15,20:54:14,1785746,29762.4,496,20.7,master_cam_photos/Cam08_Phase3_FoxY/Dogs,02150321.JPG,1,Cam08,Phase3,FoxY,Y
25982,Cam08_Phase3_FoxY,LYRU,1/28/2019 22:00,2019-01-28,22:00:28,0,0,0,0,master_cam_photos/Cam08_Phase3_FoxY/LYRU,01280257.JPG,1,Cam08,Phase3,FoxY,Y
26040,Cam08_Phase4_FoxN,Dogs,2/21/2019 10:12,2019-02-21,10:12:43,0,0,0,0,master_cam_photos/Cam08_Phase4_FoxN/Dogs,02210031.JPG,1,Cam08,Phase4,FoxN,Y
26041,Cam08_Phase4_FoxN,Dogs,2/21/2019 20:51,2019-02-21,20:51:38,38335,638.9,10.6,0.4,master_cam_photos/Cam08_Phase4_FoxN/Dogs,02210035.JPG,1,Cam08,Phase4,FoxN,Y
26043,Cam08_Phase4_FoxN,Dogs,2/22/2019 8:18,2019-02-22,8:18:11,41192,686.5,11.4,0.5,master_cam_photos/Cam08_Phase4_FoxN/Dogs,02220037.JPG,1,Cam08,Phase4,FoxN,Y
26044,Cam08_Phase4_FoxN,Dogs,2/23/2019 8:54,2019-02-23,8:54:57,88606,1476.8,24.6,1,master_cam_photos/Cam08_Phase4_FoxN/Dogs,02230145.JPG,1,Cam08,Phase4,FoxN,Y
26046,Cam08_Phase4_FoxN,Dogs,2/25/2019 19:27,2019-02-25,19:27:03,210725,3512.1,58.5,2.4,master_cam_photos/Cam08_Phase4_FoxN/Dogs,02250323.JPG,1,Cam08,Phase4,FoxN,Y
26047,Cam08_Phase4_FoxN,Dogs,2/27/2019 3:22,2019-02-27,3:22:45,114942,1915.7,31.9,1.3,master_cam_photos/Cam08_Phase4_FoxN/Dogs,02270561.JPG,1,Cam08,Phase4,FoxN,Y
26052,Cam08_Phase4_FoxN,Dogs,2/28/2019 23:35,2019-02-28,23:35:09,159105,2651.8,44.2,1.8,master_cam_photos/Cam08_Phase4_FoxN/Dogs,02280679.JPG,1,Cam08,Phase4,FoxN,Y
26060,Cam08_Phase4_FoxN,Dogs,3/3/2019 23:25,2019-03-03,23:25:48,258559,4309.3,71.8,3,master_cam_photos/Cam08_Phase4_FoxN/Dogs,03030830.JPG,1,Cam08,Phase4,FoxN,Y
26089,Cam08_Phase4_FoxN,LYRU,2/22/2019 19:27,2019-02-22,19:27:54,0,0,0,0,master_cam_photos/Cam08_Phase4_FoxN/LYRU,02220115.JPG,1,Cam08,Phase4,FoxN,Y
27046,Cam08_Phase5_FoxY,Dogs,3/28/2019 9:35,2019-03-28,9:35:24,0,0,0,0,master_cam_photos/Cam08_Phase5_FoxY/Dogs,03280389.JPG,1,Cam08,Phase5,FoxY,Y
27047,Cam08_Phase5_FoxY,Dogs,4/14/2019 7:33,2019-04-14,7:33:29,1461485,24358.1,406,16.9,master_cam_photos/Cam08_Phase5_FoxY/Dogs,04140493.JPG,1,Cam08,Phase5,FoxY,Y
27048,Cam08_Phase5_FoxY,Dogs,4/16/2019 6:49,2019-04-16,6:49:05,170136,2835.6,47.3,2,master_cam_photos/Cam08_Phase5_FoxY/Dogs,04160501.JPG,1,Cam08,Phase5,FoxY,Y
27050,Cam08_Phase5_FoxY,Dogs,4/19/2019 0:39,2019-04-19,0:39:10,237004,3950.1,65.8,2.7,master_cam_photos/Cam08_Phase5_FoxY/Dogs,04190531.JPG,1,Cam08,Phase5,FoxY,Y
27052,Cam08_Phase5_FoxY,Dogs,4/20/2019 22:18,2019-04-20,22:18:27,164356,2739.3,45.7,1.9,master_cam_photos/Cam08_Phase5_FoxY/Dogs,04200547.JPG,1,Cam08,Phase5,FoxY,Y
27054,Cam08_Phase5_FoxY,Dogs,4/21/2019 6:48,2019-04-21,6:48:43,30615,510.2,8.5,0.4,master_cam_photos/Cam08_Phase5_FoxY/Dogs,04210549.JPG,1,Cam08,Phase5,FoxY,Y
27057,Cam08_Phase5_FoxY,Dogs,4/25/2019 6:38,2019-04-25,6:38:36,344903,5748.4,95.8,4,master_cam_photos/Cam08_Phase5_FoxY/Dogs,04250581.JPG,1,Cam08,Phase5,FoxY,Y
27059,Cam08_Phase5_FoxY,Dogs,5/29/2019 5:50,2019-05-29,5:50:45,2934728,48912.1,815.2,34,master_cam_photos/Cam08_Phase5_FoxY/Dogs,05290032.JPG,1,Cam08,Phase5,FoxY,Y
27060,Cam08_Phase5_FoxY,Dogs,5/29/2019 7:31,2019-05-29,7:31:11,6026,100.4,1.7,0.1,master_cam_photos/Cam08_Phase5_FoxY/Dogs,05290050.JPG,1,Cam08,Phase5,FoxY,Y
27061,Cam08_Phase5_FoxY,Dogs,5/30/2019 6:10,2019-05-30,6:10:46,81575,1359.6,22.7,0.9,master_cam_photos/Cam08_Phase5_FoxY/Dogs,05300116.JPG,1,Cam08,Phase5,FoxY,Y
27062,Cam08_Phase5_FoxY,Dogs,6/1/2019 5:59,2019-06-01,5:59:55,172149,2869.2,47.8,2,master_cam_photos/Cam08_Phase5_FoxY/Dogs,06010340.JPG,1,Cam08,Phase5,FoxY,Y
27063,Cam08_Phase5_FoxY,Dogs,6/1/2019 8:07,2019-06-01,8:07:24,7649,127.5,2.1,0.1,master_cam_photos/Cam08_Phase5_FoxY/Dogs,06010390.JPG,1,Cam08,Phase5,FoxY,Y
27079,Cam08_Phase5_FoxY,LYRU,4/3/2019 22:41,2019-04-03,22:41:13,0,0,0,0,master_cam_photos/Cam08_Phase5_FoxY/LYRU,04030421.JPG,1,Cam08,Phase5,FoxY,Y
27082,Cam08_Phase5_FoxY,LYRU,4/6/2019 4:16,2019-04-06,4:16:34,192186,3203.1,53.4,2.2,master_cam_photos/Cam08_Phase5_FoxY/LYRU,04060429.JPG,1,Cam08,Phase5,FoxY,Y
27083,Cam08_Phase5_FoxY,LYRU,4/10/2019 16:45,2019-04-10,16:45:36,390542,6509,108.5,4.5,master_cam_photos/Cam08_Phase5_FoxY/LYRU,04100471.JPG,1,Cam08,Phase5,FoxY,Y
27085,Cam08_Phase5_FoxY,LYRU,4/13/2019 18:10,2019-04-13,18:10:09,264272,4404.5,73.4,3.1,master_cam_photos/Cam08_Phase5_FoxY/LYRU,04130485.JPG,1,Cam08,Phase5,FoxY,Y
27086,Cam08_Phase5_FoxY,LYRU,4/14/2019 4:39,2019-04-14,4:39:50,37781,629.7,10.5,0.4,master_cam_photos/Cam08_Phase5_FoxY/LYRU,04140489.JPG,1,Cam08,Phase5,FoxY,Y
27089,Cam08_Phase5_FoxY,LYRU,4/29/2019 22:45,2019-04-29,22:45:00,1361099,22685,378.1,15.8,master_cam_photos/Cam08_Phase5_FoxY/LYRU,04290713.JPG,1,Cam08,Phase5,FoxY,Y
27090,Cam08_Phase5_FoxY,LYRU,5/9/2019 18:18,2019-05-09,18:18:21,848001,14133.4,235.6,9.8,master_cam_photos/Cam08_Phase5_FoxY/LYRU,05090220.JPG,1,Cam08,Phase5,FoxY,Y
27091,Cam08_Phase5_FoxY,LYRU,5/14/2019 19:19,2019-05-14,19:19:48,435687,7261.4,121,5,master_cam_photos/Cam08_Phase5_FoxY/LYRU,05140324.JPG,1,Cam08,Phase5,FoxY,Y
27093,Cam08_Phase5_FoxY,LYRU,5/22/2019 20:31,2019-05-22,20:31:48,695519,11592,193.2,8,master_cam_photos/Cam08_Phase5_FoxY/LYRU,05220283.JPG,1,Cam08,Phase5,FoxY,Y
28671,Cam08_Phase7_FoxY,LYRU,9/29/2019 7:08,2019-09-29,7:08:46,0,0,0,0,master_cam_photos/Cam08_Phase7_FoxY/LYRU,09290324.JPG,1,Cam08,Phase7,FoxY,N
28890,Cam08_Phase8_FoxN,LYRU,11/10/2019 4:56,2019-11-10,4:56:34,0,0,0,0,master_cam_photos/Cam08_Phase8_FoxN/LYRU,11100523.JPG,1,Cam08,Phase8,FoxN,N
28891,Cam08_Phase8_FoxN,LYRU,11/28/2019 15:51,2019-11-28,15:51:56,1594522,26575.4,442.9,18.5,master_cam_photos/Cam08_Phase8_FoxN/LYRU,11280651.JPG,1,Cam08,Phase8,FoxN,N
29476,Cam08_Phase9_FoxY,Dogs,12/29/2019 18:10,2019-12-29,18:10:37,0,0,0,0,master_cam_photos/Cam08_Phase9_FoxY/Dogs,12290221.JPG,1,Cam08,Phase9,FoxY,Y
29477,Cam08_Phase9_FoxY,Dogs,1/4/2020 8:28,2020-01-04,8:28:24,483467,8057.8,134.3,5.6,master_cam_photos/Cam08_Phase9_FoxY/Dogs,01040259.JPG,1,Cam08,Phase9,FoxY,Y
29481,Cam08_Phase9_FoxY,Dogs,1/8/2020 22:56,2020-01-08,22:56:17,397664,6627.7,110.5,4.6,master_cam_photos/Cam08_Phase9_FoxY/Dogs,01080441.JPG,1,Cam08,Phase9,FoxY,Y
29483,Cam08_Phase9_FoxY,Dogs,1/9/2020 19:28,2020-01-09,19:28:15,73910,1231.8,20.5,0.9,master_cam_photos/Cam08_Phase9_FoxY/Dogs,01090545.JPG,1,Cam08,Phase9,FoxY,Y
29485,Cam08_Phase9_FoxY,Dogs,1/14/2020 1:41,2020-01-14,1:41:33,367997,6133.3,102.2,4.3,master_cam_photos/Cam08_Phase9_FoxY/Dogs,01140699.JPG,1,Cam08,Phase9,FoxY,Y
29486,Cam08_Phase9_FoxY,Dogs,1/14/2020 16:41,2020-01-14,16:41:10,53977,899.6,15,0.6,master_cam_photos/Cam08_Phase9_FoxY/Dogs,01140713.JPG,1,Cam08,Phase9,FoxY,Y
