"","Phase","Camera","Camera_folder","Species","DateTimeOriginal","Date","Time","delta.time.secs","Directory","FileName","Classification","Sex","Age","BuckClass","DST","Time_DST_Corrected","Time_Decimal","Time_Scaled","Time_Radians","Time_Sun"
"3553",2,"B14","B14_120617_032618","Bobcat","12/21/2017 7:23","12/21/2017","7:23:56",1013898,"Reviewed Phase 2/B14_120617_032618/Bobcat","IMG_0493.JPG","Bobcat",NA,NA,NA,FALSE,"7H 23M 56S",7.398888889,0.308287037,1.937024582,1.556880506
"3640",2,"C03","C03_031418_050218","Bobcat","4/20/2018 7:37","4/20/2018","7:37:36",0,"Reviewed Phase 2/C03_031418_050218/Bobcat","IMG_0103.JPG","Bobcat",NA,NA,NA,TRUE,"7H 37M 36S",7.626666667,0.317777778,1.996656664,1.840336176
"3772",2,"C03","C03_060418_062518","Bobcat","6/6/2018 16:42","6/6/2018","16:42:50",0,"Reviewed Phase 2/C03_060418_062518/Bobcat","IMG_0082.JPG","Bobcat",NA,NA,NA,TRUE,"16H 42M 50S",16.71388889,0.696412037,4.375685879,3.889925761
"3850",2,"C03","C03_062518_080218","Bobcat","7/17/2018 9:03","7/17/2018","9:03:50",0,"Reviewed Phase 2/C03_062518_080218/Bobcat","IMG_0001.JPG","Bobcat",NA,NA,NA,TRUE,"9H 3M 50S",9.063888889,0.377662037,2.372920562,2.228312589
"3946",2,"C03","C03_080218_112818","Bobcat","8/16/2018 9:08","8/16/2018","9:08:03",186905,"Reviewed Phase 2/C03_080218_112818/Bobcat","IMG_0886.JPG","Bobcat",NA,NA,NA,TRUE,"9H 8M 3S",9.134166667,0.380590278,2.391319241,2.189547359
"3949",2,"C03","C03_080218_112818","Bobcat","9/4/2018 8:33","9/4/2018","8:33:20",1088823,"Reviewed Phase 2/C03_080218_112818/Bobcat","IMG_1216.JPG","Bobcat",NA,NA,NA,TRUE,"8H 33M 20S",8.555555556,0.356481481,2.239839207,2.014779491
"3952",2,"C03","C03_080218_112818","Bobcat","10/8/2018 2:26","10/8/2018","2:26:49",855690,"Reviewed Phase 2/C03_080218_112818/Bobcat","IMG_2140.JPG","Bobcat",NA,NA,NA,TRUE,"2H 26M 49S",2.446944444,0.101956019,0.640608558,0.36526308
"3955",2,"C03","C03_080218_112818","Bobcat","10/22/2018 10:40","10/22/2018","10:40:06",536591,"Reviewed Phase 2/C03_080218_112818/Bobcat","IMG_2884.JPG","Bobcat",NA,NA,NA,TRUE,"10H 40M 6S",10.66833333,0.444513889,2.792963136,2.487305843
"3958",2,"C03","C03_080218_112818","Bobcat","11/3/2018 9:57","11/3/2018","9:57:42",85610,"Reviewed Phase 2/C03_080218_112818/Bobcat","IMG_0034.JPG","Bobcat",NA,NA,NA,TRUE,"9H 57M 42S",9.961666667,0.415069444,2.607958235,2.250508133
"4255",2,"C03","C03_121417_031418","Bobcat","12/27/2017 12:49","12/27/2017","12:49:20",670051,"Reviewed Phase 2/C03_121417_031418/Bobcat","IMG_0328.JPG","Bobcat",NA,NA,NA,FALSE,"12H 49M 20S",12.82222222,0.534259259,3.356849928,3.339189778
"4258",2,"C03","C03_121417_031418","Bobcat","1/6/2018 12:18","1/6/2018","12:18:22",632939,"Reviewed Phase 2/C03_121417_031418/Bobcat","IMG_0517.JPG","Bobcat",NA,NA,NA,FALSE,"12H 18M 22S",12.30611111,0.51275463,3.221732355,3.1414471
"4477",2,"C05","C05_120417_041018","Bobcat","1/1/2018 14:42","1/1/2018","14:42:35",0,"Reviewed Phase 2/C05_120417_041018/Bobcat","IMG_0166.JPG","Bobcat",NA,NA,NA,FALSE,"14H 42M 35S",14.70972222,0.612905093,3.850996272,3.94945005
"4561",2,"C07","C07_080618_121718","Bobcat","9/24/2018 20:33","9/24/2018","20:33:16",0,"Reviewed Phase 2/C07_080618_121718/Bobcat","09240106.JPG","Bobcat",NA,NA,NA,TRUE,"20H 33M 16S",20.55444444,0.856435185,5.381140972,5.095635859
"4909",2,"C09","C09_120817_040418","Bobcat","3/11/2018 11:18","3/11/2018","11:18:45",0,"Reviewed Phase 2/C09_120817_040418/Bobcat","IMG_0319.JPG","Bobcat",NA,NA,NA,FALSE,"11H 18M 45S",11.3125,0.471354167,2.961605574,2.857698025
"4985",2,"C11","C11_040918_060818","Dog","5/21/2018 8:17","5/21/2018","8:17:26",0,"Reviewed Phase 2/C11_040918_060818/Dog","IMG_1897.JPG","Dog",NA,NA,NA,TRUE,"8H 17M 26S",8.290555556,0.345439815,2.170462369,2.086989449
"4992",2,"C11","C11_040918_060818","Sheep","5/20/2018 9:55","5/20/2018","9:55:16",1339,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_0646.JPG","Sheep",NA,NA,NA,TRUE,"9H 55M 16S",9.921111111,0.41337963,2.597340815,2.439576187
"4995",2,"C11","C11_040918_060818","Sheep","5/20/2018 14:16","5/20/2018","14:16:58",2200,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_1156.JPG","Sheep",NA,NA,NA,TRUE,"14H 16M 58S",14.28277778,0.595115741,3.739222478,3.387304237
"4998",2,"C11","C11_040918_060818","Sheep","5/20/2018 18:18","5/20/2018","18:18:39",3248,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_1441.JPG","Sheep",NA,NA,NA,TRUE,"18H 18M 39S",18.31083333,0.762951389,4.793764957,4.262543344
"5001",2,"C11","C11_040918_060818","Sheep","5/21/2018 5:51","5/21/2018","5:51:24",36513,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_1621.JPG","Sheep",NA,NA,NA,TRUE,"5H 51M 24S",5.856666667,0.244027778,1.533271748,1.553000867
"5004",2,"C11","C11_040918_060818","Sheep","5/21/2018 17:19","5/21/2018","17:19:21",35396,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_1909.JPG","Sheep",NA,NA,NA,TRUE,"17H 19M 21S",17.3225,0.721770833,4.535019895,4.045916524
"5007",2,"C11","C11_040918_060818","Sheep","5/22/2018 5:34","5/22/2018","5:34:04",34923,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_2305.JPG","Sheep",NA,NA,NA,TRUE,"5H 34M 4S",5.567777778,0.231990741,1.457640814,1.461200017
"5010",2,"C11","C11_040918_060818","Sheep","5/22/2018 17:40","5/22/2018","17:40:54",31301,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_2566.JPG","Sheep",NA,NA,NA,TRUE,"17H 40M 54S",17.68166667,0.736736111,4.629049509,4.121817876
"5013",2,"C11","C11_040918_060818","Sheep","5/23/2018 8:05","5/23/2018","8:05:21",7500,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_3052.JPG","Sheep",NA,NA,NA,TRUE,"8H 5M 21S",8.089166667,0.337048611,2.117738881,2.046627954
"5016",2,"C11","C11_040918_060818","Sheep","5/23/2018 10:21","5/23/2018","10:21:15",2989,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_3139.JPG","Sheep",NA,NA,NA,TRUE,"10H 21M 15S",10.35416667,0.431423611,2.710714495,2.536159353
"5019",2,"C11","C11_040918_060818","Sheep","5/23/2018 11:27","5/23/2018","11:27:54",1551,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_3157.JPG","Sheep",NA,NA,NA,TRUE,"11H 27M 54S",11.465,0.477708333,3.001529981,2.776242265
"5022",2,"C11","C11_040918_060818","Sheep","5/23/2018 14:28","5/23/2018","14:28:57",2560,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_3232.JPG","Sheep",NA,NA,NA,TRUE,"14H 28M 57S",14.4825,0.6034375,3.791509634,3.428410474
"5025",2,"C11","C11_040918_060818","Sheep","5/23/2018 17:30","5/23/2018","17:30:19",2927,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_3247.JPG","Sheep",NA,NA,NA,TRUE,"17H 30M 19S",17.50527778,0.729386574,4.582871005,4.081719363
"5028",2,"C11","C11_040918_060818","Sheep","5/23/2018 18:34","5/23/2018","18:34:59",1148,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_3406.JPG","Sheep",NA,NA,NA,TRUE,"18H 34M 59S",18.58305556,0.774293981,4.865032568,4.314658022
"5031",2,"C11","C11_040918_060818","Sheep","5/24/2018 7:41","5/24/2018","7:41:51",5012,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_4042.JPG","Sheep",NA,NA,NA,TRUE,"7H 41M 51S",7.6975,0.320729167,2.015200788,1.963647518
"5034",2,"C11","C11_040918_060818","Sheep","5/24/2018 17:19","5/24/2018","17:19:05",1844,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_4120.JPG","Sheep",NA,NA,NA,TRUE,"17H 19M 5S",17.31805556,0.721585648,4.533856342,4.03943468
"5037",2,"C11","C11_040918_060818","Sheep","5/25/2018 6:23","5/25/2018","6:23:00",37999,"Reviewed Phase 2/C11_040918_060818/Sheep","IMG_4540.JPG","Sheep",NA,NA,NA,TRUE,"5H 23M 0S",5.383333333,0.224305556,1.409353371,1.409599843
"5108",2,"C11","C11_121517_040918","Dog","1/13/2018 10:57","1/13/2018","10:57:31",175716,"Reviewed Phase 2/C11_121517_040918/Dog","IMG_1603.JPG","Dog",NA,NA,NA,FALSE,"10H 57M 31S",10.95861111,0.456608796,2.86895768,2.689565942
"5112",2,"C11","C11_121517_040918","Sheep","1/7/2018 7:25","1/7/2018","7:25:30",0,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_0103.JPG","Sheep",NA,NA,NA,FALSE,"7H 25M 30S",7.425,0.309375,1.943860454,1.549325557
"5115",2,"C11","C11_121517_040918","Sheep","1/7/2018 13:16","1/7/2018","13:16:56",6695,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_0187.JPG","Sheep",NA,NA,NA,FALSE,"13H 16M 56S",13.28222222,0.553425926,3.477277646,3.459142805
"5118",2,"C11","C11_121517_040918","Sheep","1/7/2018 23:14","1/7/2018","23:14:04",25970,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_0337.JPG","Sheep",NA,NA,NA,FALSE,"23H 14M 4S",23.23444444,0.968101852,6.082763331,6.048018362
"5121",2,"C11","C11_121517_040918","Sheep","1/8/2018 16:32","1/8/2018","16:32:54",6512,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_0470.JPG","Sheep",NA,NA,NA,FALSE,"16H 32M 54S",16.54833333,0.689513889,4.332343536,4.525245252
"5124",2,"C11","C11_121517_040918","Sheep","1/9/2018 1:44","1/9/2018","1:44:14",14219,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_0517.JPG","Sheep",NA,NA,NA,FALSE,"1H 44M 14S",1.737222222,0.072384259,0.454803714,0.30781795
"5127",2,"C11","C11_121517_040918","Sheep","1/10/2018 9:38","1/10/2018","9:38:23",60199,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_0571.JPG","Sheep",NA,NA,NA,FALSE,"9H 38M 23S",9.639722222,0.401655093,2.523673376,2.262970121
"5130",2,"C11","C11_121517_040918","Sheep","1/10/2018 14:13","1/10/2018","14:13:09",6089,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_0920.JPG","Sheep",NA,NA,NA,FALSE,"14H 13M 9S",14.21916667,0.592465278,3.722569128,3.755926589
"5133",2,"C11","C11_121517_040918","Sheep","1/11/2018 10:04","1/11/2018","10:04:04",58263,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_1021.JPG","Sheep",NA,NA,NA,FALSE,"10H 4M 4S",10.06777778,0.419490741,2.635738059,2.401909373
"5136",2,"C11","C11_121517_040918","Sheep","1/11/2018 12:13","1/11/2018","12:13:58",1887,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_1195.JPG","Sheep",NA,NA,NA,FALSE,"12H 13M 58S",12.23277778,0.509699074,3.202533733,3.106237563
"5139",2,"C11","C11_121517_040918","Sheep","1/11/2018 14:29","1/11/2018","14:29:06",1413,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_1414.JPG","Sheep",NA,NA,NA,FALSE,"14H 29M 6S",14.485,0.603541667,3.792164132,3.838941305
"5142",2,"C11","C11_121517_040918","Sheep","1/11/2018 17:12","1/11/2018","17:12:54",4937,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_1432.JPG","Sheep",NA,NA,NA,FALSE,"17H 12M 54S",17.215,0.717291667,4.506876461,4.722278594
"5145",2,"C11","C11_121517_040918","Sheep","1/12/2018 11:45","1/12/2018","11:45:01",1766,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_1522.JPG","Sheep",NA,NA,NA,FALSE,"11H 45M 1S",11.75027778,0.489594907,3.076215529,2.947577185
"5148",2,"C11","C11_121517_040918","Sheep","1/13/2018 10:41","1/13/2018","10:41:57",78675,"Reviewed Phase 2/C11_121517_040918/Sheep","IMG_1561.JPG","Sheep",NA,NA,NA,FALSE,"10H 41M 57S",10.69916667,0.445798611,2.801035283,2.605538752
"5198",2,"C15","C15_061218_090818","Dog","7/6/2018 18:18","7/6/2018","18:18:32",0,"Reviewed Phase 2/C15_061218_090818/Dog","IMG_0460.JPG","Dog",NA,NA,NA,TRUE,"18H 18M 32S",18.30888889,0.76287037,4.793255902,4.208561165
"5201",2,"C15","C15_061218_090818","Dog","7/11/2018 7:00","7/11/2018","7:00:28",121391,"Reviewed Phase 2/C15_061218_090818/Dog","IMG_1232.JPG","Dog",NA,NA,NA,TRUE,"7H 0M 28S",7.007777778,0.291990741,1.834631932,1.79919115
"5204",2,"C15","C15_061218_090818","Dog","7/12/2018 21:20","7/12/2018","21:20:33",29254,"Reviewed Phase 2/C15_061218_090818/Dog","IMG_1681.JPG","Dog",NA,NA,NA,TRUE,"21H 20M 33S",21.3425,0.889270833,5.587453434,4.947918959
"5207",2,"C15","C15_061218_090818","Dog","7/14/2018 21:44","7/14/2018","21:44:36",48322,"Reviewed Phase 2/C15_061218_090818/Dog","IMG_1876.JPG","Dog",NA,NA,NA,TRUE,"21H 44M 36S",21.74333333,0.905972222,5.692391355,5.087213987
"5210",2,"C15","C15_061218_090818","Dog","8/1/2018 19:12","8/1/2018","19:12:31",290058,"Reviewed Phase 2/C15_061218_090818/Dog","IMG_3157.JPG","Dog",NA,NA,NA,TRUE,"19H 12M 31S",19.20861111,0.800358796,5.028802629,4.450018144
"5214",2,"C15","C15_061218_090818","Sheep","7/6/2018 8:30","7/6/2018","8:30:40",0,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_0073.JPG","Sheep",NA,NA,NA,TRUE,"8H 30M 40S",8.511111111,0.35462963,2.228203678,2.128319442
"5217",2,"C15","C15_061218_090818","Sheep","7/7/2018 7:33","7/7/2018","7:33:05",46542,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_0472.JPG","Sheep",NA,NA,NA,TRUE,"7H 33M 5S",7.551388889,0.314641204,1.976948988,1.922793809
"5220",2,"C15","C15_061218_090818","Sheep","7/9/2018 8:08","7/9/2018","8:08:47",85500,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_0622.JPG","Sheep",NA,NA,NA,TRUE,"8H 8M 47S",8.146388889,0.33943287,2.132719624,2.045851846
"5223",2,"C15","C15_061218_090818","Sheep","7/9/2018 9:31","7/9/2018","9:31:41",920,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_0847.JPG","Sheep",NA,NA,NA,TRUE,"9H 31M 41S",9.528055556,0.397002315,2.494439111,2.340136559
"5226",2,"C15","C15_061218_090818","Sheep","7/9/2018 20:09","7/9/2018","20:09:52",1159,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_0922.JPG","Sheep",NA,NA,NA,TRUE,"20H 9M 52S",20.16444444,0.840185185,5.279039211,4.605608202
"5229",2,"C15","C15_061218_090818","Sheep","7/10/2018 9:24","7/10/2018","9:24:02",7708,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_1027.JPG","Sheep",NA,NA,NA,TRUE,"9H 24M 2S",9.400555556,0.391689815,2.461059689,2.311532778
"5232",2,"C15","C15_061218_090818","Sheep","7/10/2018 21:18","7/10/2018","21:18:38",2025,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_1129.JPG","Sheep",NA,NA,NA,TRUE,"21H 18M 38S",21.31055556,0.887939815,5.579090398,4.93313951
"5235",2,"C15","C15_061218_090818","Sheep","7/12/2018 7:19","7/12/2018","7:19:59",35755,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_1366.JPG","Sheep",NA,NA,NA,TRUE,"7H 19M 59S",7.333055556,0.305543981,1.919789455,1.866577775
"5238",2,"C15","C15_061218_090818","Sheep","7/12/2018 9:07","7/12/2018","9:07:23",1924,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_1453.JPG","Sheep",NA,NA,NA,TRUE,"9H 7M 23S",9.123055556,0.380127315,2.388410359,2.249243986
"5241",2,"C15","C15_061218_090818","Sheep","7/13/2018 8:15","7/13/2018","8:15:47",39330,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_1685.JPG","Sheep",NA,NA,NA,TRUE,"8H 15M 47S",8.263055556,0.344293981,2.163262886,2.063551858
"5244",2,"C15","C15_061218_090818","Sheep","7/14/2018 7:49","7/14/2018","7:49:29",929,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_1756.JPG","Sheep",NA,NA,NA,TRUE,"7H 49M 29S",7.824722222,0.326030093,2.048507487,1.967713201
"5247",2,"C15","C15_061218_090818","Sheep","7/14/2018 20:51","7/14/2018","20:51:14",39854,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_1798.JPG","Sheep",NA,NA,NA,TRUE,"20H 51M 14S",20.85388889,0.868912037,5.459535344,4.788192769
"5250",2,"C15","C15_061218_090818","Sheep","7/15/2018 20:42","7/15/2018","20:42:20",39770,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_2164.JPG","Sheep",NA,NA,NA,TRUE,"20H 42M 20S",20.70555556,0.862731481,5.420701768,4.741294946
"5253",2,"C15","C15_061218_090818","Sheep","7/20/2018 21:22","7/20/2018","21:22:31",171657,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_2542.JPG","Sheep",NA,NA,NA,TRUE,"21H 22M 31S",21.37527778,0.890636574,5.596034636,4.980272393
"5256",2,"C15","C15_061218_090818","Sheep","7/24/2018 10:01","7/24/2018","10:01:02",86836,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_2584.JPG","Sheep",NA,NA,NA,TRUE,"10H 1M 2S",10.01722222,0.417384259,2.622502645,2.423790549
"5259",2,"C15","C15_061218_090818","Sheep","7/26/2018 21:23","7/26/2018","21:23:30",1098,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_2710.JPG","Sheep",NA,NA,NA,TRUE,"21H 23M 30S",21.39166667,0.891319444,5.600325237,5.006900342
"5262",2,"C15","C15_061218_090818","Sheep","7/31/2018 20:21","7/31/2018","20:21:19",117370,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_3004.JPG","Sheep",NA,NA,NA,TRUE,"20H 21M 19S",20.35527778,0.848136574,5.328999261,4.700471322
"5265",2,"C15","C15_061218_090818","Sheep","8/5/2018 8:23","8/5/2018","8:23:18",78418,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_3214.JPG","Sheep",NA,NA,NA,TRUE,"8H 23M 18S",8.388333333,0.349513889,2.196060531,2.042665477
"5268",2,"C15","C15_061218_090818","Sheep","8/15/2018 7:31","8/15/2018","7:31:52",252335,"Reviewed Phase 2/C15_061218_090818/Sheep","IMG_3499.JPG","Sheep",NA,NA,NA,TRUE,"7H 31M 52S",7.531111111,0.313796296,1.971640278,1.823370902
